Player,Int,Sty,Sack,TK,DFR,FF,DTD,Pa,PaNetA,RuYdA,TyDa,FPTS,POS
"Bears, CHI",1.4,0.0,4.2,37.2,1.1,1.4,0.35,11.9,175.0,107.0,282,19,DST
"Steelers, PIT",1.5,0.0,2.9,40.5,0.8,1.1,0.29,14.6,171.0,107.0,278,15,DST
"Vikings, MIN",1.4,0.0,2.8,37.5,0.7,0.9,0.31,17.6,159.0,94.0,253,14,DST
"Ravens, BAL",0.9,0.1,3.1,39.8,0.9,1.2,0.32,17.3,176.0,96.0,272,14,DST
"Giants, NYG",1.7,0.0,2.3,37.8,0.7,1.0,0.28,15.7,214.0,83.0,297,14,DST
"Chargers, LAC",1.3,0.0,2.4,42.4,0.8,1.2,0.3,17.4,154.0,133.0,287,14,DST
"Chiefs, KC",2.0,0.0,1.9,39.1,0.8,1.1,0.42,15.8,207.0,111.0,318,14,DST
"Cardinals, ARI",1.2,0.0,2.1,43.4,0.8,1.1,0.25,15.1,207.0,85.0,292,13,DST
"Lions, DET",0.8,0.0,2.1,38.9,1.0,1.4,0.3,18.0,204.0,92.0,296,13,DST
"Redskins, WAS",1.4,0.0,3.0,40.4,0.9,1.2,0.3,19.1,207.0,102.0,309,13,DST
"Jaguars, JAC",0.5,0.0,4.0,42.4,1.2,1.7,0.29,19.6,205.0,118.0,323,13,DST
"Panthers, CAR",1.1,0.0,3.0,41.6,0.9,1.2,0.3,18.5,241.0,91.0,332,12,DST
"Rams, LAR",1.3,0.0,2.5,39.9,0.9,1.2,0.29,19.9,175.0,128.0,303,12,DST
"Broncos, DEN",1.0,0.0,2.6,39.8,1.1,1.5,0.27,21.3,207.0,70.0,277,12,DST
"Browns, CLE",0.6,0.1,2.2,40.8,0.7,1.0,0.16,20.1,172.0,116.0,288,11,DST
"Cowboys, DAL",1.0,0.1,2.3,42.0,0.7,1.0,0.27,18.1,229.0,104.0,333,11,DST
"Eagles, PHI",0.9,0.0,1.7,40.1,0.8,1.1,0.29,18.5,215.0,87.0,302,10,DST
"Patriots, NE",0.6,0.0,2.6,41.7,0.7,0.9,0.26,16.6,169.0,144.0,313,10,DST
"Buccaneers, TB",1.0,0.0,1.7,44.2,1.0,1.4,0.27,25.8,223.0,137.0,360,9,DST
"Bengals, CIN",0.7,0.0,2.9,41.3,0.6,0.8,0.19,21.3,246.0,84.0,330,8,DST
"Jets, NYJ",1.1,0.0,1.4,41.6,0.8,1.2,0.23,22.4,281.0,94.0,375,8,DST
"Titans, TEN",0.7,0.0,2.0,40.1,0.9,1.2,0.23,25.6,209.0,95.0,304,8,DST
"Falcons, ATL",0.7,0.0,1.4,47.3,1.0,1.4,0.24,25.9,252.0,130.0,382,8,DST
"Packers, GB",0.6,0.0,2.2,47.3,0.9,1.3,0.17,24.9,260.0,111.0,371,8,DST
"Texans, HOU",1.2,0.0,1.4,42.8,0.5,0.7,0.22,24.8,269.0,105.0,374,8,DST
"Seahawks, SEA",0.7,0.0,1.8,43.2,0.8,1.2,0.21,22.5,203.0,127.0,330,8,DST
"49ers, SF",0.8,0.0,1.3,43.7,0.8,1.1,0.2,22.7,197.0,142.0,339,7,DST
"Saints, NO",0.8,0.0,1.6,42.6,0.6,0.8,0.21,23.7,254.0,131.0,385,7,DST
"Bills, BUF",0.6,0.1,1.7,45.3,0.6,0.8,0.16,26.5,256.0,107.0,363,7,DST
"Dolphins, MIA",0.6,0.0,1.7,39.6,0.5,0.7,0.18,25.7,216.0,115.0,331,6,DST
"Colts, IND",1.2,0.0,1.5,44.6,0.7,0.9,0.25,27.4,232.0,116.0,348,6,DST
