Player,Team,PA,YdA,TD,Sack,Int,Fum Rec,Saf,Blk
Arizona Cardinals,ARI,26.55,340.7,0.2,2.1,0.7,0.7,0.1,0.035
Atlanta Falcons,ATL,19.7,323.3,0.2,2.4,0.8,0.7,0.0,0.035
Baltimore Ravens,BAL,18.92,287.9,0.2,2.5,1.0,0.7,0.015,0.045
Buffalo Bills,BUF,24.55,391.1,0.2,1.5,0.9,0.6,0.0,0.04
Carolina Panthers,CAR,24.15,351.7,0.2,2.3,0.7,0.6,0.0,0.09
Chicago Bears,CHI,19.05,339.5,0.21,2.9,0.8,0.6,0.08,0.09
Cincinnati Bengals,CIN,22.1,327.6,0.2,2.0,0.9,0.5,0.0,0.09
Cleveland Browns,CLE,30.596380173662045,400.1,0.1526738617024221,1.7673282347552264,0.6,0.67,0.004992622949805811,0.04
Dallas Cowboys,DAL,19.3,337.4,0.2,2.2,0.9,0.7,0.0,0.035
Denver Broncos,DEN,19.450000000000003,318.3,0.2,2.1,0.87,0.6,0.0,0.095
Detroit Lions,DET,26.049999999999997,368.0,0.2,2.1,1.0,0.67,0.0,0.10500000000000001
Green Bay Packers,GB,23.47,354.3,0.2,2.26,0.8,0.65,0.0,0.035
Houston Texans,HOU,20.049999999999997,304.7,0.2,3.3,0.91,0.66,0.015,0.04
Indianapolis Colts,IND,26.65,368.0,0.1,1.7,0.6,0.62,0.0,0.05
Jacksonville Jaguars,JAX,22.5,363.0,0.2,2.5,0.8,0.66,0.1,0.04
Kansas City Chiefs,KC,27.1,406.1,0.2,1.85,0.9,0.6,0.0,0.045
Los Angeles Chargers,LAC,17.15,290.0,0.2,2.7,1.1,0.6,0.0,0.03
Los Angeles Rams,LAR,16.700000000000003,302.6,0.3,3.0,1.0,0.69,0.02,0.06
Miami Dolphins,MIA,22.9,334.8,0.2,2.4,0.99,0.5,0.0,0.055
Minnesota Vikings,MIN,21.45,311.5,0.2,2.7,0.9,0.57,0.02,0.03
New England Patriots,NE,21.5,350.0,0.1,2.1,0.8,0.6,0.01,0.09
New Orleans Saints,NO,19.049999999999997,366.6,0.2,3.0,0.8,0.59,0.0,0.04
New York Giants,NYG,22.55,345.9,0.2,1.9,0.9,0.5,0.0,0.085
New York Jets,NYJ,19.02,326.0,0.2,2.1,1.0,0.6,0.0,0.04
Oakland Raiders,OAK,25.259999999999998,375.0,0.2,1.9,0.82,0.62,0.01,0.04
Philadelphia Eagles,PHI,19.53,334.0,0.2,2.0,1.16,0.64,0.015,0.095
Pittsburgh Steelers,PIT,24.6,374.1,0.2,2.72,0.81,0.4,0.02,0.1
San Francisco 49ers,SF,22.200000000000003,376.0,0.2,2.06,0.9,0.6,0.0,0.045
Seattle Seahawks,SEA,20.375,305.0,0.2,2.5,0.7,0.7,0.1,0.095
Tampa Bay Buccaneers,TB,24.65,397.7,0.2,1.7,0.63,0.71,0.0,0.095
Tennessee Titans,TEN,22.15,339.5,0.2,2.6,1.0,0.62,0.0,0.08
Washington Redskins,WAS,21.5,344.4,0.2,2.6,1.02,0.6,0.065,0.035
