player,team,pos,proj,salary
Lamar Jackson,BAL,QB,14.0291,7500.0
Theo Riddick,DET,RB,18.370666666666665,5300.0
Austin Ekeler,LAC,RB,17.314333333333334,5400.0
Saquon Barkley,NYG,RB,24.837,8600.0
Keenan Allen,LAC,WR,22.859666666666666,7700.0
Stefon Diggs,MIN,WR,21.868333333333336,7700.0
Adam Thielen,MIN,WR,23.72066666666667,8100.0
Zach Ertz,PHI,TE,19.009666666666664,7600.0
Oakland Raiders,OAK,DST,-0.3280000000000003,2000.0
,,,161.68143333333336,59900.0
