Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS,POS
"Aaron Rodgers, GB",39.2,25.0,272.0,1.9,0.6,93.9,4.1,21.3,5.20,0.2,0,0.0,0.0,0.00,0.0,0.2,23,QB
"Cam Newton, CAR",34.9,20.5,273.0,1.7,0.8,90.3,5.6,26.5,4.73,0.4,0,0.0,0.0,0.00,0.0,0.2,22,QB
"Matt Ryan, ATL",32.7,22.5,293.0,2.0,0.5,110.8,2.1,6.7,3.19,0.0,0,0.0,0.0,0.00,0.0,0.1,21,QB
"Kirk Cousins, MIN",37.9,24.1,302.0,1.8,1.1,92.0,2.0,5.5,2.75,0.3,0,0.0,0.0,0.00,0.0,0.3,21,QB
"Tyrod Taylor, CLE",29.1,17.0,197.0,1.7,0.6,89.9,6.5,36.2,5.57,0.3,0,0.0,0.0,0.00,0.0,0.1,20,QB
"Tom Brady, NE",37.7,22.9,284.0,1.8,0.7,92.3,2.7,5.9,2.19,0.1,0,0.0,0.0,0.00,0.0,0.2,20,QB
"Ben Roethlisberger, PIT",37.6,24.4,297.0,1.9,0.9,95.9,1.4,2.5,1.79,0.0,0,0.0,0.0,0.00,0.0,0.1,20,QB
"Carson Palmer, ARI",39.4,26.9,284.0,1.8,1.0,93.7,1.1,2.4,2.18,0.0,0,0.0,0.0,0.00,0.0,0.3,19,QB
"Sam Bradford, ARI",35.0,24.9,259.0,1.8,0.5,103.4,1.5,3.9,2.60,0.0,0,0.0,0.0,0.00,0.0,0.4,19,QB
"Derek Carr, OAK",38.5,23.9,261.0,1.8,0.7,90.1,2.3,5.0,2.17,0.0,0,0.0,0.0,0.00,0.0,0.2,19,QB
"Dak Prescott, DAL",32.4,20.8,238.0,1.5,0.5,95.2,3.5,16.1,4.60,0.2,0,0.0,0.0,0.00,0.0,0.2,18,QB
"Marcus Mariota, TEN",33.1,18.2,235.0,1.6,1.2,78.5,3.6,22.3,6.19,0.1,0,0.0,0.0,0.00,0.0,0.3,18,QB
"Drew Brees, NO",43.2,29.7,291.0,1.5,1.1,88.4,1.5,2.2,1.47,0.1,0,0.0,0.0,0.00,0.0,0.3,17,QB
"Carson Wentz, PHI",39.5,25.4,252.0,1.4,0.9,84.6,2.9,10.2,3.52,0.1,0,0.0,0.0,0.00,0.0,0.2,17,QB
"Andy Dalton, CIN",33.9,22.1,242.0,1.4,0.7,91.3,3.5,11.1,3.17,0.2,0,0.0,0.0,0.00,0.0,0.3,17,QB
"Matthew Stafford, DET",35.6,22.4,226.0,1.5,0.9,84.5,2.5,11.5,4.60,0.1,0,0.0,0.0,0.00,0.0,0.2,17,QB
"Russell Wilson, SEA",32.7,20.7,260.0,1.3,1.2,85.9,4.5,20.3,4.51,0.0,0,0.0,0.0,0.00,0.0,0.2,17,QB
