Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Andy Janovich,RB,DEN,1.2,0.0,0.3,2.7,0.0
Trenton Cannon,RB,NYJ,2.5,0.0,0.2,2.0,0.0
Tyler Ervin,RB,BAL,1.5,0.0,0.3,2.0,0.0
Tommy Bohanon,RB,JAX,1.0,0.0,0.4,2.8,0.0
Roosevelt Nix,RB,PIT,0.7,0.0,0.3,2.7,0.0
Justin Davis,RB,LAR,2.3,0.0,0.2,1.2,0.0
Damien Williams,RB,KC,0.9,0.0,0.4,2.8,0.0
Kenjon Barner,RB,CAR,2.9,0.0,0.1,0.6,0.0
Taiwan Jones,RB,BUF,0.7,0.0,0.3,2.6,0.0
Senorise Perry,RB,MIA,2.0,0.0,0.1,1.1,0.0
Benny Cunningham,RB,CHI,0.4,0.0,0.3,2.6,0.0
Jaylen Samuels,RB,PIT,2.0,0.0,0.1,1.1,0.0
Patrick DiMarco,RB,BUF,0.2,0.0,0.3,2.6,0.0
Alex Armah,RB,CAR,1.7,0.0,0.1,1.1,0.0
Justin Jackson,RB,LAC,2.1,0.0,0.1,0.6,0.0
Derrick Coleman,RB,ARI,0.6,0.0,0.3,2.1,0.0
Keith Smith,RB,OAK,0.7,0.0,0.3,1.8,0.0
James Develin,RB,NE,0.0,0.0,0.4,2.6,0.0
Ricky Ortiz,RB,ATL,0.9,0.0,0.2,1.4,0.0
Tre Madden,RB,SEA,0.8,0.0,0.2,1.3,0.0
Derek Watt,RB,LAC,1.0,0.0,0.1,0.9,0.0
Brandon Bolden,RB,MIA,0.7,0.0,0.1,0.9,0.0
Jamize Olawale,RB,DAL,0.7,0.0,0.1,0.9,0.0
Gus Edwards,RB,BAL,0.0,0.0,0.0,0.0,0.0
Brandon Wilson,RB,CIN,0.0,0.0,0.0,0.0,0.0
