Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Todd Gurley,RB,LAR,88.0,0.8,4.2,40.3,0.2
Ezekiel Elliott,RB,DAL,84.6,0.6,4.0,32.7,0.1
Melvin Gordon,RB,LAC,66.0,0.5,5.2,45.9,0.2
Saquon Barkley,RB,NYG,61.0,0.4,5.7,46.2,0.4
James Conner,RB,PIT,72.0,0.6,4.2,32.3,0.1
Joe Mixon,RB,CIN,73.8,0.6,3.5,28.8,0.1
Christian McCaffrey,RB,CAR,62.3,0.3,5.5,44.6,0.4
Sony Michel,RB,NE,78.8,0.7,1.5,11.6,0.0
Tevin Coleman,RB,ATL,58.0,0.6,2.7,28.9,0.2
T.J. Yeldon,RB,JAX,61.4,0.5,3.7,29.9,0.2
David Johnson,RB,ARI,56.4,0.5,3.6,33.7,0.1
Chris Carson,RB,SEA,69.2,0.5,2.0,19.1,0.1
Carlos Hyde,RB,JAX,67.4,0.7,1.6,10.9,0.0
Jordan Howard,RB,CHI,63.8,0.5,2.1,16.7,0.0
Adrian Peterson,RB,WAS,57.7,0.5,2.2,19.7,0.0
James White,RB,NE,22.0,0.1,5.4,45.9,0.5
Phillip Lindsay,RB,DEN,54.5,0.3,2.4,18.8,0.3
Latavius Murray,RB,MIN,52.1,0.5,2.1,14.1,0.1
Dion Lewis,RB,TEN,40.8,0.4,3.8,26.9,0.1
LeSean McCoy,RB,BUF,48.5,0.2,3.2,25.2,0.1
Nyheim Hines,RB,IND,27.1,0.1,4.6,35.0,0.3
Lamar Miller,RB,HOU,53.5,0.2,2.0,15.2,0.1
Corey Clement,RB,PHI,45.1,0.3,2.3,20.9,0.1
Alfred Morris,RB,SF,49.8,0.4,1.3,10.3,0.0
Kenyan Drake,RB,MIA,31.1,0.3,2.9,22.4,0.1
Javorius Allen,RB,BAL,34.0,0.2,3.1,23.0,0.1
Wendell Smallwood,RB,PHI,36.7,0.2,2.2,20.3,0.1
Tarik Cohen,RB,CHI,27.7,0.1,3.5,30.7,0.1
Mike Davis,RB,SEA,35.0,0.2,2.0,16.0,0.1
Royce Freeman,RB,DEN,41.6,0.3,1.0,7.7,0.0
Derrick Henry,RB,TEN,46.6,0.2,1.0,7.0,0.0
Austin Ekeler,RB,LAC,27.9,0.1,2.4,23.3,0.2
Peyton Barber,RB,TB,37.2,0.2,1.4,10.3,0.0
Marlon Mack,RB,IND,32.7,0.1,1.8,15.2,0.1
Alfred Blue,RB,HOU,29.8,0.2,1.5,12.7,0.0
Ronald Jones,RB,TB,32.3,0.2,1.2,9.5,0.0
Kapri Bibbs,RB,GB,19.3,0.1,2.6,19.9,0.1
Duke Johnson,RB,CLE,16.7,0.1,2.7,25.4,0.1
Ty Montgomery,RB,BAL,15.0,0.1,2.5,22.8,0.1
Jamaal Williams,RB,GB,29.0,0.1,1.0,9.1,0.0
Jalen Richard,RB,OAK,12.3,0.0,3.6,28.8,0.1
Chris Ivory,RB,BUF,26.6,0.1,1.2,12.2,0.0
Kyle Juszczyk,RB,SF,2.9,0.0,3.1,29.3,0.1
Jordan Wilkins,RB,IND,19.5,0.1,1.1,7.5,0.0
C.J. Anderson,RB,LAR,19.2,0.1,0.8,6.0,0.0
Roc Thomas,RB,MIN,17.5,0.1,1.2,9.2,0.0
Devontae Booker,RB,DEN,8.4,0.0,2.0,17.5,0.0
Nick Chubb,RB,CLE,15.3,0.1,0.6,4.9,0.0
Doug Martin,RB,OAK,17.4,0.1,0.5,3.7,0.0
Mark Walton,RB,CIN,12.5,0.1,1.1,8.0,0.0
Spencer Ware,RB,KC,13.2,0.1,0.9,8.2,0.0
Wayne Gallman,RB,NYG,11.7,0.1,1.2,9.0,0.0
Josh Adams,RB,PHI,14.7,0.1,0.5,3.8,0.0
Chase Edmonds,RB,ARI,10.6,0.0,1.2,9.6,0.0
Jacquizz Rodgers,RB,TB,9.7,0.1,1.2,9.0,0.0
Mike Boone,RB,MIN,10.1,0.1,0.7,5.2,0.0
Stevan Ridley,RB,PIT,10.1,0.1,0.6,3.7,0.0
Rashaad Penny,RB,SEA,7.1,0.0,0.4,3.6,0.0
Rod Smith,RB,DAL,8.9,0.0,0.5,3.4,0.0
C.J. Ham,RB,MIN,0.9,0.0,1.0,8.0,0.0
Anthony Sherman,RB,KC,0.6,0.0,0.7,7.1,0.1
David Williams,RB,JAX,6.4,0.0,0.2,1.7,0.0
David Fluellen,RB,TEN,2.6,0.0,0.4,3.1,0.0
Elijhaa Penny,RB,NYG,1.7,0.0,0.2,1.6,0.0
