Player,Team,Salary
Todd Gurley,LAR,9500
Melvin Gordon,LAC,8800
Saquon Barkley,NYG,8200
James Conner,PIT,8200
Sony Michel,NE,7100
Latavius Murray,MIN,5600
Tarik Cohen,CHI,5900
Peyton Barber,TB,5600
Ezekiel Elliott,DAL,8100
Alex Collins,BAL,6200
Joe Mixon,CIN,7500
Corey Clement,PHI,5000
Duke Johnson,CLE,4800
Frank Gore,MIA,5300
David Johnson,ARI,7500
James White,NE,7100
LeSean McCoy,BUF,6200
Tevin Coleman,ATL,6300
Christian McCaffrey,CAR,8400
Marlon Mack,IND,5500
Adrian Peterson,WAS,6900
Phillip Lindsay,DEN,6100
Ito Smith,ATL,5000
Raheem Mostert,SF,4900
Jalen Richard,OAK,5000
T.J. Yeldon,JAX,7100
Lamar Miller,HOU,6100
Rashaad Penny,SEA,5200
Kenyan Drake,MIA,6300
Marshawn Lynch,OAK,6500
Isaiah Crowell,NYJ,6700
Austin Ekeler,LAC,6200
Chris Carson,SEA,6400
Bilal Powell,NYJ,5800
Wendell Smallwood,PHI,5500
Alfred Blue,HOU,5600
Wayne Gallman,NYG,4600
Jordan Howard,CHI,6200
Nyheim Hines,IND,6300
Jamaal Williams,GB,5300
Gus Edwards,BAL,4500
Aaron Jones,GB,6000
Devontae Booker,DEN,4900
Javorius Allen,BAL,5500
Ronald Jones,TB,5600
Mike Davis,SEA,5700
Derrick Henry,TEN,5500
Nick Chubb,CLE,4900
Kyle Juszczyk,SF,5300
Malcolm Brown,LAR,5000
Spencer Ware,KC,4600
Dion Lewis,TEN,5500
Royce Freeman,DEN,6000
Mike Boone,MIN,4500
Justin Jackson,LAC,4500
Chris Ivory,BUF,5300
James Develin,NE,4500
Doug Martin,OAK,5100
Benny Cunningham,CHI,4500
Jamize Olawale,DAL,4500
Chase Edmonds,ARI,5000
Rod Smith,DAL,5000
Anthony Sherman,KC,4500
Stevan Ridley,PIT,4500
Derrick Coleman,ARI,4500
C.J. Ham,MIN,4500
Damien Williams,KC,4500
Jacquizz Rodgers,TB,4500
Jordan Wilkins,IND,4900
Tre Madden,SEA,4500
Ricky Ortiz,ATL,4500
Elijhaa Penny,NYG,4500
Senorise Perry,MIA,4500
Tommy Bohanon,JAX,4500
Brandon Bolden,MIA,4700
Derek Watt,LAC,4500
Keith Smith,OAK,4500
Roosevelt Nix,PIT,4500
Alex Armah,CAR,4500
Josh Adams,PHI,4500
Justin Davis,LAR,4500
Taiwan Jones,BUF,4500
Patrick DiMarco,BUF,4500
Andy Janovich,DEN,4500
David Fluellen,TEN,4500
Alfred Morris,SF,5900
Trenton Cannon,NYJ,4500
Mark Walton,CIN,4700
Roc Thomas,MIN,4500
