Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Steven Jackson, NE RB",Car,L 30-33,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Frank Gore, Mia RB",NO,L 0-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Darren Sproles, Phi RB",@LAC,W 26-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"John Kuhn, NO RB",@Mia,W 20-0,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Reggie Bush, Buf RB",@Atl,W 23-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"DeAngelo Williams, Pit RB",@Bal,W 26-9,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Fred Jackson, Sea RB",Ind,W 46-18,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Adrian Peterson, Ari RB",SF,W 18-15,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marshawn Lynch, Oak RB",@Den,L 10-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ahmad Bradshaw, Ind RB",@Sea,L 18-46,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Pierre Thomas, Wsh RB",@KC,L 20-29,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Darren McFadden, Dal RB",LAR,L 30-35,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jonathan Stewart, NYG RB",@TB,L 23-25,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Chris Johnson, Ari RB",SF,W 18-15,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Matt Forte, NYJ RB",Jax,W 23-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jamaal Charles, Den RB",Oak,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jerome Felton, Buf RB",@Atl,W 23-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Tim Hightower, SF RB",@Ari,L 15-18,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Justin Forsett, Den RB",Oak,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
