Player,Team,Salary
Patrick Mahomes,KC,9500
Josh Allen,BUF,6800
Russell Wilson,SEA,7700
Derek Carr,OAK,6600
Philip Rivers,LAC,8300
Nick Mullens,SF,6200
Jameis Winston,TB,7500
Marcus Mariota,TEN,7000
Carson Wentz,PHI,7400
Cam Newton,CAR,8700
Ben Roethlisberger,PIT,7900
Baker Mayfield,CLE,7500
Lamar Jackson,BAL,7500
Ryan Tannehill,MIA,6600
Deshaun Watson,HOU,7900
Tom Brady,NE,7900
Aaron Rodgers,GB,8300
Dak Prescott,DAL,7600
Chase Daniel,CHI,6000
Matthew Stafford,DET,6700
Case Keenum,DEN,6900
Jeff Driskel,CIN,6400
Andrew Luck,IND,8200
Kirk Cousins,MIN,7600
Eli Manning,NYG,6500
Josh Rosen,ARI,6500
Jared Goff,LAR,8400
Cody Kessler,JAX,6000
Drew Brees,NO,9000
Matt Ryan,ATL,8500
Josh McCown,NYJ,6000
Colt McCoy,WAS,6800
Robert Griffin III,BAL,6000
Taysom Hill,NO,6100
Taylor Heinicke,CAR,6000
Joe Webb,HOU,6000
Geno Smith,LAC,6000
Blaine Gabbert,TEN,6000
