,vals
const,-0.007150011157208563
CBS,0.11205979185624812
ESPN,-0.23974702632285147
FFToday,-0.2507929032799081
FantasyPros,0.4249981631095394
NFL,0.5742868879824795
Yahoo,0.34143208256749
