player,team,pos,proj,cost
Cam Newton,CAR,QB,13.644066666666665,1110.0
Saquon Barkley,NYG,RB,26.19,610.0
David Johnson,ARI,RB,17.891000000000002,310.0
James White,NE,RB,22.763666666666662,1000.0
Mike Evans,TB,WR,20.102333333333334,370.0
Adam Thielen,MIN,WR,25.10366666666667,250.0
George Kittle,SF,TE,16.56233333333333,850.0
Chandler Catanzaro,CAR,K,7.55,110.0
Arizona Cardinals,ARI,DST,2.362,160.0
,,,152.16906666666668,4770.0
