Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS,POS
"David Johnson, ARI",0.0,0.0,0.0,0.0,0.0,0.0,18.6,78.0,4.19,0.8,7.2,5.0,57.9,11.58,0.4,0.2,18,RB
"Le'Veon Bell, PIT",0.0,0.0,0.0,0.0,0.0,0.0,20.3,104.0,5.12,0.5,8,6.6,54.1,8.20,0.1,0.1,18,RB
"LeSean McCoy, BUF",0.0,0.0,0.0,0.0,0.0,0.0,17.0,88.8,5.22,0.7,3.7,3.1,23.5,7.58,0.1,0.1,14,RB
"Ezekiel Elliott, DAL",0.0,0.0,0.0,0.0,0.0,0.0,18.6,89.6,4.82,0.6,2.8,2.2,24.7,11.23,0.1,0.1,14,RB
"Latavius Murray, MIN",0.0,0.0,0.0,0.0,0.0,0.0,16.0,71.8,4.49,0.8,3.4,2.6,19.4,7.46,0.1,0.1,13,RB
"DeMarco Murray, TEN",0.0,0.0,0.0,0.0,0.0,0.0,17.1,76.9,4.50,0.4,4,3.0,20.1,6.70,0.1,0.2,11,RB
"Carlos Hyde, JAC",0.0,0.0,0.0,0.0,0.0,0.0,15.3,70.9,4.63,0.4,2.5,2.1,10.5,5.00,0.2,0.1,11,RB
"Spencer Ware, KC",0.0,0.0,0.0,0.0,0.0,0.0,15.2,64.8,4.26,0.4,2.7,2.1,29.3,13.95,0.2,0.2,11,RB
"Devonta Freeman, ATL",0.0,0.0,0.0,0.0,0.0,0.0,13.0,59.9,4.61,0.5,4,3.2,27.3,8.53,0.2,0.1,11,RB
"Jordan Howard, CHI",0.0,0.0,0.0,0.0,0.0,0.0,16.8,71.9,4.28,0.4,3.5,1.8,19.4,10.78,0.1,0.1,10,RB
"Tevin Coleman, ATL",0.0,0.0,0.0,0.0,0.0,0.0,9.4,39.8,4.23,0.6,3.4,2.5,37.5,15.00,0.2,0.1,10,RB
"Lamar Miller, HOU",0.0,0.0,0.0,0.0,0.0,0.0,16.8,63.7,3.79,0.5,3,2.4,13.8,5.75,0.1,0.1,10,RB
"Thomas Rawls, CIN",0.0,0.0,0.0,0.0,0.0,0.0,15.1,68.3,4.52,0.5,2.3,1.9,14.9,7.84,0.1,0.1,10,RB
"Jeremy Hill, NE",0.0,0.0,0.0,0.0,0.0,0.0,16.8,66.5,3.96,0.5,1.8,1.4,11.0,7.86,0.0,0.1,9,RB
"Jonathan Stewart, NYG",0.0,0.0,0.0,0.0,0.0,0.0,15.6,70.1,4.49,0.5,1.8,1.0,7.5,7.50,0.0,0.2,9,RB
"Mark Ingram, NO",0.0,0.0,0.0,0.0,0.0,0.0,13.6,53.3,3.92,0.3,3.8,3.1,20.5,6.61,0.2,0.2,9,RB
"Rob Kelley, WAS",0.0,0.0,0.0,0.0,0.0,0.0,16.6,69.9,4.21,0.5,1.4,0.8,5.3,6.62,0.1,0.1,9,RB
"LeGarrette Blount, DET",0.0,0.0,0.0,0.0,0.0,0.0,17.1,64.2,3.75,0.6,1.5,1.2,7.1,5.92,0.0,0.1,9,RB
"Jay Ajayi, PHI",0.0,0.0,0.0,0.0,0.0,0.0,15.8,66.3,4.20,0.4,2.7,2.0,11.7,5.85,0.0,0.1,9,RB
"Doug Martin, OAK",0.0,0.0,0.0,0.0,0.0,0.0,16.6,67.6,4.07,0.4,2.4,2.1,15.8,7.52,0.0,0.2,9,RB
"Ryan Mathews, PHI",0.0,0.0,0.0,0.0,0.0,0.0,13.8,51.7,3.75,0.4,1.9,1.7,11.5,6.76,0.1,0.3,8,RB
"Frank Gore, MIA",0.0,0.0,0.0,0.0,0.0,0.0,13.5,53.6,3.97,0.2,2.9,2.1,14.2,6.76,0.2,0.1,8,RB
"Bilal Powell, NYJ",0.0,0.0,0.0,0.0,0.0,0.0,8.6,47.8,5.56,0.3,5.5,4.0,26.4,6.60,0.1,0.1,8,RB
"Kenneth Farrow, NE",0.0,0.0,0.0,0.0,0.0,0.0,12.2,46.2,3.79,0.4,1.9,1.6,11.6,7.25,0.1,0.1,7,RB
