Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD
Aaron Rodgers,QB,GB,265,3,0,25,0
Philip Rivers,QB,LAC,310,3,0,0,0
Drew Brees,QB,NO,305,3,1,0,0
Deshaun Watson,QB,HOU,280,2,0,35,0
Dak Prescott,QB,DAL,235,1,0,25,1
Russell Wilson,QB,SEA,255,2,0,35,0
Tom Brady,QB,NE,310,2,0,0,0
Cam Newton,QB,CAR,250,2,1,30,0
Patrick Mahomes,QB,KC,275,2,1,15,0
Ben Roethlisberger,QB,PIT,295,2,0,5,0
Ryan Fitzpatrick,QB,TB,280,2,1,10,0
Andrew Luck,QB,IND,270,2,1,15,0
Matthew Stafford,QB,DET,280,2,0,10,0
Andy Dalton,QB,CIN,275,2,0,5,0
Kirk Cousins,QB,MIN,265,2,1,5,0
Jared Goff,QB,LAR,265,2,0,5,0
Ryan Tannehill,QB,MIA,255,2,1,10,0
Nick Foles,QB,PHI,255,2,0,5,0
Case Keenum,QB,DEN,265,2,0,0,0
Joe Flacco,QB,BAL,250,2,0,5,0
Jimmy Garoppolo,QB,SF,260,2,1,0,0
Eli Manning,QB,NYG,250,2,1,5,0
Alex Smith,QB,WAS,250,1,0,25,0
Blake Bortles,QB,JAX,240,1,1,25,0
Marcus Mariota,QB,TEN,240,1,0,25,0
Mitchell Trubisky,QB,CHI,260,1,1,15,0
Tyrod Taylor,QB,CLE,235,1,0,25,0
Matt Ryan,QB,ATL,265,1,0,5,0
Sam Darnold,QB,NYJ,245,1,1,10,0
Derek Carr,QB,OAK,240,1,1,0,0
