Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Status
Tom Brady,QB,NE,284.3,2.1,0.4,1.6,0.1,0,0,0.0, 
Aaron Rodgers,QB,GB,236.7,2.0,0.4,19.5,0.1,0,0,0.0,Q
Cam Newton,QB,CAR,228.7,1.4,0.8,36.9,0.4,0,0,0.0,Q
Andrew Luck,QB,IND,269.2,1.9,1.0,18.8,0.1,0,0,0.0, 
Tyrod Taylor,QB,CLE,219.2,1.5,0.4,30.1,0.2,0,0,0.0, 
Kirk Cousins,QB,MIN,273.7,1.9,0.8,8.3,0.1,0,0,0.0, 
Philip Rivers,QB,LAC,280.2,2.0,0.7,3.4,0.0,0,0,0.0,Q
Alex Smith,QB,WAS,249.3,1.6,0.4,18.7,0.1,0,0,0.0,IR
Matthew Stafford,QB,DET,263.1,1.8,0.6,6.6,0.1,0,0,0.0, 
Drew Brees,QB,NO,280.5,1.8,0.8,2.1,0.1,0,0,0.0, 
Andy Dalton,QB,CIN,267.9,1.6,0.6,9.9,0.1,0,0,0.0,IR
Deshaun Watson,QB,HOU,250.1,1.5,1.1,27.5,0.1,0,0,0.0, 
Mitchell Trubisky,QB,CHI,265.7,1.5,0.8,16.7,0.1,0,0,0.0, 
Marcus Mariota,QB,TEN,233.4,1.5,0.8,23.6,0.2,0,0,0.0,Q
Russell Wilson,QB,SEA,217.8,1.4,0.6,28.7,0.2,0,0,0.0, 
Patrick Mahomes,QB,KC,260.0,1.3,0.9,22.2,0.2,0,0,0.0, 
Jared Goff,QB,LAR,259.8,1.7,0.6,6.8,0.1,0,0,0.0, 
Ben Roethlisberger,QB,PIT,280.5,1.7,0.9,3.6,0.0,0,0,0.0, 
Nick Foles,QB,PHI,261.5,1.7,0.7,6.2,0.1,0,0,0.0, 
Dak Prescott,QB,DAL,236.2,1.3,0.8,18.5,0.2,0,0,0.0, 
Matt Ryan,QB,ATL,267.0,1.5,0.7,6.4,0.0,0,0,0.0, 
Ryan Fitzpatrick,QB,TB,274.5,1.4,1.3,14.9,0.1,0,0,0.0, 
