Player,Team,Salary
Alvin Kamara,NO,9100
Ezekiel Elliott,DAL,8200
Melvin Gordon,LAC,8700
James White,NE,6100
Tarik Cohen,CHI,5600
Mike Davis,SEA,4500
Nyheim Hines,IND,5000
Todd Gurley,LAR,9100
Giovani Bernard,CIN,6400
Nick Chubb,CLE,4700
T.J. Yeldon,JAX,6000
Saquon Barkley,NYG,8000
Marshawn Lynch,OAK,6400
Sony Michel,NE,5900
David Johnson,ARI,7600
Phillip Lindsay,DEN,6100
Aaron Jones,GB,5500
Frank Gore,MIA,5000
Royce Freeman,DEN,6000
Austin Ekeler,LAC,6200
Ito Smith,ATL,4500
Kerryon Johnson,DET,5700
Duke Johnson,CLE,4800
Dion Lewis,TEN,5700
Jay Ajayi,PHI,6600
Tevin Coleman,ATL,7200
Alex Collins,BAL,6500
Matt Breida,SF,6400
James Conner,PIT,7500
Bilal Powell,NYJ,5900
Wendell Smallwood,PHI,5500
Javorius Allen,BAL,5400
LeSean McCoy,BUF,6500
Jalen Richard,OAK,4600
Lamar Miller,HOU,6500
Rashaad Penny,SEA,5700
Latavius Murray,MIN,5600
Mark Walton,CIN,4500
Theo Riddick,DET,5400
Derrick Henry,TEN,6000
Leonard Fournette,JAX,7700
Andy Janovich,DEN,4500
Peyton Barber,TB,6000
Alfred Blue,HOU,5000
Corey Grant,JAX,5100
Jamaal Williams,GB,5400
Rod Smith,DAL,5000
Jordan Howard,CHI,7200
Kyle Juszczyk,SF,4500
Alfred Morris,SF,5800
Kenyan Drake,MIA,6300
Dalvin Cook,MIN,6500
De'Lance Turner,BAL,4500
Devontae Booker,DEN,4900
Wayne Gallman,NYG,4600
C.J. Ham,MIN,4500
Jordan Wilkins,IND,5300
Chris Ivory,BUF,5500
LeGarrette Blount,DET,5500
Doug Martin,OAK,5100
Derrick Coleman,ARI,4500
Isaiah Crowell,NYJ,6400
Mike Boone,MIN,4500
Spencer Ware,KC,4600
Roc Thomas,MIN,4500
Dwayne Washington,NO,4500
Chase Edmonds,ARI,5000
Jacquizz Rodgers,TB,4500
Raheem Mostert,SF,4500
James Develin,NE,4500
Michael Burton,CHI,4500
Zach Line,NO,4500
Damien Williams,KC,4500
Tre Madden,SEA,4500
Malcolm Brown,LAR,5000
Elijhaa Penny,NYG,4600
Benny Cunningham,CHI,4500
Senorise Perry,MIA,4500
Tommy Bohanon,JAX,4500
Anthony Sherman,KC,4500
Brandon Bolden,MIA,4700
Derek Watt,LAC,4500
Keith Smith,OAK,4500
Roosevelt Nix,PIT,4500
Justin Davis,LAR,4500
Taiwan Jones,BUF,4500
Patrick DiMarco,BUF,4500
Jamize Olawale,DAL,4500
Trenton Cannon,NYJ,4500
