Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Dwayne Washington,RB,NO,7.9,0.1,0.5,3.6,0.0
Anthony Sherman,RB,KC,1.2,0.0,0.7,7.1,0.1
Mike Davis,RB,SEA,4.1,0.0,0.5,4.1,0.0
C.J. Ham,RB,MIN,1.0,0.0,0.7,6.2,0.0
Trenton Cannon,RB,NYJ,3.9,0.0,0.3,2.4,0.0
Tyler Ervin,RB,BAL,2.4,0.0,0.4,2.4,0.0
Elijhaa Penny,RB,NYG,1.3,0.0,0.2,2.1,0.0
Zach Line,RB,NO,1.1,0.0,0.5,3.7,0.0
Keith Smith,RB,OAK,0.8,0.0,0.6,4.3,0.0
Taiwan Jones,RB,BUF,2.0,0.0,0.3,2.6,0.0
James Develin,RB,NE,0.0,0.0,0.6,4.6,0.0
Brian Hill,RB,ATL,1.5,0.0,0.2,1.8,0.0
Patrick DiMarco,RB,BUF,0.9,0.0,0.4,3.1,0.0
Damien Williams,RB,KC,0.8,0.0,0.5,3.7,0.0
Andy Janovich,RB,DEN,1.1,0.0,0.3,2.3,0.0
Brandon Bolden,RB,MIA,4.7,0.0,0.2,1.6,0.0
Tre Madden,RB,SEA,1.4,0.0,0.2,1.9,0.0
Roosevelt Nix,RB,PIT,1.3,0.0,0.3,1.9,0.0
Mike Boone,RB,MIN,2.3,0.0,0.2,1.2,0.0
Justin Jackson,RB,LAC,2.3,0.0,0.1,1.0,0.0
Benny Cunningham,RB,CHI,0.5,0.0,0.3,3.0,0.0
Derek Watt,RB,LAC,1.2,0.0,0.1,1.3,0.0
De'Lance Turner,RB,BAL,2.3,0.0,0.1,0.9,0.0
Justin Davis,RB,LAR,1.6,0.0,0.2,1.0,0.0
Senorise Perry,RB,MIA,1.0,0.0,0.1,1.1,0.0
Jaylen Samuels,RB,PIT,1.9,0.0,0.1,1.0,0.0
Derrick Coleman,RB,ARI,1.0,0.0,0.2,1.7,0.0
Jamize Olawale,RB,DAL,1.3,0.0,0.1,1.2,0.0
Tommy Bohanon,RB,JAX,0.7,0.0,0.2,1.7,0.0
Michael Burton,RB,CHI,0.6,0.0,0.2,1.7,0.0
Ricky Ortiz,RB,ATL,0.0,0.0,0.1,1.0,0.0
Brandon Wilson,RB,CIN,0.0,0.0,0.0,0.0,0.0
Roc Thomas,RB,MIN,0.0,0.0,0.0,0.0,0.0
