Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Alvin Kamara,RB,NO,60.3,0.4,7.0,66.1,0.5
Todd Gurley,RB,LAR,82.3,0.8,4.1,39.1,0.2
Ezekiel Elliott,RB,DAL,94.3,0.8,3.6,25.7,0.1
Melvin Gordon,RB,LAC,68.1,0.7,4.5,39.3,0.2
Saquon Barkley,RB,NYG,69.1,0.6,4.9,39.1,0.2
James Conner,RB,PIT,71.1,0.7,3.5,25.3,0.1
Tevin Coleman,RB,ATL,65.2,0.6,2.6,22.9,0.2
Jordan Howard,RB,CHI,74.8,0.6,2.3,18.2,0.0
Giovani Bernard,RB,CIN,62.7,0.3,4.2,32.0,0.3
Leonard Fournette,RB,JAX,70.9,0.6,2.4,19.8,0.1
David Johnson,RB,ARI,55.5,0.5,3.8,33.5,0.2
Carlos Hyde,RB,JAX,69.5,0.6,1.8,13.0,0.0
Sony Michel,RB,NE,52.4,0.6,1.9,14.0,0.1
Lamar Miller,RB,HOU,63.1,0.2,2.6,21.5,0.1
Dion Lewis,RB,TEN,42.6,0.4,3.6,27.0,0.1
Kenyan Drake,RB,MIA,48.6,0.2,3.5,26.7,0.1
Dalvin Cook,RB,MIN,50.5,0.3,3.3,25.9,0.1
Phillip Lindsay,RB,DEN,50.0,0.2,2.6,22.7,0.1
LeSean McCoy,RB,BUF,49.6,0.2,3.0,24.2,0.1
Royce Freeman,RB,DEN,44.0,0.5,1.1,8.3,0.0
James White,RB,NE,20.7,0.1,5.0,39.0,0.3
Jordan Wilkins,RB,IND,43.8,0.3,2.1,15.1,0.0
Derrick Henry,RB,TEN,47.9,0.2,1.0,9.0,0.0
Austin Ekeler,RB,LAC,29.3,0.2,2.4,22.8,0.2
Javorius Allen,RB,BAL,26.2,0.2,3.3,23.7,0.1
Peyton Barber,RB,TB,44.4,0.2,1.3,10.2,0.0
Jamaal Williams,RB,GB,35.5,0.2,1.4,11.1,0.0
Nyheim Hines,RB,IND,23.7,0.2,3.1,23.5,0.1
Alfred Morris,RB,SF,40.7,0.2,1.0,8.2,0.0
Duke Johnson,RB,CLE,18.0,0.1,3.0,27.2,0.1
T.J. Yeldon,RB,JAX,23.3,0.1,2.1,15.6,0.1
Theo Riddick,RB,DET,10.4,0.0,3.9,28.2,0.1
Ty Montgomery,RB,BAL,15.8,0.1,2.7,22.4,0.1
Latavius Murray,RB,MIN,31.0,0.2,1.3,8.1,0.0
Wendell Smallwood,RB,PHI,26.4,0.1,1.6,13.4,0.0
LeGarrette Blount,RB,DET,29.4,0.2,0.8,5.8,0.0
Chris Ivory,RB,BUF,24.3,0.1,1.6,14.7,0.0
Tarik Cohen,RB,CHI,19.4,0.1,2.5,19.8,0.0
Alfred Blue,RB,HOU,26.2,0.2,0.8,7.2,0.0
Jalen Richard,RB,OAK,10.6,0.1,2.9,23.9,0.1
Rashaad Penny,RB,SEA,18.9,0.1,1.4,11.7,0.0
Chase Edmonds,RB,ARI,16.6,0.1,1.7,13.3,0.0
Doug Martin,RB,OAK,21.2,0.1,0.8,5.4,0.0
Wayne Gallman,RB,NYG,14.3,0.1,1.4,10.6,0.0
Devontae Booker,RB,DEN,9.9,0.1,1.6,14.0,0.0
Spencer Ware,RB,KC,13.1,0.1,1.2,9.3,0.0
Jacquizz Rodgers,RB,TB,10.8,0.1,1.3,10.5,0.0
Mark Walton,RB,CIN,14.7,0.1,0.7,4.8,0.0
Kyle Juszczyk,RB,SF,2.6,0.0,2.1,18.9,0.1
Stevan Ridley,RB,PIT,10.9,0.1,0.7,4.6,0.0
Rod Smith,RB,DAL,8.7,0.1,0.7,5.0,0.0
Nick Chubb,RB,CLE,10.5,0.1,0.5,3.5,0.0
