Player,Bye,Proj,Actual,Pts vs.*,Sack,Safe,TFL,Int,Fum Rec,TD,TD,Blk Kick,4 Dwn Stops,Yds Allow*,3 And Outs,Yds,TD,TD,POS
No new player Notes Chicago Chi - DEF Final (W) 24-10 @ Min,5,51,56,277,50.0,1.0,86.0,27.0,9.0,6.0,0.0,0.0,12.0,4795,49.0,851,6.0,0.0,DST
No new player Notes Los Angeles LAR - DEF Final (W) 48-32 vs SF,12,88,79,376,41.0,2.0,72.0,18.0,12.0,5.0,0.0,2.0,6.0,5737,31.0,1141,5.0,0.0,DST
No new player Notes Houston Hou - DEF Final (W) 20-3 vs Jax,10,80,88,316,43.0,0.0,80.0,15.0,14.0,4.0,0.0,1.0,8.0,5490,41.0,814,4.0,0.0,DST
No new player Notes New England NE - DEF Final (W) 38-3 vs NYJ,11,109,102,325,30.0,0.0,51.0,18.0,10.0,3.0,1.0,2.0,10.0,5746,37.0,954,3.0,1.0,DST
No new player Notes Kansas City KC - DEF Final (W) 35-3 vs Oak,12,164,103,407,52.0,0.0,70.0,15.0,12.0,4.0,1.0,1.0,9.0,6488,23.0,1236,4.0,1.0,DST
No new player Notes Baltimore Bal - DEF Final (W) 26-24 vs Cle,10,101,107,281,43.0,0.0,86.0,12.0,5.0,3.0,1.0,0.0,10.0,4687,42.0,1111,3.0,1.0,DST
No new player Notes Denver Den - DEF Final (L) 23-9 vs LAC,10,138,116,341,44.0,0.0,70.0,17.0,11.0,2.0,0.0,4.0,5.0,5842,39.0,736,2.0,0.0,DST
No new player Notes Miami Mia - DEF Final (L) 42-17 @ Buf,11,127,121,415,31.0,0.0,66.0,21.0,7.0,3.0,2.0,2.0,9.0,6257,33.0,1231,3.0,2.0,DST
No new player Notes Minnesota Min - DEF Final (L) 24-10 vs Chi,10,97,126,311,50.0,0.0,88.0,12.0,8.0,3.0,0.0,0.0,10.0,4955,44.0,855,3.0,0.0,DST
No new player Notes Seattle Sea - DEF Final (W) 27-24 vs Ari,7,99,133,335,43.0,0.0,69.0,12.0,14.0,2.0,0.0,1.0,7.0,5653,27.0,812,2.0,0.0,DST
No new player Notes New York NYJ - DEF Final (L) 38-3 @ NE,11,148,137,421,39.0,0.0,76.0,13.0,7.0,3.0,2.0,3.0,5.0,6086,41.0,1562,3.0,2.0,DST
No new player Notes Tennessee Ten - DEF Final (L) 33-17 vs Ind,8,133,140,295,39.0,0.0,65.0,11.0,6.0,2.0,1.0,0.0,9.0,5334,36.0,974,2.0,1.0,DST
No new player Notes Indianapolis Ind - DEF Final (W) 33-17 @ Ten,9,167,153,318,38.0,0.0,91.0,15.0,11.0,0.0,0.0,2.0,8.0,5431,34.0,554,0.0,0.0,DST
No new player Notes Jacksonville Jax - DEF Final (L) 20-3 @ Hou,9,159,157,310,37.0,2.0,73.0,11.0,6.0,2.0,1.0,0.0,9.0,4983,44.0,866,2.0,1.0,DST
No new player Notes Pittsburgh Pit - DEF Final (W) 16-13 vs Cin,7,126,156,354,52.0,2.0,77.0,8.0,7.0,3.0,0.0,3.0,6.0,5235,40.0,871,3.0,0.0,DST
No new player Notes Washington Was - DEF Final (L) 24-0 vs Phi,4,123,161,341,46.0,0.0,67.0,15.0,11.0,1.0,0.0,0.0,8.0,5654,32.0,680,1.0,0.0,DST
No new player Notes Los Angeles LAC - DEF Final (W) 23-9 @ Den,8,156,172,317,38.0,0.0,68.0,13.0,7.0,2.0,1.0,0.0,9.0,5339,39.0,1013,2.0,1.0,DST
No new player Notes New Orleans NO - DEF Final (L) 33-14 vs Car,6,113,179,345,49.0,0.0,83.0,12.0,12.0,1.0,0.0,2.0,15.0,5585,30.0,717,1.0,0.0,DST
No new player Notes Buffalo Buf - DEF Final (W) 42-17 vs Mia,11,187,182,344,36.0,1.0,88.0,16.0,11.0,0.0,0.0,0.0,5.0,4706,45.0,1014,0.0,0.0,DST
Player Note Cleveland Cle - DEF Final (L) 26-24 @ Bal,11,176,190,378,37.0,1.0,79.0,17.0,14.0,0.0,0.0,2.0,7.0,6288,35.0,1174,0.0,0.0,DST
No new player Notes Arizona Ari - DEF Final (L) 27-24 @ Sea,9,195,195,399,49.0,0.0,98.0,7.0,9.0,3.0,0.0,1.0,5.0,5741,45.0,831,3.0,0.0,DST
No new player Notes Philadelphia Phi - DEF Final (W) 24-0 @ Was,9,225,215,342,44.0,0.0,86.0,10.0,7.0,0.0,0.0,0.0,8.0,5859,38.0,941,0.0,0.0,DST
No new player Notes Detroit Det - DEF Final (W) 31-0 @ GB,6,223,218,342,43.0,0.0,68.0,7.0,7.0,2.0,0.0,0.0,8.0,5360,33.0,653,2.0,0.0,DST
No new player Notes Green Bay GB - DEF Final (L) 31-0 vs Det,7,177,239,392,44.0,0.0,72.0,7.0,8.0,2.0,0.0,1.0,6.0,5670,40.0,842,2.0,0.0,DST
No new player Notes Cincinnati Cin - DEF Final (L) 16-13 @ Pit,9,270,238,449,34.0,0.0,63.0,12.0,6.0,5.0,0.0,1.0,6.0,6618,28.0,1307,5.0,0.0,DST
No new player Notes New York NYG - DEF Final (L) 36-35 vs Dal,9,221,247,400,30.0,0.0,71.0,16.0,5.0,3.0,0.0,0.0,3.0,5942,33.0,1328,3.0,0.0,DST
No new player Notes Dallas Dal - DEF Final (W) 36-35 @ NYG,8,183,251,318,39.0,0.0,69.0,9.0,11.0,1.0,0.0,0.0,8.0,5268,33.0,402,1.0,0.0,DST
No new player Notes Carolina Car - DEF Final (W) 33-14 @ NO,4,278,258,376,35.0,0.0,82.0,13.0,10.0,1.0,0.0,0.0,7.0,5651,33.0,747,1.0,0.0,DST
No new player Notes Atlanta Atl - DEF Final (W) 34-32 @ TB,8,250,311,405,37.0,0.0,59.0,15.0,4.0,2.0,0.0,1.0,3.0,6152,29.0,836,2.0,0.0,DST
No new player Notes Tampa Bay TB - DEF Final (L) 34-32 vs Atl,5,306,377,438,38.0,0.0,85.0,9.0,8.0,1.0,0.0,0.0,7.0,6134,42.0,794,1.0,0.0,DST
No new player Notes San Francisco SF - DEF Final (L) 48-32 @ LAR,11,455,410,409,37.0,1.0,81.0,2.0,5.0,1.0,1.0,0.0,7.0,5546,34.0,1124,1.0,1.0,DST
No new player Notes Oakland Oak - DEF Final (L) 35-3 @ KC,7,598,512,449,13.0,0.0,53.0,14.0,3.0,1.0,1.0,1.0,4.0,6102,33.0,954,1.0,1.0,DST
