Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Antonio Brown,WR,PIT,0.0,0.0,7.2,102.0,0.7
DeAndre Hopkins,WR,HOU,0.1,0.0,6.6,96.1,0.7
Tyreek Hill,WR,KC,6.2,0.0,5.8,88.5,0.6
Julio Jones,WR,ATL,0.6,0.0,6.5,95.3,0.5
Davante Adams,WR,GB,0.0,0.0,5.9,79.6,0.8
Michael Thomas,WR,NO,0.0,0.0,6.3,79.9,0.6
T.Y. Hilton,WR,IND,0.0,0.0,5.3,79.0,0.6
JuJu Smith-Schuster,WR,PIT,0.2,0.0,5.5,73.4,0.6
Mike Evans,WR,TB,0.0,0.0,5.4,76.4,0.5
Brandin Cooks,WR,LAR,2.3,0.0,4.9,71.9,0.6
Stefon Diggs,WR,MIN,2.6,0.0,6.1,70.5,0.6
Keenan Allen,WR,LAC,1.5,0.0,6.4,82.4,0.4
Larry Fitzgerald,WR,ARI,0.0,0.0,5.8,65.8,0.5
Robert Woods,WR,LAR,1.9,0.0,5.1,71.8,0.3
Doug Baldwin,WR,SEA,1.0,0.0,4.8,59.9,0.5
Adam Thielen,WR,MIN,0.4,0.0,5.7,72.6,0.3
Robby Anderson,WR,NYJ,0.7,0.0,4.8,70.8,0.3
Chris Hogan,WR,NE,1.2,0.0,3.9,53.9,0.5
Allen Robinson,WR,CHI,0.0,0.0,4.4,64.3,0.3
Sterling Shepard,WR,NYG,0.6,0.0,4.6,52.9,0.5
Marquise Goodwin,WR,SF,0.8,0.0,3.6,54.8,0.4
Kenny Golladay,WR,DET,0.3,0.0,4.1,61.5,0.3
Nelson Agholor,WR,PHI,1.4,0.0,4.4,48.8,0.4
Tyler Lockett,WR,SEA,3.4,0.0,3.5,48.5,0.4
Kenny Stills,WR,MIA,0.0,0.0,3.4,51.0,0.4
Golden Tate,WR,PHI,1.1,0.0,4.5,49.4,0.4
Jarvis Landry,WR,CLE,0.3,0.0,5.5,60.9,0.2
Michael Crabtree,WR,BAL,0.0,0.0,4.4,46.7,0.5
Amari Cooper,WR,DAL,0.3,0.0,4.5,58.4,0.2
DeSean Jackson,WR,TB,1.1,0.0,3.0,48.7,0.4
Tyrell Williams,WR,LAC,0.0,0.0,2.9,48.5,0.4
Corey Davis,WR,TEN,0.1,0.0,4.3,57.4,0.3
Jordy Nelson,WR,OAK,0.6,0.0,4.3,53.6,0.2
Dede Westbrook,WR,JAX,0.1,0.0,3.5,45.7,0.4
Jamison Crowder,WR,WAS,1.9,0.0,4.4,54.1,0.2
Devin Funchess,WR,CAR,0.0,0.0,2.9,41.8,0.4
Randall Cobb,WR,GB,2.0,0.0,3.7,39.0,0.4
Mohamed Sanu,WR,ATL,1.4,0.0,4.2,48.3,0.2
Sammy Watkins,WR,KC,0.0,0.0,3.4,46.3,0.2
Courtland Sutton,WR,DEN,0.2,0.0,3.5,48.6,0.2
Quincy Enunwa,WR,NYJ,0.3,0.0,3.9,48.6,0.2
Calvin Ridley,WR,ATL,1.3,0.0,3.4,44.7,0.2
Tim Patrick,WR,DEN,0.6,0.0,3.8,45.7,0.2
Josh Doctson,WR,WAS,-0.2,0.0,3.1,42.7,0.2
D.J. Moore,WR,CAR,1.9,0.0,3.3,40.7,0.2
Josh Reynolds,WR,LAR,0.2,0.0,2.5,36.3,0.3
Robert Foster,WR,BUF,0.0,0.0,1.7,42.1,0.2
Ted Ginn,WR,NO,2.0,0.0,2.8,41.9,0.2
Danny Amendola,WR,MIA,0.3,0.0,4.6,45.0,0.1
