Player,Int,Sty,Sack,TK,DFR,FF,DTD,Pa,PaNetA,RuYdA,TyDa,FPTS,POS
"Seahawks, SEA",1.0,0.0,3.4,37.0,0.6,0.8,0.09,14.0,147.0,83.0,230,15,DST
"Dolphins, MIA",1.1,0.0,2.5,38.3,0.8,1.1,0.08,12.8,165.0,114.0,279,14,DST
"Panthers, CAR",1.1,0.0,3.1,40.0,1.0,1.4,0.22,18.3,165.0,108.0,273,14,DST
"Broncos, DEN",0.9,0.0,3.1,41.2,1.0,1.4,0.07,20.8,192.0,91.0,283,13,DST
"Ravens, BAL",1.4,0.0,3.8,37.2,0.6,0.8,0.23,19.6,213.0,91.0,304,13,DST
"Cowboys, DAL",1.3,0.0,2.5,37.7,0.6,0.9,0.04,17.2,185.0,96.0,281,12,DST
"Buccaneers, TB",0.8,0.0,2.1,39.2,0.7,0.9,0.2,18.2,189.0,92.0,281,12,DST
"Bengals, CIN",1.6,0.0,1.9,43.7,0.5,0.7,0.28,17.5,195.0,129.0,324,11,DST
"Raiders, OAK",1.1,0.0,2.5,38.7,1.0,1.4,0.1,19.6,225.0,99.0,324,11,DST
"Rams, LAR",1.1,0.0,2.0,42.5,1.1,1.5,0.12,19.0,242.0,107.0,349,11,DST
"Giants, NYG",1.2,0.1,1.9,42.1,0.8,1.1,0.14,20.5,267.0,93.0,360,10,DST
"Vikings, MIN",1.0,0.0,2.7,45.5,1.2,1.6,0.29,25.2,207.0,151.0,358,10,DST
"Patriots, NE",1.0,0.0,2.5,46.9,0.8,1.1,0.12,18.8,235.0,122.0,357,10,DST
"Packers, GB",0.9,0.1,3.3,39.3,0.5,0.6,0.08,18.6,255.0,92.0,347,10,DST
"Cardinals, ARI",0.8,0.0,2.3,39.7,0.8,1.1,0.16,17.9,193.0,120.0,313,10,DST
"Jets, NYJ",0.9,0.1,3.2,39.4,0.9,1.3,0.21,23.8,208.0,117.0,325,10,DST
"Steelers, PIT",1.2,0.0,2.2,46.8,1.2,1.6,0.16,22.5,242.0,113.0,355,9,DST
"Chargers, LAC",1.3,0.0,2.2,41.5,0.9,1.2,0.21,25.0,259.0,117.0,376,9,DST
"Chiefs, KC",1.1,0.0,1.8,43.4,0.5,0.7,0.08,19.5,213.0,133.0,346,9,DST
"Redskins, WAS",0.7,0.0,2.2,44.8,1.2,1.6,0.22,25.3,281.0,107.0,388,9,DST
"49ers, SF",1.0,0.0,2.9,47.5,0.7,0.9,0.11,23.9,254.0,159.0,413,8,DST
"Eagles, PHI",1.0,0.0,2.5,42.1,0.8,1.2,0.14,23.5,278.0,113.0,391,8,DST
"Bills, BUF",0.8,0.1,1.7,41.9,0.8,1.1,0.25,24.7,283.0,110.0,393,8,DST
"Browns, CLE",0.9,0.0,2.4,38.4,0.7,0.9,0.13,24.2,270.0,104.0,374,8,DST
"Saints, NO",0.7,0.0,1.9,44.0,1.0,1.3,0.17,24.3,335.0,106.0,441,8,DST
"Lions, DET",0.5,0.0,3.1,44.2,0.8,1.0,0.1,25.7,231.0,120.0,351,8,DST
"Colts, IND",1.1,0.0,2.3,43.1,0.6,0.9,0.06,22.4,247.0,104.0,351,8,DST
"Texans, HOU",0.5,0.0,2.5,44.7,1.0,1.4,0.08,21.1,194.0,119.0,313,7,DST
"Jaguars, JAC",0.9,0.0,2.0,44.5,0.7,0.9,0.13,25.3,248.0,92.0,340,7,DST
"Titans, TEN",0.6,0.1,2.2,38.9,0.5,0.7,0.11,25.3,238.0,98.0,336,7,DST
"Bears, CHI",1.1,0.0,2.5,45.4,0.8,1.1,0.11,27.5,242.0,131.0,373,6,DST
