Player,Bye,Proj,Actual,0-19,0-19,20-29,20-29,30-39,30-39,40-49,40-49,50+,50+,0-19,0-19,20-29,20-29,30-39,30-39,40-49,40-49,50+,50+,Made,Miss,POS
No new player Notes Wil Lutz NO - K Final (W) 31-17 vs Atl,6,75,75,0.0,0.0,0.5,0.0,0.6,0.1,0.9,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.6,0.1,0.9,0.1,0.2,0.1,3.6,0.2,K
No new player Notes Justin Tucker Bal - K Final (W) 34-17 vs Oak,10,77,77,0.0,0.0,0.6,0.0,0.6,0.0,0.8,0.1,0.4,0.1,0.0,0.0,0.6,0.0,0.6,0.0,0.8,0.1,0.4,0.1,2.7,0.0,K
No new player Notes Stephen Gostkowski NE - K Final (W) 27-13 @ NYJ,11,82,82,0.1,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.3,0.1,0.1,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.3,0.1,3.5,0.1,K
Player Note Adam Vinatieri Ind - K Final (W) 27-24 vs Mia,9,84,84,0.0,0.0,0.6,0.0,0.7,0.1,0.8,0.1,0.3,0.2,0.0,0.0,0.6,0.0,0.7,0.1,0.8,0.1,0.3,0.2,2.6,0.1,K
No new player Notes Jake Elliott Phi - K Final (W) 25-22 vs NYG,9,92,92,0.0,0.0,0.4,0.0,0.8,0.0,0.5,0.1,0.3,0.1,0.0,0.0,0.4,0.0,0.8,0.0,0.5,0.1,0.3,0.1,3.0,0.1,K
No new player Notes Matt Bryant Atl - K Final (L) 31-17 @ NO,8,94,94,0.0,0.0,0.5,0.0,0.5,0.0,0.7,0.1,0.3,0.1,0.0,0.0,0.5,0.0,0.5,0.0,0.7,0.1,0.3,0.1,2.4,0.1,K
No new player Notes Aldrick Rosas NYG - K Final (L) 25-22 @ Phi,9,105,105,0.0,0.0,0.6,0.0,0.6,0.0,0.7,0.2,0.2,0.1,0.0,0.0,0.6,0.0,0.6,0.0,0.7,0.2,0.2,0.1,2.2,0.2,K
No new player Notes Matt Prater Det - K Final (L) 23-16 vs Chi,6,106,106,0.0,0.0,0.5,0.0,0.6,0.0,0.6,0.1,0.3,0.1,0.0,0.0,0.5,0.0,0.6,0.0,0.6,0.1,0.3,0.1,2.5,0.1,K
No new player Notes Michael Badgley LAC - K Final (W) 45-10 vs Ari,8,109,109,0.0,0.0,0.5,0.0,0.6,0.1,0.6,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.6,0.1,0.6,0.1,0.2,0.1,3.0,0.2,K
No new player Notes Chris Boswell Pit - K IR Final (L) 24-17 @ Den,7,110,110,0.0,0.0,0.5,0.0,0.5,0.1,0.7,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.5,0.1,0.7,0.1,0.2,0.1,2.7,0.1,K
No new player Notes Robbie Gould SF - K Final (L) 27-9 @ TB,11,118,118,0.0,0.0,0.6,0.0,0.6,0.1,0.6,0.1,0.1,0.1,0.0,0.0,0.6,0.0,0.6,0.1,0.6,0.1,0.1,0.1,2.6,0.1,K
No new player Notes Brandon McManus Den - K Final (W) 24-17 vs Pit,10,121,121,0.0,0.0,0.5,0.0,0.5,0.0,0.6,0.1,0.3,0.1,0.0,0.0,0.5,0.0,0.5,0.0,0.6,0.1,0.3,0.1,2.1,0.1,K
No new player Notes Ka'imi Fairbairn Hou - K Final (W) 34-17 vs Ten,10,122,122,0.0,0.0,0.5,0.0,0.6,0.1,0.6,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.6,0.1,0.6,0.1,0.2,0.1,2.8,0.1,K
No new player Notes Graham Gano Car - K IR Final (L) 30-27 vs Sea,4,126,126,0.1,0.0,0.5,0.0,0.6,0.0,0.6,0.1,0.1,0.1,0.1,0.0,0.5,0.0,0.6,0.0,0.6,0.1,0.1,0.1,2.6,0.1,K
No new player Notes Ryan Succop Ten - K Final (L) 34-17 @ Hou,8,129,129,0.1,0.0,0.6,0.0,0.6,0.0,0.6,0.2,0.1,0.1,0.1,0.0,0.6,0.0,0.6,0.0,0.6,0.2,0.1,0.1,2.2,0.1,K
No new player Notes Brett Maher Dal - K Final (W) 31-23 vs Was,8,139,139,0.2,0.0,0.3,0.0,0.7,0.0,0.5,0.1,0.2,0.1,0.2,0.0,0.3,0.0,0.7,0.0,0.5,0.1,0.2,0.1,2.3,0.1,K
No new player Notes Randy Bullock Cin - K Final (L) 35-20 vs Cle,9,143,143,0.1,0.0,0.4,0.0,0.5,0.1,0.6,0.2,0.1,0.1,0.1,0.0,0.4,0.0,0.5,0.1,0.6,0.2,0.1,0.1,2.7,0.2,K
No new player Notes Sebastian Janikowski Sea - K Questionable Final (W) 30-27 @ Car,7,144,144,0.0,0.0,0.4,0.0,0.4,0.0,0.6,0.1,0.3,0.2,0.0,0.0,0.4,0.0,0.4,0.0,0.6,0.1,0.3,0.2,2.4,0.2,K
Player Note Cody Parkey Chi - K Final (W) 23-16 @ Det,5,145,145,0.1,0.0,0.4,0.0,0.6,0.1,0.6,0.1,0.1,0.2,0.1,0.0,0.4,0.0,0.6,0.1,0.6,0.1,0.1,0.2,2.5,0.1,K
No new player Notes Mason Crosby GB - K Final (L) 24-17 @ Min,7,150,150,0.0,0.0,0.5,0.0,0.5,0.1,0.5,0.1,0.1,0.1,0.0,0.0,0.5,0.0,0.5,0.1,0.5,0.1,0.1,0.1,2.8,0.1,K
No new player Notes Stephen Hauschka Buf - K Final (W) 24-21 vs Jax,11,152,152,0.0,0.0,0.4,0.0,0.5,0.0,0.7,0.1,0.2,0.1,0.0,0.0,0.4,0.0,0.5,0.0,0.7,0.1,0.2,0.1,1.7,0.1,K
No new player Notes Josh Lambo Jax - K IR Final (L) 24-21 @ Buf,9,154,154,0.0,0.0,0.5,0.0,0.6,0.0,0.6,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.6,0.0,0.6,0.1,0.2,0.1,1.9,0.1,K
No new player Notes Dan Bailey Min - K Final (W) 24-17 vs GB,10,165,165,0.3,0.0,0.4,0.0,0.8,0.0,0.2,0.1,0.1,0.1,0.3,0.0,0.4,0.0,0.8,0.0,0.2,0.1,0.1,0.1,2.3,0.0,K
No new player Notes Jason Sanders Mia - K Final (L) 27-24 @ Ind,11,202,202,0.0,0.0,0.4,0.0,0.5,0.1,0.5,0.1,0.1,0.1,0.0,0.0,0.4,0.0,0.5,0.1,0.5,0.1,0.1,0.1,2.0,0.1,K
No new player Notes Jason Myers NYJ - K Final (L) 27-13 vs NE,11,205,205,0.2,0.0,0.4,0.0,0.4,0.1,0.5,0.1,0.2,0.1,0.2,0.0,0.4,0.0,0.4,0.1,0.5,0.1,0.2,0.1,1.6,0.0,K
No new player Notes Cairo Santos TB - K Final (W) 27-9 vs SF,5,212,212,0.0,0.0,0.4,0.0,0.8,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.0,0.4,0.0,0.0,0.0,2.3,0.4,K
No new player Notes Dustin Hopkins Was - K Final (L) 31-23 @ Dal,4,220,220,0.0,0.0,0.4,0.0,0.5,0.0,0.5,0.2,0.1,0.1,0.0,0.0,0.4,0.0,0.5,0.0,0.5,0.2,0.1,0.1,2.0,0.1,K
