Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Julio Jones,WR,ATL,0.5,0.0,7.4,109.5,0.6
Michael Thomas,WR,NO,0.0,0.0,7.6,96.1,0.8
DeAndre Hopkins,WR,HOU,0.4,0.0,6.9,93.9,0.7
Antonio Brown,WR,PIT,0.0,0.0,6.9,91.4,0.7
Adam Thielen,WR,MIN,0.7,0.0,7.8,94.5,0.7
Davante Adams,WR,GB,0.0,0.0,6.5,86.9,0.7
Mike Evans,WR,TB,0.0,0.0,5.8,83.1,0.7
T.Y. Hilton,WR,IND,0.0,0.0,5.0,76.3,0.7
Keenan Allen,WR,LAC,4.1,0.0,6.5,80.1,0.6
JuJu Smith-Schuster,WR,PIT,0.4,0.0,5.9,81.3,0.6
Stefon Diggs,WR,MIN,2.4,0.0,6.4,73.8,0.6
Kenny Golladay,WR,DET,0.5,0.0,5.4,79.3,0.6
Tyler Boyd,WR,CIN,0.9,0.0,5.6,72.7,0.6
Julian Edelman,WR,NE,4.1,0.0,5.7,67.0,0.5
Alshon Jeffery,WR,PHI,0.0,0.0,4.7,61.9,0.6
Jarvis Landry,WR,CLE,0.0,0.0,5.6,66.0,0.5
Amari Cooper,WR,DAL,0.3,0.0,4.7,60.7,0.5
D.J. Moore,WR,CAR,7.4,0.0,4.7,58.8,0.5
Tyler Lockett,WR,SEA,4.0,0.0,3.6,53.6,0.5
Calvin Ridley,WR,ATL,2.7,0.0,4.0,54.7,0.5
Courtland Sutton,WR,DEN,0.0,0.0,3.5,55.4,0.5
Danny Amendola,WR,MIA,0.1,0.0,5.5,56.4,0.4
DeSean Jackson,WR,TB,2.4,0.0,3.6,59.4,0.3
Marquez Valdes-Scantling,WR,GB,0.0,0.0,3.9,55.2,0.4
Corey Davis,WR,TEN,0.2,0.0,4.7,62.5,0.3
Tyrell Williams,WR,LAC,0.6,0.0,2.5,42.9,0.5
Allen Robinson,WR,CHI,0.0,0.0,4.1,54.3,0.3
Donte Moncrief,WR,JAX,0.0,0.0,3.5,46.7,0.4
Larry Fitzgerald,WR,ARI,0.0,0.0,5.3,56.6,0.2
Sterling Shepard,WR,NYG,1.0,0.0,4.6,53.7,0.2
Doug Baldwin,WR,SEA,0.0,0.0,3.9,48.1,0.3
Keke Coutee,WR,HOU,2.0,0.0,4.1,51.0,0.2
Golden Tate,WR,PHI,2.5,0.0,4.4,50.9,0.2
Kenny Stills,WR,MIA,0.0,0.0,2.9,46.1,0.3
DeVante Parker,WR,MIA,0.0,0.0,3.9,51.9,0.2
John Brown,WR,BAL,1.8,0.0,2.8,44.2,0.3
Mohamed Sanu,WR,ATL,0.3,0.0,3.9,48.0,0.2
Chris Godwin,WR,TB,0.0,0.0,3.6,46.9,0.3
Anthony Miller,WR,CHI,1.4,0.0,3.1,43.0,0.3
Mike Williams,WR,LAC,1.6,0.0,2.5,39.1,0.3
Quincy Enunwa,WR,NYJ,-0.1,0.0,4.0,49.6,0.2
Michael Crabtree,WR,BAL,0.0,0.0,3.6,44.8,0.2
Taylor Gabriel,WR,CHI,4.0,0.0,3.5,42.9,0.2
Michael Gallup,WR,DAL,0.0,0.0,2.3,35.6,0.4
