player,team,pos,proj,cost
Alex Smith,WAS,QB,11.462233333333334,370.0
Duke Johnson,CLE,RB,13.048666666666666,330.0
Christian McCaffrey,CAR,RB,19.387333333333334,1900.0
Davante Adams,GB,WR,17.444666666666667,1030.0
Danny Amendola,MIA,WR,16.27733333333333,130.0
Jarvis Landry,CLE,WR,18.211666666666666,540.0
Rob Gronkowski,NE,TE,19.75333333333333,290.0
Chandler Catanzaro,CAR,K,7.47,100.0
Los Angeles Chargers,LAC,DST,1.9379999999999997,220.0
,,,124.99323333333332,4910.0
