Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Jason Witten, Dal TE",@Oak,W 20-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Antonio Gates, LAC TE",@KC,L 13-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Kellen Winslow, NYJ TE",@NO,L 19-31,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Benjamin Watson, NO TE",NYJ,W 31-19,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Alex Smith, Wsh TE",Ari,W 20-15,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Vernon Davis, Wsh TE",Ari,W 20-15,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Marcedes Lewis, Jax TE",Hou,W 45-7,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Anthony Fasano, Mia TE",@Buf,L 16-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Owen Daniels, Den TE",@Ind,W 25-13,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Delanie Walker, Ten TE",@SF,L 23-25,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Daniel Fells, NYG TE",Phi,L 29-34,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Greg Olsen, Car TE",GB,W 31-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Matt Spaeth, Pit TE",NE,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Scott Chandler*, NE TE",@Pit,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brent Celek, Phi TE",@NYG,W 34-29,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Clark Harris, Cin TE",@Min,L 7-34,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Fred Davis, Wsh TE",Ari,W 20-15,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Martellus Bennett, NE TE",@Pit,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Craig Stevens, Ten TE",@SF,L 23-25,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Gary Barnidge, Cle TE",Bal,L 10-27,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jacob Tamme, Atl TE",@TB,W 24-21,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Kellen Davis, NYJ TE",@NO,L 19-31,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Matthew Mulligan, Det TE",Chi,W 20-10,--/--,--,--,--,--,--,--,--,--,--,--,TE
"David Johnson, Pit TE",NE,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,TE
"James Casey, Den TE",@Ind,W 25-13,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Chase Coffman, Ind TE",Den,L 13-25,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jared Cook, Oak TE",Dal,L 17-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Bear Pascoe, NE TE",@Pit,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
