Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Justin Davis,RB,LAR,5.7,0.1,0.2,1.9,0.0
James Develin,RB,NE,1.8,0.1,0.4,2.6,0.0
Alex Armah,RB,CAR,4.1,0.1,0.2,1.5,0.0
Dontrell Hilliard,RB,CLE,3.1,0.0,0.6,6.5,0.0
Anthony Sherman,RB,KC,1.2,0.0,0.6,5.6,0.0
Derek Watt,RB,LAC,1.2,0.0,0.5,3.7,0.0
Elijhaa Penny,RB,NYG,2.6,0.0,0.5,3.9,0.0
Brandon Bolden,RB,MIA,4.5,0.0,0.1,1.0,0.0
Zach Line,RB,NO,1.2,0.0,0.3,2.2,0.0
Ameer Abdullah,RB,MIN,1.6,0.0,0.2,2.0,0.0
Patrick DiMarco,RB,BUF,0.7,0.0,0.3,2.7,0.0
Matt Dayes,RB,SF,1.2,0.0,0.2,1.7,0.0
C.J. Ham,RB,MIN,0.9,0.0,0.3,2.2,0.0
Trey Edmunds,RB,PIT,1.7,0.0,0.1,0.8,0.0
Danny Vitale,RB,GB,0.8,0.0,0.1,1.2,0.0
T.J. Logan,RB,ARI,1.3,0.0,0.2,1.4,0.0
Jamize Olawale,RB,DAL,0.5,0.0,0.2,1.6,0.0
Tre Madden,RB,SEA,0.2,0.0,0.1,1.3,0.0
De'Angelo Henderson Sr.,RB,NYJ,1.1,0.0,0.2,1.3,0.0
Roosevelt Nix,RB,PIT,0.0,0.0,0.2,2.2,0.0
Mark Walton,RB,CIN,1.3,0.0,0.1,0.8,0.0
Kenjon Barner,RB,CAR,1.3,0.0,0.0,0.1,0.0
Keith Smith,RB,OAK,0.1,0.0,0.2,1.8,0.0
Derrick Coleman,RB,ARI,0.6,0.0,0.1,1.2,0.0
Dwayne Washington,RB,NO,1.5,0.0,0.0,0.1,0.0
Tommy Bohanon,RB,JAX,0.1,0.0,0.2,1.1,0.0
Benny Cunningham,RB,CHI,0.1,0.0,0.1,0.6,0.0
Brandon Wilson,RB,CIN,0.0,0.0,0.0,0.0,0.0
