Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Antonio Brown,WR,PIT,0.0,0.0,7.5,107.0,0.7
Julio Jones,WR,ATL,1.4,0.0,6.8,102.3,0.6
Michael Thomas,WR,NO,0.0,0.0,7.8,93.0,0.7
Tyreek Hill,WR,KC,5.8,0.1,5.6,81.2,0.7
DeAndre Hopkins,WR,HOU,0.1,0.0,6.3,88.3,0.7
Mike Evans,WR,TB,0.0,0.0,5.9,81.3,0.7
T.Y. Hilton,WR,IND,0.0,0.0,5.3,80.7,0.5
JuJu Smith-Schuster,WR,PIT,0.0,0.0,5.6,76.2,0.6
Adam Thielen,WR,MIN,0.7,0.0,6.0,78.5,0.5
Keenan Allen,WR,LAC,0.4,0.0,6.2,79.8,0.5
Davante Adams,WR,GB,0.0,0.0,5.1,68.2,0.7
Stefon Diggs,WR,MIN,3.2,0.0,5.3,69.5,0.6
Brandin Cooks,WR,LAR,2.9,0.0,4.8,68.8,0.6
Nelson Agholor,WR,PHI,2.8,0.0,5.2,63.1,0.6
Golden Tate,WR,PHI,1.1,0.0,6.1,69.7,0.5
Amari Cooper,WR,DAL,0.7,0.0,5.2,67.4,0.5
Jarvis Landry,WR,CLE,0.4,0.0,6.0,67.2,0.5
Chris Hogan,WR,NE,0.7,0.0,4.0,57.0,0.6
Kenny Golladay,WR,DET,0.4,0.0,4.3,61.9,0.5
Quincy Enunwa,WR,NYJ,0.1,0.0,4.9,61.7,0.5
Kenny Stills,WR,MIA,0.0,0.0,4.2,59.9,0.5
Allen Robinson,WR,CHI,0.0,0.0,4.9,67.2,0.3
Tyler Lockett,WR,SEA,2.8,0.0,4.1,55.3,0.4
Keelan Cole,WR,JAX,0.0,0.0,4.2,57.8,0.5
DeSean Jackson,WR,TB,0.9,0.0,3.6,54.4,0.5
Devin Funchess,WR,CAR,0.0,0.0,4.0,54.5,0.5
Marquise Goodwin,WR,SF,1.7,0.0,3.4,53.6,0.4
Michael Crabtree,WR,BAL,0.0,0.0,4.6,50.4,0.5
John Brown,WR,BAL,0.7,0.0,3.5,48.9,0.5
Robert Woods,WR,LAR,1.0,0.0,4.4,55.1,0.3
Randall Cobb,WR,GB,2.0,0.0,5.0,54.9,0.3
Sammy Watkins,WR,KC,0.7,0.0,3.7,51.0,0.3
Larry Fitzgerald,WR,ARI,0.0,0.0,5.6,59.1,0.2
Tyler Boyd,WR,CIN,0.2,0.0,3.4,43.6,0.4
Ted Ginn,WR,NO,3.6,0.0,3.6,47.2,0.2
Corey Davis,WR,TEN,0.0,0.0,4.3,52.2,0.2
Sterling Shepard,WR,NYG,0.5,0.0,4.3,49.2,0.2
Jamison Crowder,WR,WAS,3.3,0.0,4.0,46.5,0.2
Jordy Nelson,WR,OAK,0.0,0.0,3.8,41.8,0.2
DeVante Parker,WR,MIA,0.0,0.0,3.5,42.5,0.2
Dede Westbrook,WR,JAX,0.2,0.0,3.2,44.0,0.2
Antonio Callaway,WR,CLE,1.5,0.0,3.1,41.3,0.2
Robby Anderson,WR,NYJ,0.5,0.0,3.2,44.8,0.2
Chris Godwin,WR,TB,0.0,0.0,3.0,41.0,0.2
Kelvin Benjamin,WR,KC,0.0,0.0,3.3,44.6,0.2
Mohamed Sanu,WR,ATL,0.4,0.0,3.3,39.1,0.2
Donte Moncrief,WR,JAX,0.0,0.0,3.0,37.7,0.2
Phillip Dorsett,WR,NE,0.2,0.0,2.8,38.4,0.2
Tyrell Williams,WR,LAC,0.0,0.0,2.8,39.2,0.2
Calvin Ridley,WR,ATL,0.4,0.0,2.7,37.2,0.2
Danny Amendola,WR,MIA,0.1,0.0,3.8,39.1,0.2
Josh Doctson,WR,WAS,-0.1,0.0,2.5,35.5,0.2
Cole Beasley,WR,DAL,0.0,0.0,3.6,36.8,0.2
Willie Snead,WR,BAL,0.0,0.0,3.0,36.5,0.2
Taylor Gabriel,WR,CHI,2.9,0.0,2.9,33.5,0.1
Courtland Sutton,WR,DEN,0.2,0.0,2.7,34.1,0.1
Mike Williams,WR,LAC,0.0,0.0,2.7,33.2,0.2
Rishard Matthews,WR,NYJ,0.0,0.0,2.5,34.0,0.1
Allen Hurns,WR,DAL,0.0,0.0,2.5,32.6,0.1
Zay Jones,WR,BUF,0.0,0.0,2.7,34.3,0.1
Chester Rogers,WR,IND,0.6,0.0,2.5,31.5,0.1
James Washington,WR,PIT,0.2,0.0,2.2,30.9,0.1
Anthony Miller,WR,CHI,0.2,0.0,2.4,30.2,0.1
Deonte Thompson,WR,BUF,0.1,0.0,2.2,29.7,0.1
Bruce Ellington,WR,DET,0.6,0.0,2.6,29.0,0.1
Rashard Higgins,WR,CLE,0.1,0.0,2.4,29.5,0.1
Jarius Wright,WR,CAR,0.1,0.0,2.2,27.2,0.2
Torrey Smith,WR,CAR,0.0,0.0,2.1,27.4,0.1
D.J. Moore,WR,CAR,1.6,0.0,1.8,22.7,0.2
Jaron Brown,WR,SEA,0.0,0.0,1.7,24.1,0.2
John Ross,WR,CIN,2.0,0.0,2.0,25.5,0.1
Laquon Treadwell,WR,MIN,0.0,0.0,2.0,23.5,0.1
Michael Gallup,WR,DAL,0.2,0.0,2.0,24.7,0.1
Trent Taylor,WR,SF,0.0,0.0,2.3,25.6,0.1
Cody Latimer,WR,NYG,0.0,0.0,1.7,23.7,0.1
Taywan Taylor,WR,TEN,1.3,0.0,1.7,23.1,0.1
Adam Humphries,WR,TB,0.3,0.0,2.4,26.1,0.1
Tavon Austin,WR,DAL,9.4,0.1,1.4,13.7,0.1
Jermaine Kearse,WR,NYJ,0.0,0.0,2.2,25.0,0.1
Jakeem Grant,WR,MIA,0.8,0.0,1.7,21.6,0.1
Chad Williams,WR,ARI,1.3,0.0,1.9,21.1,0.1
Tajae Sharpe,WR,TEN,0.0,0.0,1.6,20.4,0.1
Chris Conley,WR,KC,0.0,0.0,1.6,18.9,0.1
Tre'Quan Smith,WR,NO,0.2,0.0,1.8,20.2,0.1
Andre Holmes,WR,DEN,0.0,0.0,1.6,20.1,0.1
T.J. Jones,WR,DET,0.0,0.0,1.4,18.3,0.1
Austin Carr,WR,NO,0.2,0.0,1.6,18.8,0.1
Cordarrelle Patterson,WR,NE,5.4,0.0,1.0,11.6,0.1
Terrance Williams,WR,DAL,0.3,0.0,1.4,18.1,0.1
Shelton Gibson,WR,PHI,0.2,0.0,1.2,13.9,0.1
D.J. Chark,WR,JAX,0.2,0.0,1.0,13.8,0.1
Robert Foster,WR,BUF,0.1,0.0,1.2,14.0,0.1
J.J. Nelson,WR,ARI,0.9,0.0,1.0,12.5,0.1
Chris Moore,WR,BAL,0.4,0.0,0.8,9.7,0.1
Russell Shepard,WR,NYG,0.2,0.0,0.7,10.1,0.0
Tim Patrick,WR,DEN,0.0,0.0,0.8,9.4,0.1
Justin Hardy,WR,ATL,0.0,0.0,0.8,9.0,0.1
David Moore,WR,SEA,0.0,0.0,0.7,8.3,0.0
Ryan Switzer,WR,PIT,0.6,0.0,0.5,6.6,0.0
Demarcus Robinson,WR,KC,0.0,0.0,0.6,7.8,0.0
DaeSean Hamilton,WR,DEN,0.1,0.0,0.6,7.1,0.1
Marcus Kemp,WR,KC,0.0,0.0,0.4,5.5,0.0
Jaydon Mickens,WR,JAX,0.0,0.0,0.2,3.4,0.1
Marquez Valdes-Scantling,WR,GB,0.0,0.0,0.6,6.8,0.0
Josh Bellamy,WR,CHI,0.1,0.0,0.5,7.0,0.0
Josh Reynolds,WR,LAR,0.2,0.0,0.4,4.7,0.0
Alex Erickson,WR,CIN,0.2,0.0,0.4,4.7,0.0
Darrius Heyward-Bey,WR,PIT,0.6,0.0,0.2,3.4,0.0
Charone Peake,WR,NYJ,0.0,0.0,0.4,4.5,0.0
Maurice Harris,WR,WAS,0.0,0.0,0.3,3.8,0.0
Aldrick Robinson,WR,MIN,0.0,0.0,0.3,3.7,0.0
Dwayne Harris,WR,OAK,0.0,0.0,0.2,3.2,0.0
Zach Pascal,WR,IND,0.0,0.0,0.2,2.9,0.0
Vyncint Smith,WR,HOU,0.0,0.0,0.2,3.1,0.0
Matthew Slater,WR,NE,0.0,0.0,0.2,2.6,0.0
Marcus Johnson,WR,IND,0.0,0.0,0.3,3.0,0.0
Andre Roberts,WR,NYJ,0.0,0.0,0.3,3.8,0.0
Marvin Hall,WR,ATL,0.0,0.0,0.2,2.7,0.0
J.J. Jones,WR,NYJ,0.0,0.0,0.2,2.3,0.0
Darius Jennings,WR,TEN,0.0,0.0,0.2,2.2,0.0
Ray-Ray McCloud,WR,BUF,0.1,0.0,0.2,2.5,0.0
Josh Malone,WR,CIN,0.0,0.0,0.2,2.6,0.0
Brandon Zylstra,WR,MIN,0.0,0.0,0.2,2.5,0.0
JoJo Natson,WR,LAR,0.0,0.0,0.1,1.2,0.0
Damion Ratley,WR,CLE,0.0,0.0,0.0,0.0,0.0
George Odum,WR,IND,0.0,0.0,0.0,0.0,0.0
Keenan Reynolds,WR,SEA,0.0,0.0,0.0,0.0,0.0
Derrick Willies,WR,CLE,0.0,0.0,0.0,0.0,0.0
Justin Hardee,WR,NO,0.0,0.0,0.0,0.0,0.0
