Player,OPP,STATUS ET,1-39,40-49,50+,TOT,XP,PTS,POS
"Adam Vinatieri, Ind K",@Cin,L 23-24,--/--,--/--,--/--,--/--,--/--,--,K
"Phil Dawson, Ari K",** BYE **,--/--,--/--,--/--,--/--,--/--,--,,K
"Sebastian Janikowski, Oak K",@Buf,L 14-34,--/--,--/--,--/--,--/--,--/--,--,K
"Shayne Graham, Atl K",@NYJ,W 25-20,--/--,--/--,--/--,--/--,--/--,--,K
"Billy Cundiff, Cle K",Min,L 16-33,--/--,--/--,--/--,--/--,--/--,--,K
"Matt Bryant, Atl K",@NYJ,W 25-20,--/--,--/--,--/--,--/--,--/--,--,K
"Josh Brown, NYG K",** BYE **,--/--,--/--,--/--,--/--,--/--,--,,K
"Josh Scobee, NO K",Chi,W 20-12,--/--,--/--,--/--,--/--,--/--,--,K
"Mike Nugent, Chi K",@NO,L 12-20,--/--,--/--,--/--,--/--,--/--,--,K
"Nick Novak, LAC K",@NE,L 13-21,--/--,--/--,--/--,--/--,--/--,--,K
"Robbie Gould, SF K",@Phi,L 10-33,--/--,--/--,--/--,--/--,--/--,--,K
"Shaun Suisham, Pit K",@Det,W 20-15,--/--,--/--,--/--,--/--,--/--,--,K
"Stephen Gostkowski, NE K",LAC,W 21-13,--/--,--/--,--/--,--/--,--/--,--,K
"Nick Folk, TB K",Car,L 3-17,--/--,--/--,--/--,--/--,--/--,--,K
"Mason Crosby, GB K",** BYE **,--/--,--/--,--/--,--/--,--/--,--,,K
"Matt Prater, Det K",Pit,L 15-20,--/--,--/--,--/--,--/--,--/--,--,K
"Garrett Hartley, Pit K",@Det,W 20-15,--/--,--/--,--/--,--/--,--/--,--,K
"Dan Carpenter, Buf K",Oak,W 34-14,--/--,--/--,--/--,--/--,--/--,--,K
"Connor Barth, Chi K",@NO,L 12-20,--/--,--/--,--/--,--/--,--/--,--,K
"Stephen Hauschka, Buf K",Oak,W 34-14,--/--,--/--,--/--,--/--,--/--,--,K
"Graham Gano, Car K",@TB,W 17-3,--/--,--/--,--/--,--/--,--/--,--,K
"Ryan Succop, Ten K",** BYE **,--/--,--/--,--/--,--/--,--/--,--,,K
"Dan Bailey, Dal K",@Wsh,W 33-19,--/--,--/--,--/--,--/--,--/--,--,K
"Kai Forbath, Min K",@Cle,W 33-16,--/--,--/--,--/--,--/--,--/--,--,K
"Greg Zuerlein, LAR K",** BYE **,--/--,--/--,--/--,--/--,--/--,--,,K
"Blair Walsh, Sea K",Hou,W 41-38,--/--,--/--,--/--,--/--,--/--,--,K
"Randy Bullock, Cin K",Ind,W 24-23,--/--,--/--,--/--,--/--,--/--,--,K
"Giorgio Tavecchio, Oak K",@Buf,L 14-34,--/--,--/--,--/--,--/--,--/--,--,K
"Justin Tucker, Bal K",Mia,W 40-0,--/--,--/--,--/--,--/--,--/--,--,K
"Brandon Bogotay, TB K",Car,L 3-17,--/--,--/--,--/--,--/--,--/--,--,K
"Caleb Sturgis, LAC K",@NE,L 13-21,--/--,--/--,--/--,--/--,--/--,--,K
"Dustin Hopkins, Wsh K",Dal,L 19-33,--/--,--/--,--/--,--/--,--/--,--,K
"Zach Hocker, TB K",Car,L 3-17,--/--,--/--,--/--,--/--,--/--,--,K
"Travis Coons, LAC K",@NE,L 13-21,--/--,--/--,--/--,--/--,--/--,--,K
"Chandler Catanzaro, TB K",Car,L 3-17,--/--,--/--,--/--,--/--,--/--,--,K
"Brandon McManus, Den K",@KC,L 19-29,--/--,--/--,--/--,--/--,--/--,--,K
"Cairo Santos, NYJ K",Atl,L 20-25,--/--,--/--,--/--,--/--,--/--,--,K
"Cody Parkey, Chi K",@NO,L 12-20,--/--,--/--,--/--,--/--,--/--,--,K
"Chris Boswell, Pit K",@Det,W 20-15,--/--,--/--,--/--,--/--,--/--,--,K
"Kasey Redfern, Det K",Pit,L 15-20,--/--,--/--,--/--,--/--,--/--,--,K
"Patrick Murray, TB K",Car,L 3-17,--/--,--/--,--/--,--/--,--/--,--,K
"Jordan Gay, Ten K",** BYE **,--/--,--/--,--/--,--/--,--/--,--,,K
"Jason Myers, Sea K",Hou,W 41-38,--/--,--/--,--/--,--/--,--/--,--,K
"Kyle Brindza, NYJ K",Atl,L 20-25,--/--,--/--,--/--,--/--,--/--,--,K
"Josh Lambo, Jax K",** BYE **,--/--,--/--,--/--,--/--,--/--,--,,K
"Andrew Franks, Mia K",@Bal,L 0-40,--/--,--/--,--/--,--/--,--/--,--,K
"Roberto Aguayo, LAC K",@NE,L 13-21,--/--,--/--,--/--,--/--,--/--,--,K
"Wil Lutz, NO K",Chi,W 20-12,--/--,--/--,--/--,--/--,--/--,--,K
"Aldrick Rosas, NYG K",** BYE **,--/--,--/--,--/--,--/--,--/--,--,,K
"Jake Elliott, Phi K",SF,W 33-10,--/--,--/--,--/--,--/--,--/--,--,K
"Zane Gonzalez, Cle K",Min,L 16-33,--/--,--/--,--/--,--/--,--/--,--,K
"Harrison Butker, KC K",Den,W 29-19,--/--,--/--,--/--,--/--,--/--,--,K
"Younghoe Koo, LAC K",@NE,L 13-21,--/--,--/--,--/--,--/--,--/--,--,K
"Ka'imi Fairbairn, Hou K",@Sea,L 38-41,--/--,--/--,--/--,--/--,--/--,--,K
"Nick Rose, LAC K",@NE,L 13-21,--/--,--/--,--/--,--/--,--/--,--,K
"Sam Ficken, LAR K",** BYE **,--/--,--/--,--/--,--/--,--/--,--,,K
