Player,FG,FGA,FGLg,XP,XPAtt,XPB,FPTS,POS
"Caleb Sturgis, LAC",2.1,2.5,0,3.0,3.0,0.0,9,K
"Justin Tucker, BAL",2.1,2.3,0,2.6,2.6,0.0,9,K
"Stephen Gostkowski, NE",2.1,2.5,0,2.4,2.4,0.0,8,K
"Chandler Catanzaro, CAR",1.9,2.4,0,3.1,3.1,0.0,8,K
"Nick Novak, LAC",2.2,2.6,0,2.1,2.1,0.0,8,K
"Josh Lambo, JAC",2.1,2.3,0,2.4,2.4,0.0,8,K
"Brandon McManus, DEN",1.9,2.2,0,2.7,2.7,0.0,8,K
"Mason Crosby, GB",1.9,2.2,0,2.7,2.7,0.0,8,K
"Wil Lutz, NO",1.7,2.4,0,2.7,2.7,0.0,8,K
"Mike Nugent, OAK",1.9,2.5,0,2.3,2.3,0.0,8,K
"Dan Bailey, MIN",1.7,1.9,0,2.4,2.4,0.0,7,K
"Chris Boswell, PIT",1.7,2.1,0,2.4,2.4,0.0,7,K
"Graham Gano, CAR",1.7,2.1,0,2.3,2.3,0.0,7,K
"Dustin Hopkins, WAS",1.8,2.1,0,2.0,2.0,0.0,7,K
"Roberto Aguayo, LAC",1.7,2.4,0,2.3,2.3,0.0,7,K
"Matt Bryant, ATL",1.6,1.8,0,2.5,2.5,0.0,7,K
"Connor Barth, CHI",1.6,2.0,0,2.3,2.3,0.0,7,K
"Jason Myers, NYJ",1.7,2.1,0,1.9,1.9,0.0,7,K
"Blair Walsh, SEA",1.6,2.1,0,1.8,1.8,0.0,6,K
"Cairo Santos, TB",1.5,1.8,0,2.1,2.1,0.0,6,K
"Robbie Gould, SF",1.5,1.7,0,2.0,2.0,0.0,6,K
"Andrew Franks, MIA",1.4,1.7,0,2.3,2.3,0.0,6,K
"Ryan Succop, TEN",1.4,1.6,0,2.2,2.2,0.0,6,K
"Nick Folk, TB",1.4,1.6,0,2.1,2.1,0.0,6,K
"Stephen Hauschka, BUF",1.4,1.6,0,1.6,1.6,0.0,5,K
"Phil Dawson, ARI",1.3,1.5,0,1.8,1.8,0.0,5,K
"Cody Parkey, CHI",1.2,1.6,0,1.8,1.8,0.0,5,K
"Greg Zuerlein, LAR",1.2,1.6,0,1.5,1.5,0.0,5,K
"Aldrick Rosas, NYG",0.0,0.0,0,0.0,0.0,0.0,0,K
"Kai Forbath, JAC",0.0,0.0,0,0.0,0.0,0.0,0,K
