Player,Team,Salary
Chicago Bears,CHI,2800
Miami Dolphins,MIA,3100
Los Angeles Rams,LAR,3700
Dallas Cowboys,DAL,2500
Green Bay Packers,GB,2500
Cincinnati Bengals,CIN,2700
Los Angeles Chargers,LAC,3600
New York Jets,NYJ,2500
Indianapolis Colts,IND,2300
Tampa Bay Buccaneers,TB,2200
Cleveland Browns,CLE,2000
Seattle Seahawks,SEA,2600
Tennessee Titans,TEN,2400
New Orleans Saints,NO,3200
Philadelphia Eagles,PHI,3400
Jacksonville Jaguars,JAX,2800
Detroit Lions,DET,2300
Washington Redskins,WAS,2700
Denver Broncos,DEN,3300
Oakland Raiders,OAK,2300
San Francisco 49ers,SF,2800
Atlanta Falcons,ATL,2700
Arizona Cardinals,ARI,2100
Minnesota Vikings,MIN,2600
New England Patriots,NE,3000
Houston Texans,HOU,2600
Buffalo Bills,BUF,2100
Carolina Panthers,CAR,2900
Pittsburgh Steelers,PIT,2700
New York Giants,NYG,2700
Baltimore Ravens,BAL,2800
Kansas City Chiefs,KC,2200
