Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Jason Witten, Dal TE",LAC,L 6-28,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Antonio Gates, LAC TE",@Dal,W 28-6,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Kellen Winslow, NYJ TE",Car,L 27-35,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Benjamin Watson, NO TE",@LAR,L 20-26,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Alex Smith, Wsh TE",NYG,W 20-10,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Vernon Davis, Wsh TE",NYG,W 20-10,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Marcedes Lewis, Jax TE",@Ari,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Anthony Fasano, Mia TE",@NE,L 17-35,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Owen Daniels, Den TE",@Oak,L 14-21,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Delanie Walker, Ten TE",@Ind,W 20-16,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Daniel Fells, NYG TE",@Wsh,L 10-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Greg Olsen, Car TE",@NYJ,W 35-27,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Matt Spaeth, Pit TE",GB,W 31-28,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Scott Chandler*, NE TE",Mia,W 35-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brent Celek, Phi TE",Chi,W 31-3,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Clark Harris, Cin TE",Cle,W 30-16,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Fred Davis, Wsh TE",NYG,W 20-10,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Martellus Bennett, NE TE",Mia,W 35-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Craig Stevens, Ten TE",@Ind,W 20-16,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Gary Barnidge, Cle TE",@Cin,L 16-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jacob Tamme, Atl TE",TB,W 34-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Kellen Davis, NYJ TE",Car,L 27-35,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Matthew Mulligan, Det TE",Min,L 23-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"David Johnson, Pit TE",GB,W 31-28,--/--,--,--,--,--,--,--,--,--,--,--,TE
"James Casey, Den TE",@Oak,L 14-21,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Chase Coffman, Ind TE",Ten,L 16-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jared Cook, Oak TE",Den,W 21-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Bear Pascoe, NE TE",Mia,W 35-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brandon Pettigrew, Det TE",Min,L 23-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"John Phillips, NO TE",@LAR,L 20-26,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Zach Miller*, Chi TE",@Phi,L 3-31,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brandon Myers, TB TE",@Atl,L 20-34,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jermaine Gresham, Ari TE",Jax,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Rob Gronkowski, NE TE",Mia,W 35-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Dennis Pitta*, Bal TE",Hou,W 23-16,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jimmy Graham, GB TE",@Pit,L 28-31,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Ed Dickson, Sea TE",@SF,W 24-13,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Tony Moeaki, Chi TE",@Phi,L 3-31,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jim Dray, Ari TE",Jax,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Garrett Graham, Den TE",@Oak,L 14-21,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Clay Harbor, NO TE",@LAR,L 20-26,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Michael Hoomanawanui, NO TE",@LAR,L 20-26,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Anthony McCoy, Sea TE",@SF,W 24-13,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Andrew Quarless, Det TE",Min,L 23-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Richie Brockel, Car TE",@NYJ,W 35-27,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jeff Cumberland, LAC TE",@Dal,W 28-6,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Logan Paulsen, Atl TE",TB,W 34-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Lance Kendricks, GB TE",@Pit,L 28-31,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Rob Housler, NE TE",Mia,W 35-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Kyle Rudolph, Min TE",@Det,W 30-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Bruce Miller, SF TE",Sea,L 13-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Virgil Green, LAC TE",@Dal,W 28-6,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Luke Stocker, Ten TE",@Ind,W 20-16,--/--,--,--,--,--,--,--,--,--,--,--,TE
"David Ausberry, Det TE",Min,L 23-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Charles Clay, Buf TE",@KC,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Niles Paul, Jax TE",@Ari,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,TE
"D.J. Williams, Wsh TE",NYG,W 20-10,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jordan Cameron, Mia TE",@NE,L 17-35,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Julius Thomas, Mia TE",@NE,L 17-35,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Lee Smith, Oak TE",Den,W 21-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Coby Fleener, NO TE",@LAR,L 20-26,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Dwayne Allen, NE TE",Mia,W 35-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Orson Charles, KC TE",Buf,L 10-16,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Ladarius Green, Pit TE",GB,W 31-28,--/--,--,--,--,--,--,--,--,--,--,--,TE
"James Hanna, Dal TE",LAC,L 6-28,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Rhett Ellison, NYG TE",@Wsh,L 10-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Greg Scruggs, NE TE",Mia,W 35-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Garrett Celek, SF TE",Sea,L 13-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
