,vals
const,0.08250042946756389
CBS,-0.30450561683746824
ESPN,0.7706743254482882
FFToday,0.08291400984745333
FantasyPros,-0.3888303938667587
NFL,0.9366032069131945
Yahoo,-0.35002495797991623
