Player,Team,Salary
Patrick Mahomes,KC,9500
Jared Goff,LAR,8300
Drew Brees,NO,8500
Cam Newton,CAR,8600
Andrew Luck,IND,7800
Ben Roethlisberger,PIT,8000
Philip Rivers,LAC,8100
Aaron Rodgers,GB,8600
Andy Dalton,CIN,7100
Kirk Cousins,MIN,7800
Russell Wilson,SEA,7700
Eli Manning,NYG,6700
Mitchell Trubisky,CHI,7700
Lamar Jackson,BAL,7000
Jameis Winston,TB,7100
Derek Carr,OAK,6600
Josh Rosen,ARI,6500
Dak Prescott,DAL,7400
Matt Ryan,ATL,8400
Matthew Stafford,DET,6800
Ryan Fitzpatrick,TB,7600
Deshaun Watson,HOU,7800
Colt McCoy,WAS,6000
Case Keenum,DEN,6800
Blaine Gabbert,TEN,6000
Alex Smith,WAS,7000
Marcus Mariota,TEN,7100
Blake Bortles,JAX,6800
Carson Wentz,PHI,7700
Taysom Hill,NO,6100
Robert Griffin III,BAL,6300
Jeff Driskel,CIN,6000
Taylor Heinicke,CAR,6000
Joe Webb,HOU,6000
Teddy Bridgewater,NO,6000
Jacoby Brissett,IND,6000
