Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Steven Jackson, NE RB",@NYJ,W 24-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Frank Gore, Mia RB",@Atl,W 20-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Darren Sproles, Phi RB",@Car,W 28-23,--/--,--,--,--,--,--,--,--,--,--,--,RB
"John Kuhn, NO RB",Det,W 52-38,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Reggie Bush, Buf RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
"DeAngelo Williams, Pit RB",@KC,W 19-13,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Fred Jackson, Sea RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
"Adrian Peterson, Ari RB",TB,W 38-33,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marshawn Lynch, Oak RB",LAC,L 16-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ahmad Bradshaw, Ind RB",@Ten,L 22-36,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Pierre Thomas, Wsh RB",SF,W 26-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Darren McFadden, Dal RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
"Jonathan Stewart, NYG RB",@Den,W 23-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Chris Johnson, Ari RB",TB,W 38-33,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Matt Forte, NYJ RB",NE,L 17-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jamaal Charles, Den RB",NYG,L 10-23,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jerome Felton, Buf RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
"Tim Hightower, SF RB",@Wsh,L 24-26,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Justin Forsett, Den RB",NYG,L 10-23,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Mike Tolbert, Buf RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
"Marcel Reece, Sea RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
"Danny Woodhead, Bal RB",Chi,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Donald Brown, NE RB",@NYJ,W 24-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Arian Foster, Mia RB",@Atl,W 20-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Rashad Jennings, NYG RB",@Den,W 23-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jorvorskie Lane, TB RB",@Ari,L 33-38,--/--,--,--,--,--,--,--,--,--,--,--,RB
"LeSean McCoy, Buf RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
"Cedric Peerman, Cin RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
"Marcus Thigpen, Buf RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
"Darrel Young, Car RB",Phi,L 23-28,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Antone Smith, TB RB",@Ari,L 33-38,--/--,--,--,--,--,--,--,--,--,--,--,RB
"C.J. Spiller, KC RB",Pit,L 13-19,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ryan Mathews, Phi RB",@Car,W 28-23,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Dexter McCluster, LAC RB",@Oak,W 17-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ben Tate, Pit RB",@KC,W 19-13,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Toby Gerhart, Jax RB",LAR,L 17-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Boobie Dixon, Buf RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
"LeGarrette Blount, Det RB",@NO,L 38-52,--/--,--,--,--,--,--,--,--,--,--,--,RB
"James Starks, GB RB",@Min,L 10-23,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Joique Bell, Det RB",@NO,L 38-52,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Chris Ivory, Buf RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
"James Develin, NE RB",@NYJ,W 24-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Tyler Clutts, Dal RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
"Mark Ingram, NO RB",Det,W 52-38,--/--,--,--,--,--,--,--,--,--,--,--,RB
"DeMarco Murray, Ten RB",Ind,W 36-22,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Shane Vereen, NYG RB",@Den,W 23-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Stevan Ridley, Pit RB",@KC,W 19-13,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ryan Williams, Dal RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
"Daniel Thomas, Mia RB",@Atl,W 20-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Bilal Powell, NYJ RB",NE,L 17-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Anthony Sherman, KC RB",Pit,L 13-19,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Kendall Hunter, NO RB",Det,W 52-38,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Taiwan Jones, Buf RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
"Jordan Todman, Hou RB",Cle,W 33-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Roy Helu Jr., Oak RB",LAC,L 16-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jacquizz Rodgers, TB RB",@Ari,L 33-38,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Dion Lewis, Ten RB",Ind,W 36-22,--/--,--,--,--,--,--,--,--,--,--,--,RB
"DuJuan Harris, Jax RB",LAR,L 17-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Patrick DiMarco, Buf RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
"Matt Asiata, Det RB",@NO,L 38-52,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Shaun Draughn, NYG RB",@Den,W 23-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Chase Reynolds, LAR RB",@Jax,W 27-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Will Johnson, NYG RB",@Den,W 23-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Trent Richardson, Bal RB",Chi,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Doug Martin, Oak RB",LAC,L 16-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Lamar Miller, Hou RB",Cle,W 33-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Isaiah Pead*, Mia RB",@Atl,W 20-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Chris Polk, Hou RB",Cle,W 33-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"LaMike James, Mia RB",@Atl,W 20-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Bernard Pierce, Den RB",NYG,L 10-23,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Robert Turbin, Ind RB",@Ten,L 22-36,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ronnie Hillman, Dal RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
