Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Tyreek Hill,WR,KC,6.9,0.0,5.8,98.6,0.8
Julio Jones,WR,ATL,0.5,0.0,7.0,103.1,0.6
DeAndre Hopkins,WR,HOU,0.5,0.0,6.5,94.2,0.7
JuJu Smith-Schuster,WR,PIT,0.4,0.0,7.1,94.6,0.7
Mike Evans,WR,TB,0.0,0.0,6.3,93.6,0.6
Robert Woods,WR,LAR,5.0,0.0,6.3,85.4,0.6
T.Y. Hilton,WR,IND,0.0,0.0,5.9,86.1,0.6
Keenan Allen,WR,LAC,2.2,0.0,6.5,81.1,0.6
Julian Edelman,WR,NE,3.7,0.0,5.9,71.4,0.6
Brandin Cooks,WR,LAR,2.7,0.0,5.2,76.2,0.4
Adam Thielen,WR,MIN,0.9,0.0,6.7,79.4,0.4
Stefon Diggs,WR,MIN,3.4,0.0,5.8,63.3,0.6
Alshon Jeffery,WR,PHI,0.0,0.0,4.6,62.7,0.6
Sterling Shepard,WR,NYG,0.5,0.0,4.9,61.0,0.5
Robert Foster,WR,BUF,0.0,0.0,3.3,60.5,0.5
Courtland Sutton,WR,DEN,0.0,0.0,4.0,60.6,0.4
Doug Baldwin,WR,SEA,0.8,0.0,4.5,54.7,0.5
Tyler Lockett,WR,SEA,3.1,0.0,3.6,52.2,0.5
Robby Anderson,WR,NYJ,0.1,0.0,4.3,66.9,0.3
Jordy Nelson,WR,OAK,0.3,0.0,4.4,57.1,0.4
Adam Humphries,WR,TB,0.6,0.0,5.1,57.1,0.4
Dede Westbrook,WR,JAX,2.1,0.0,4.2,54.2,0.4
Mohamed Sanu,WR,ATL,1.7,0.0,4.2,53.2,0.4
Calvin Ridley,WR,ATL,2.2,0.0,4.3,56.1,0.3
Chris Godwin,WR,TB,0.0,0.0,4.3,58.5,0.3
Mike Williams,WR,LAC,0.6,0.0,2.8,45.8,0.5
Taylor Gabriel,WR,CHI,3.2,0.0,4.3,50.2,0.3
Jarvis Landry,WR,CLE,0.8,0.0,4.8,56.6,0.3
Jamison Crowder,WR,WAS,2.4,0.0,4.5,56.0,0.2
Larry Fitzgerald,WR,ARI,0.0,0.0,4.7,57.7,0.2
Curtis Samuel,WR,CAR,5.0,0.0,3.0,41.3,0.4
D.J. Moore,WR,CAR,5.3,0.0,3.9,48.9,0.2
Corey Davis,WR,TEN,0.8,0.0,3.9,50.7,0.2
Randall Cobb,WR,GB,0.5,0.0,4.2,47.8,0.3
Amari Cooper,WR,DAL,0.8,0.0,3.3,42.9,0.3
DaeSean Hamilton,WR,DEN,0.0,0.0,4.2,50.7,0.2
Marquez Valdes-Scantling,WR,GB,0.7,0.0,3.2,47.4,0.2
Zay Jones,WR,BUF,0.0,0.0,3.4,44.2,0.2
Tyrell Williams,WR,LAC,0.4,0.0,2.6,41.8,0.2
Josh Doctson,WR,WAS,0.0,0.0,3.3,43.0,0.2
Kenny Stills,WR,MIA,0.0,0.0,2.7,39.6,0.2
Anthony Miller,WR,CHI,0.6,0.0,3.0,40.0,0.2
Isaiah McKenzie,WR,BUF,9.2,0.0,3.1,34.3,0.2
Donte Moncrief,WR,JAX,0.0,0.0,3.3,45.3,0.1
Kendrick Bourne,WR,SF,0.0,0.0,3.5,42.4,0.2
John Brown,WR,BAL,1.3,0.0,2.3,37.9,0.2
Tim Patrick,WR,DEN,0.9,0.0,3.2,40.8,0.2
John Ross,WR,CIN,1.2,0.0,2.5,31.9,0.3
Michael Crabtree,WR,BAL,0.0,0.0,3.2,36.7,0.2
Michael Thomas,WR,NO,0.0,0.0,3.3,37.7,0.2
Chris Hogan,WR,NE,0.1,0.0,2.3,35.5,0.2
Danny Amendola,WR,MIA,0.1,0.0,4.1,39.2,0.2
Taywan Taylor,WR,TEN,0.1,0.0,3.2,41.6,0.1
Nelson Agholor,WR,PHI,0.9,0.0,3.2,37.2,0.2
Keith Kirkwood,WR,NO,0.0,0.0,2.7,37.1,0.2
Cody Core,WR,CIN,0.0,0.0,2.6,37.9,0.1
Michael Gallup,WR,DAL,0.1,0.0,2.5,37.6,0.2
