Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS,POS
"Le'Veon Bell, PIT",0.0,0.0,0.0,0.0,0.0,0.0,22.5,98.2,4.36,0.8,6.2,5.0,39.9,7.98,0.1,0.2,17,RB
"Todd Gurley, LAR",0.0,0.0,0.0,0.0,0.0,0.0,20.1,73.3,3.65,0.9,4.5,3.1,35.5,11.45,0.3,0.2,16,RB
"Leonard Fournette, JAC",0.0,0.0,0.0,0.0,0.0,0.0,19.3,90.0,4.66,0.7,2.8,1.9,17.0,8.95,0.1,0.1,14,RB
"Jordan Howard, CHI",0.0,0.0,0.0,0.0,0.0,0.0,22.2,91.3,4.11,0.6,2.1,1.4,10.7,7.64,0.0,0.1,13,RB
"LeSean McCoy, BUF",0.0,0.0,0.0,0.0,0.0,0.0,18.4,89.5,4.86,0.5,5.2,4.0,27.1,6.78,0.0,0.2,12,RB
"Devonta Freeman, ATL",0.0,0.0,0.0,0.0,0.0,0.0,15.0,64.3,4.29,0.6,4.0,3.3,25.7,7.79,0.1,0.1,12,RB
"Melvin Gordon, LAC",0.0,0.0,0.0,0.0,0.0,0.0,15.7,61.7,3.93,0.4,4.8,3.2,22.7,7.09,0.2,0.2,11,RB
"Mark Ingram, NO",0.0,0.0,0.0,0.0,0.0,0.0,17.0,70.9,4.17,0.4,4.9,3.9,25.5,6.54,0.0,0.3,10,RB
"Ameer Abdullah, MIN",0.0,0.0,0.0,0.0,0.0,0.0,16.3,54.0,3.31,0.6,2.8,2.2,15.1,6.86,0.1,0.1,10,RB
"Alvin Kamara, NO",0.0,0.0,0.0,0.0,0.0,0.0,7.2,31.2,4.33,0.3,7.2,5.4,47.0,8.70,0.2,0.2,9,RB
"Lamar Miller, HOU",0.0,0.0,0.0,0.0,0.0,0.0,18.4,69.9,3.80,0.3,2.8,2.0,15.9,7.95,0.1,0.1,9,RB
"Bilal Powell, NYJ",0.0,0.0,0.0,0.0,0.0,0.0,13.2,58.1,4.40,0.3,3.5,2.8,21.6,7.71,0.1,0.1,9,RB
"Jerick McKinnon, SF",0.0,0.0,0.0,0.0,0.0,0.0,11.1,42.5,3.83,0.3,4.5,3.4,23.3,6.85,0.2,0.2,8,RB
"DeMarco Murray, TEN",0.0,0.0,0.0,0.0,0.0,0.0,13.4,54.1,4.04,0.3,3.2,2.5,16.9,6.76,0.1,0.1,8,RB
"Doug Martin, OAK",0.0,0.0,0.0,0.0,0.0,0.0,14.2,50.6,3.56,0.4,2.2,1.4,12.6,9.00,0.0,0.1,8,RB
"Alfred Morris, SF",0.0,0.0,0.0,0.0,0.0,0.0,14.7,62.2,4.23,0.3,2.1,1.3,8.6,6.62,0.1,0.1,8,RB
"Joe Mixon, CIN",0.0,0.0,0.0,0.0,0.0,0.0,15.2,42.4,2.79,0.4,3.7,2.8,27.0,9.64,0.0,0.1,8,RB
"Christian McCaffrey, CAR",0.0,0.0,0.0,0.0,0.0,0.0,7.2,25.0,3.47,0.1,8.6,6.1,48.6,7.97,0.3,0.2,8,RB
"Carlos Hyde, JAC",0.0,0.0,0.0,0.0,0.0,0.0,13.2,50.7,3.84,0.3,3.3,2.1,14.1,6.71,0.0,0.1,7,RB
"Isaiah Crowell, NYJ",0.0,0.0,0.0,0.0,0.0,0.0,13.6,54.3,3.99,0.3,3.0,2.4,19.9,8.29,0.0,0.1,7,RB
