Player,Team,Salary
Green Bay Packers,GB,4300
Chicago Bears,CHI,4300
Houston Texans,HOU,4200
Oakland Raiders,OAK,4100
New England Patriots,NE,4200
Jacksonville Jaguars,JAX,5200
New Orleans Saints,NO,3700
San Francisco 49ers,SF,3300
Indianapolis Colts,IND,3600
New York Jets,NYJ,4000
Buffalo Bills,BUF,3100
Kansas City Chiefs,KC,3900
Baltimore Ravens,BAL,3900
Tennessee Titans,TEN,3500
Philadelphia Eagles,PHI,4600
Los Angeles Rams,LAR,4700
Los Angeles Chargers,LAC,4400
Seattle Seahawks,SEA,4400
Pittsburgh Steelers,PIT,3900
Detroit Lions,DET,3500
Dallas Cowboys,DAL,3700
Cleveland Browns,CLE,3500
Atlanta Falcons,ATL,3400
Arizona Cardinals,ARI,4000
Denver Broncos,DEN,3500
Miami Dolphins,MIA,3100
New York Giants,NYG,3500
Cincinnati Bengals,CIN,3800
Tampa Bay Buccaneers,TB,3500
Minnesota Vikings,MIN,4200
