Player,Team,Salary
Green Bay Packers,GB,3500
Chicago Bears,CHI,2600
Houston Texans,HOU,2700
Oakland Raiders,OAK,2500
New England Patriots,NE,2800
Jacksonville Jaguars,JAX,4100
New Orleans Saints,NO,2500
San Francisco 49ers,SF,2100
Indianapolis Colts,IND,2200
New York Jets,NYJ,2400
Buffalo Bills,BUF,2000
Kansas City Chiefs,KC,2300
Baltimore Ravens,BAL,2400
Tennessee Titans,TEN,2300
Philadelphia Eagles,PHI,3300
Los Angeles Rams,LAR,2900
Los Angeles Chargers,LAC,3900
Seattle Seahawks,SEA,3200
Pittsburgh Steelers,PIT,2200
Detroit Lions,DET,2500
Dallas Cowboys,DAL,2400
Cleveland Browns,CLE,2900
Atlanta Falcons,ATL,2300
Arizona Cardinals,ARI,2600
Denver Broncos,DEN,2200
Miami Dolphins,MIA,2000
New York Giants,NYG,2100
Cincinnati Bengals,CIN,2200
Tampa Bay Buccaneers,TB,2400
Minnesota Vikings,MIN,2400
