Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Steven Jackson, NE RB",@Mia,L 20-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Frank Gore, Mia RB",NE,W 27-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Darren Sproles, Phi RB",@LAR,W 43-35,--/--,--,--,--,--,--,--,--,--,--,--,RB
"John Kuhn, NO RB",@Atl,L 17-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Reggie Bush, Buf RB",Ind,W 13-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"DeAngelo Williams, Pit RB",Bal,W 39-38,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Fred Jackson, Sea RB",@Jax,L 24-30,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Adrian Peterson, Ari RB",Ten,W 12-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marshawn Lynch, Oak RB",@KC,L 15-26,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ahmad Bradshaw, Ind RB",@Buf,L 7-13,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Pierre Thomas, Wsh RB",@LAC,L 13-30,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Darren McFadden, Dal RB",@NYG,W 30-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jonathan Stewart, NYG RB",Dal,L 10-30,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Chris Johnson, Ari RB",Ten,W 12-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Matt Forte, NYJ RB",@Den,L 0-23,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jamaal Charles, Den RB",NYJ,W 23-0,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jerome Felton, Buf RB",Ind,W 13-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Tim Hightower, SF RB",@Hou,W 26-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Justin Forsett, Den RB",NYJ,W 23-0,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Mike Tolbert, Buf RB",Ind,W 13-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marcel Reece, Sea RB",@Jax,L 24-30,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Danny Woodhead, Bal RB",@Pit,L 38-39,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Donald Brown, NE RB",@Mia,L 20-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Arian Foster, Mia RB",NE,W 27-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Rashad Jennings, NYG RB",Dal,L 10-30,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jorvorskie Lane, TB RB",Det,L 21-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"LeSean McCoy, Buf RB",Ind,W 13-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Cedric Peerman, Cin RB",Chi,L 7-33,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marcus Thigpen, Buf RB",Ind,W 13-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
