Player,Team,Salary
Baltimore Ravens,BAL,4200
Jacksonville Jaguars,JAX,4800
Dallas Cowboys,DAL,3700
Atlanta Falcons,ATL,3400
Tennessee Titans,TEN,4800
Oakland Raiders,OAK,3500
Miami Dolphins,MIA,4400
New England Patriots,NE,4300
New York Jets,NYJ,3200
San Francisco 49ers,SF,3300
Los Angeles Rams,LAR,4900
Buffalo Bills,BUF,3000
Chicago Bears,CHI,5000
Minnesota Vikings,MIN,4600
New Orleans Saints,NO,3500
Houston Texans,HOU,4200
Los Angeles Chargers,LAC,3700
Philadelphia Eagles,PHI,3200
Carolina Panthers,CAR,3300
Pittsburgh Steelers,PIT,3000
Cleveland Browns,CLE,4400
Seattle Seahawks,SEA,3300
Washington Redskins,WAS,4400
Arizona Cardinals,ARI,2500
Cincinnati Bengals,CIN,3500
Detroit Lions,DET,3800
New York Giants,NYG,3300
Indianapolis Colts,IND,4500
Denver Broncos,DEN,4800
Tampa Bay Buccaneers,TB,3500
Green Bay Packers,GB,4100
Kansas City Chiefs,KC,3300
