Player,Team,Salary
Baltimore Ravens,BAL,2400
Jacksonville Jaguars,JAX,2700
Dallas Cowboys,DAL,2600
Atlanta Falcons,ATL,2300
Tennessee Titans,TEN,3400
Oakland Raiders,OAK,2000
Miami Dolphins,MIA,2700
New England Patriots,NE,2500
New York Jets,NYJ,2200
San Francisco 49ers,SF,2000
Los Angeles Rams,LAR,3200
Buffalo Bills,BUF,2200
Chicago Bears,CHI,3500
Minnesota Vikings,MIN,2900
New Orleans Saints,NO,2300
Houston Texans,HOU,3100
Los Angeles Chargers,LAC,2500
Philadelphia Eagles,PHI,2100
Carolina Panthers,CAR,2400
Pittsburgh Steelers,PIT,2200
Cleveland Browns,CLE,3000
Seattle Seahawks,SEA,2200
Washington Redskins,WAS,2100
Arizona Cardinals,ARI,2000
Cincinnati Bengals,CIN,2200
Detroit Lions,DET,2100
New York Giants,NYG,2100
Indianapolis Colts,IND,3300
Denver Broncos,DEN,3000
Tampa Bay Buccaneers,TB,2300
Kansas City Chiefs,KC,2300
Green Bay Packers,GB,2800
