Player,Team,Salary
Kirk Cousins,MIN,5500
Deshaun Watson,HOU,6000
Andrew Luck,IND,6400
Dak Prescott,DAL,5100
Josh Allen,BUF,4400
Baker Mayfield,CLE,5500
Marcus Mariota,TEN,5300
Jameis Winston,TB,6000
Matt Ryan,ATL,6100
Ben Roethlisberger,PIT,6100
Russell Wilson,SEA,5600
Cam Newton,CAR,6200
Lamar Jackson,BAL,5700
Philip Rivers,LAC,5800
Drew Brees,NO,6700
Chase Daniel,CHI,4400
Tom Brady,NE,6500
Colt McCoy,WAS,4700
Ryan Tannehill,MIA,5000
Jeff Driskel,CIN,4300
Josh McCown,NYJ,4300
Case Keenum,DEN,4700
Eli Manning,NYG,5700
Carson Wentz,PHI,5900
Aaron Rodgers,GB,5800
Blake Bortles,JAX,4900
Derek Carr,OAK,4600
Nick Mullens,SF,5400
Andy Dalton,CIN,5300
Matthew Stafford,DET,5300
Josh Rosen,ARI,4500
Taysom Hill,NO,4000
Geno Smith,LAC,4300
Jacoby Brissett,IND,4500
Joe Webb,HOU,4000
AJ McCarron,OAK,4200
