Player,Team,Salary
Deshaun Watson,HOU,7900
Kirk Cousins,MIN,7700
Dak Prescott,DAL,7400
Josh Allen,BUF,6300
Baker Mayfield,CLE,7500
Andrew Luck,IND,8400
Cam Newton,CAR,8600
Marcus Mariota,TEN,7100
Jameis Winston,TAM,7500
Ben Roethlisberger,PIT,7900
Lamar Jackson,BAL,7400
Russell Wilson,SEA,7700
Matt Ryan,ATL,8600
Drew Brees,NOR,9000
Philip Rivers,LAC,8300
Tom Brady,NWE,8200
Chase Daniel,CHI,6000
Colt McCoy,WAS,6500
Ryan Tannehill,MIA,6600
Jeff Driskel,CIN,6000
Josh McCown,NYJ,6000
Case Keenum,DEN,6800
Eli Manning,NYG,6700
Carson Wentz,PHI,7700
Aaron Rodgers,GNB,8600
Blake Bortles,JAC,6800
Nick Mullens,SFO,6000
Derek Carr,OAK,6600
Andy Dalton,CIN,7500
Matthew Stafford,DET,6800
Josh Rosen,ARI,6600
Taysom Hill,NOR,6100
Geno Smith,LAC,6000
Jacoby Brissett,IND,6000
Joe Webb,HOU,6000
A.J. McCarron,OAK,6000
