Player,Team,Salary
Jared Cook,OAK,5000
Rob Gronkowski,NE,7900
Will Dissly,SEA,4000
Eric Ebron,IND,5000
Jordan Reed,WAS,5800
George Kittle,SF,5300
Kyle Rudolph,MIN,5900
Jack Doyle,IND,5600
Jesse James,PIT,4600
Zach Ertz,PHI,6600
Delanie Walker,TEN,6100
Benjamin Watson,NO,4900
O.J. Howard,TB,5400
Tyler Eifert,CIN,5500
Nick Boyle,BAL,4400
Luke Stocker,TEN,4000
Maxx Williams,BAL,4300
Antonio Gates,LAC,4800
Mark Andrews,BAL,4000
Greg Olsen,CAR,6300
Neal Sterling,NYJ,4000
Austin Seferian-Jenkins,JAX,4600
Jake Butt,DEN,4800
Austin Hooper,ATL,4800
Ricky Seals-Jones,ARI,5100
Geoff Swaim,DAL,4000
Jordan Thomas,HOU,4000
Virgil Green,LAC,4300
Derek Carrier,OAK,4100
Logan Thomas,BUF,4400
Evan Engram,NYG,6000
David Njoku,CLE,5300
Jason Croom,BUF,4000
Jordan Akins,HOU,4000
Rhett Ellison,NYG,4100
Trey Burton,CHI,5700
Jeff Heuerman,DEN,4400
Josh Hill,NO,4100
Dion Sims,CHI,4300
Jimmy Graham,GB,6000
Lance Kendricks,GB,4300
Erik Swoope,IND,4400
Darren Fells,CLE,4300
Jonnu Smith,TEN,4200
Mike Gesicki,MIA,4700
Nick Vannett,SEA,4300
Ian Thomas,CAR,4000
Vernon Davis,WAS,4500
Tyler Kroft,CIN,4500
David Morgan,MIN,4200
Eric Tomlinson,NYJ,4000
Levine Toilolo,DET,4300
Travis Kelce,KC,7100
Tyler Conklin,MIN,4100
C.J. Uzomah,CIN,4300
Dallas Goedert,PHI,4000
Garrett Celek,SF,4700
Jeremy Sprinkle,WAS,4000
Blake Jarwin,DAL,4000
Logan Paulsen,ATL,4100
Chris Manhertz,CAR,4100
Jordan Leggett,NYJ,4400
Charles Clay,BUF,5200
Antony Auclair,TB,4000
Marcedes Lewis,GB,4500
A.J. Derby,MIA,4400
James O'Shaughnessy,JAX,4000
Michael Roberts,DET,4200
Xavier Grimble,PIT,4200
Matt LaCosse,DEN,4000
Luke Willson,DET,4500
Seth DeValve,CLE,4400
Ryan Griffin,HOU,4700
Dwayne Allen,NE,4400
Eric Saubert,ATL,4000
Alan Cross,TB,4000
Gabe Holmes,ARI,4000
Ben Braunecker,CHI,4000
Cameron Brate,TB,5400
Josh Perkins,PHI,4000
