Player,Team,Salary
Mitchell Trubisky,CHI,7700
Ben Roethlisberger,PIT,7800
Drew Brees,NO,8400
Russell Wilson,SEA,7700
Baker Mayfield,CLE,7400
Andrew Luck,IND,7800
Carson Wentz,PHI,7400
Marcus Mariota,TEN,6700
Dak Prescott,DAL,7000
Blake Bortles,JAX,6800
Jared Goff,LAR,8100
Matt Ryan,ATL,8500
Patrick Mahomes,KC,9800
Eli Manning,NYG,6500
Aaron Rodgers,GB,8600
Matthew Stafford,DET,6800
Philip Rivers,LAC,8200
Ryan Fitzpatrick,TB,7600
Cam Newton,CAR,8700
Alex Smith,WAS,7600
Nick Mullens,SF,6000
Jeff Driskel,CIN,6000
Tom Brady,NE,8300
Josh Rosen,ARI,6500
Andy Dalton,CIN,7900
Derek Carr,OAK,6600
Brock Osweiler,MIA,6600
Josh McCown,NYJ,6000
Taysom Hill,NO,6100
Brian Hoyer,NE,6000
Taylor Heinicke,CAR,6000
Joshua Dobbs,PIT,6000
Teddy Bridgewater,NO,6000
