,vals
const,0.08004048157344992
CBS,0.11549564092921015
ESPN,0.3031940818295327
FFToday,0.258430264641937
FantasyPros,-0.04882584435670861
NFL,0.17614028548778266
Yahoo,0.17484513902262944
