Player,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Corey Coleman, NYG WR Q",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Braxton Miller, Hou WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Leonte Carroo, Mia WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Malcolm Mitchell*, NE WR O",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Ricardo Louis*, Cle WR IR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Jordan Payton, Cle WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Moritz Bohringer, Cin WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Keenan Reynolds, Sea WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Kolby Listenbee, Ind WR Q",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Cody Core, Cin WR Q",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Aaron Burbridge, SF WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Devin Lucien, NE WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Demarcus Ayers, Chi WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Daniel Braverman, KC WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Devin Lewis Fuller, Atl WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Kenny Lawler, Sea WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Max McCaffrey, SF WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Eli Rogers, Pit WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Kasen Williams, Ind WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Jake Kumerow, GB WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Marquez North, LAR WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Andy Jones, Det WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Roger Lewis, NYG WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Xavier Rush, NO WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Dom Williams, Det WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Jordan Taylor*, Den WR IR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Bernard Reedy, TB WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Paul McRoberts, LAR WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Wendall Williams, Hou WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Anthony Dable, Atl WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Mitch Mathews, Mia WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Keyarris Garrett, Car WR Q",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Jalin Marshall, NYJ WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Bryce Treggs, Phi WR Q",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Johnny Holton, Oak WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Nelson Spruce, LAC WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Paul Turner, NE WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Amara Darboh*, Sea WR IR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Jehu Chesson, Wsh WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Malachi Dupre, Ari WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Rodney Adams, Min WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Carlos Henderson, Den WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Robert Davis*, Wsh WR IR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Isaiah Ford, Mia WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Noah Brown, Dal WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"DeAngelo Yancey, GB WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Jace Billingsley, Det WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Ishmael Zamora, Oak WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Austin Carr, NO WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Darius Powe, NYG WR Q",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Rashawn Scott, Mia WR Q",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Rannell Hall, Cle WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Tanner Gentry, Chi WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Damore'ea Stringfellow, Sea WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Kalif Raymond, NYG WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Jordan Leslie, Den WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Krishawn Hogan, Ind WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Travis Rudolph*, NYG WR IR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Chris Thompson, Hou WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Ed Eagan, NYG WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Carlton Agudosi, Ari WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Isaac Whitney, Oak WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Michael Clark, GB WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"JoJo Natson, LAR WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Jaleel Scott*, Bal WR IR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Daurice Fountain, Ind WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Deon Cain*, Ind WR IR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Dylan Cantrell, LAC WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Cedrick Wilson*, Dal WR IR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Braxton Berrios*, NE WR IR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Marcell Ateman, Oak WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Austin Proehl, Buf WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Byron Pringle*, KC WR IR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Allen Lazard, GB WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Riley McCarron*, NE WR O",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Tim White, Bal WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Bobo Wilson, TB WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Hunter Sharp, Cin WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Derrick Willies*, Cle WR IR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Marcus Kemp, KC WR",0/0,0,0,0,0,0,0,0,0,0,0,WR
"Vyncint Smith, Hou WR",--/--,--,--,--,--,--,--,--,--,--,--,WR
"KhaDarel Hodge, LAR WR",--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jawill Davis*, NYG WR IR",--/--,--,--,--,--,--,--,--,--,--,--,WR
"Cam Phillips, Buf WR",--/--,--,--,--,--,--,--,--,--,--,--,WR
"Deontay Burnett, NYJ WR",--/--,--,--,--,--,--,--,--,--,--,--,WR
"Chad Beebe, Min WR Q",--/--,--,--,--,--,--,--,--,--,--,--,WR
"River Cracraft, Den WR",--/--,--,--,--,--,--,--,--,--,--,--,WR
"Keith Kirkwood*, NO WR O",--/--,--,--,--,--,--,--,--,--,--,--,WR
"Quadree Henderson*, NYG WR IR",--/--,--,--,--,--,--,--,--,--,--,--,WR
"Lance Lenoir, Dal WR",--/--,--,--,--,--,--,--,--,--,--,--,WR
"Malik Turner, Sea WR",--/--,--,--,--,--,--,--,--,--,--,--,WR
"Gehrig Dieter, KC WR",--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jalen Tolliver, Ari WR",--/--,--,--,--,--,--,--,--,--,--,--,WR
"Darvin Kidsy, Wsh WR",--/--,--,--,--,--,--,--,--,--,--,--,WR
"Simmie Cobbs Jr., NO WR",--/--,--,--,--,--,--,--,--,--,--,--,WR
