Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Keelan Cole,WR,JAX,0.0,0.0,51.3,764.8,4.7
Sterling Shepard,WR,NYG,10.8,0.0,63.7,761.7,4.3
Kelvin Benjamin,WR,KC,0.2,0.0,55.3,759.1,4.4
Jordy Nelson,WR,OAK,3.8,0.0,66.7,713.9,5.1
Randall Cobb,WR,GB,33.2,0.1,65.8,687.0,4.9
Kenny Golladay,WR,DET,5.4,0.0,46.8,715.6,4.5
Julian Edelman,WR,NE,22.2,0.0,60.9,701.9,4.1
DeSean Jackson,WR,TB,21.8,0.0,48.4,701.4,3.7
Ted Ginn,WR,NO,35.2,0.1,45.1,666.9,4.0
Allen Hurns,WR,DAL,0.0,0.0,53.9,696.0,4.0
Mohamed Sanu,WR,ATL,11.1,0.0,59.6,672.7,4.2
Tyrell Williams,WR,LAC,0.0,0.0,43.3,674.4,4.3
Josh Doctson,WR,WAS,-0.8,0.0,45.2,634.2,4.7
DeVante Parker,WR,MIA,0.0,0.0,54.6,691.6,3.7
Rishard Matthews,WR,NYJ,0.6,0.0,46.0,659.0,4.0
Tyler Lockett,WR,SEA,57.3,0.4,47.3,604.8,3.5
Dede Westbrook,WR,JAX,0.7,0.0,47.7,629.5,3.6
John Ross,WR,CIN,19.5,0.0,46.5,604.7,3.7
Danny Amendola,WR,MIA,2.9,0.0,54.7,639.1,3.3
John Brown,WR,BAL,10.3,0.0,45.6,594.0,3.5
Paul Richardson,WR,WAS,2.1,0.0,44.4,619.0,3.2
Cameron Meredith,WR,NO,1.2,0.0,45.1,597.8,3.8
Mike Wallace,WR,PHI,5.0,0.0,37.8,573.5,3.8
D.J. Moore,WR,CAR,5.8,0.0,42.4,577.9,3.6
Quincy Enunwa,WR,NYJ,2.2,0.0,42.7,583.1,3.4
Calvin Ridley,WR,ATL,5.0,0.0,45.3,550.2,3.6
Donte Moncrief,WR,JAX,0.5,0.0,41.1,543.3,3.7
Chris Godwin,WR,TB,0.2,0.0,43.3,590.0,2.8
Ryan Grant,WR,IND,0.0,0.0,39.8,516.7,3.6
Jermaine Kearse,WR,NYJ,0.0,0.0,42.2,546.0,3.0
Michael Gallup,WR,DAL,3.8,0.0,41.8,506.8,3.4
Anthony Miller,WR,CHI,2.3,0.0,43.3,524.4,3.0
James Washington,WR,PIT,2.8,0.0,34.8,502.9,3.4
Courtland Sutton,WR,DEN,2.5,0.0,42.9,519.9,3.0
Christian Kirk,WR,ARI,3.5,0.0,44.9,527.0,2.8
Travis Benjamin,WR,LAC,42.5,0.1,30.7,481.3,2.9
Mike Williams,WR,LAC,0.5,0.0,39.9,478.2,3.6
Geronimo Allison,WR,GB,0.0,0.0,39.9,486.9,3.3
Terrance Williams,WR,DAL,6.8,0.0,40.7,504.4,2.7
Taywan Taylor,WR,TEN,24.4,0.1,38.2,457.2,2.5
Albert Wilson,WR,MIA,10.4,0.1,39.7,462.5,2.4
Cole Beasley,WR,DAL,0.6,0.0,42.8,434.8,2.7
Zay Jones,WR,BUF,1.6,0.0,34.1,435.2,2.5
J.J. Nelson,WR,ARI,22.7,0.1,28.2,428.4,2.2
Chester Rogers,WR,IND,8.1,0.0,33.4,429.8,2.3
Phillip Dorsett,WR,NE,3.4,0.0,29.0,418.6,2.3
Trent Taylor,WR,SF,0.2,0.0,37.3,427.7,2.3
Seth Roberts,WR,OAK,0.0,0.0,38.4,409.0,2.2
Willie Snead,WR,BAL,0.8,0.0,39.1,417.9,2.0
Laquon Treadwell,WR,MIN,0.0,0.0,34.0,380.5,2.3
Tyler Boyd,WR,CIN,5.2,0.0,30.6,385.4,2.1
Taylor Gabriel,WR,CHI,15.9,0.1,29.5,374.8,2.0
Adam Humphries,WR,TB,5.8,0.0,35.9,401.0,1.8
Chad Williams,WR,ARI,19.0,0.0,29.7,373.9,1.9
Antonio Callaway,WR,CLE,2.5,0.0,30.9,371.5,2.1
Tre'Quan Smith,WR,NO,2.7,0.0,27.8,355.6,2.3
Brandon LaFell,WR,OAK,0.1,0.0,26.0,369.3,2.0
Cordarrelle Patterson,WR,NE,87.3,0.5,24.0,266.2,1.5
Dante Pettis,WR,SF,3.4,0.0,26.8,341.0,1.9
Jaron Brown,WR,SEA,0.0,0.0,22.7,312.3,2.4
Cody Latimer,WR,NYG,0.0,0.0,26.7,334.3,1.9
Torrey Smith,WR,CAR,0.8,0.0,23.6,320.2,1.9
Bruce Ellington,WR,DET,10.0,0.0,24.3,318.0,1.8
D.J. Chark,WR,JAX,3.0,0.0,21.0,279.2,1.8
Chris Conley,WR,KC,0.0,0.0,21.5,299.4,1.5
T.J. Jones,WR,DET,0.0,0.0,21.4,281.8,1.5
Keke Coutee,WR,HOU,3.2,0.0,21.1,255.8,1.6
Curtis Samuel,WR,CAR,43.3,0.1,20.2,230.5,1.2
Kevin White,WR,CHI,3.4,0.0,18.6,279.3,1.1
Tavon Austin,WR,DAL,124.2,0.7,17.2,144.2,0.4
Brandon Zylstra,WR,MIN,0.0,0.0,0.0,224.9,1.5
Justin Hardy,WR,ATL,0.5,0.0,17.3,203.8,1.4
Trent Sherfield,WR,ARI,0.0,0.0,0.0,205.5,1.4
Tim Patrick,WR,DEN,0.0,0.0,0.0,202.5,1.3
Chris Moore,WR,BAL,5.4,0.0,16.1,194.8,1.3
Andre Holmes,WR,DEN,0.0,0.0,16.5,182.6,1.3
Tajae Sharpe,WR,TEN,0.1,0.0,11.7,193.2,1.1
DaeSean Hamilton,WR,DEN,3.2,0.0,14.4,189.0,1.1
Martavis Bryant,WR,OAK,10.0,0.0,12.0,166.0,1.2
Hunter Sharp,WR,CIN,4.4,0.0,14.0,152.1,1.4
Jakeem Grant,WR,MIA,8.4,0.0,12.3,173.2,1.0
J'Mon Moore,WR,GB,2.3,0.0,12.7,161.6,1.1
Rashard Higgins,WR,CLE,0.2,0.0,11.4,164.5,1.1
Robert Foster,WR,BUF,0.0,0.0,0.0,163.0,1.1
Josh Reynolds,WR,LAR,0.0,0.0,13.1,159.1,1.0
David Moore,WR,SEA,0.0,0.0,12.5,153.9,0.9
Deonte Thompson,WR,BUF,1.4,0.0,14.8,159.6,0.7
Demarcus Robinson,WR,KC,0.1,0.0,13.7,156.7,0.8
Eli Rogers,WR,PIT,0.6,0.0,13.4,148.9,0.9
Kendrick Bourne,WR,SF,0.0,0.0,7.2,143.7,0.5
Josh Bellamy,WR,CHI,2.7,0.0,8.9,125.3,0.6
Marquez Valdes-Scantling,WR,GB,0.5,0.0,6.5,117.2,0.8
Ray-Ray McCloud,WR,BUF,1.0,0.0,9.5,120.5,0.6
Equanimeous St. Brown,WR,GB,0.3,0.0,6.3,112.3,0.7
Damion Ratley,WR,CLE,0.0,0.0,6.0,109.1,0.6
Daurice Fountain,WR,IND,0.5,0.0,7.5,92.0,0.7
Zach Pascal,WR,IND,0.0,0.0,7.7,95.1,0.7
Corey Coleman,WR,NYG,3.0,0.0,8.0,97.0,0.5
Russell Shepard,WR,NYG,0.2,0.0,6.7,101.9,0.5
Auden Tate,WR,CIN,0.5,0.0,3.5,93.9,0.6
Josh Malone,WR,CIN,1.9,0.0,6.5,95.3,0.5
Damiere Byrd,WR,CAR,2.0,0.0,5.9,87.5,0.5
Darrius Heyward-Bey,WR,PIT,7.1,0.0,6.8,84.8,0.4
Trey Quinn,WR,WAS,0.3,0.0,4.0,85.4,0.4
Russell Gage,WR,ATL,0.5,0.0,3.0,80.5,0.5
Marcus Johnson,WR,IND,0.5,0.0,5.3,79.5,0.4
Justin Hunter,WR,PIT,0.2,0.0,4.2,53.1,0.8
Bennie Fowler,WR,NYG,0.0,0.0,6.0,72.0,0.4
Jarius Wright,WR,CAR,0.2,0.0,5.7,69.3,0.5
Maurice Harris,WR,WAS,0.0,0.0,5.3,70.7,0.4
Isaiah McKenzie,WR,BUF,2.0,0.0,2.0,76.6,0.4
Tommylee Lewis,WR,NO,4.1,0.0,6.3,67.2,0.5
Ryan Switzer,WR,PIT,2.9,0.0,5.9,68.0,0.4
Richie James,WR,SF,1.0,0.0,5.5,71.0,0.3
Justin Watson,WR,TB,1.3,0.0,4.3,67.0,0.3
Darius Jennings,WR,TEN,0.0,0.0,5.9,62.9,0.4
Alex Erickson,WR,CIN,3.5,0.0,5.8,72.8,0.2
Victor Bolden,WR,BUF,0.0,0.0,4.1,52.5,0.4
Cody Core,WR,CIN,0.0,0.0,6.6,69.4,0.1
Mike Thomas,WR,LAR,0.0,0.0,4.3,70.7,0.1
Geremy Davis,WR,LAC,0.3,0.0,4.1,52.5,0.4
Marvin Hall,WR,ATL,0.3,0.0,3.6,55.5,0.3
Charone Peake,WR,NYJ,0.0,0.0,5.5,55.6,0.2
Rashad Greene,WR,JAX,0.0,0.0,5.5,50.6,0.3
Austin Carr,WR,NO,1.0,0.0,5.0,45.4,0.3
Shelton Gibson,WR,PHI,0.3,0.0,4.5,50.9,0.2
Andy Jones,WR,DET,0.0,0.0,3.8,44.9,0.2
Matthew Slater,WR,NE,0.4,0.0,3.9,36.7,0.3
Noah Brown,WR,DAL,0.0,0.0,3.4,33.6,0.2
Dwayne Harris,WR,OAK,0.0,0.0,2.7,33.1,0.3
DeAndre Carter,WR,HOU,0.0,0.0,0.0,29.4,0.2
Andre Roberts,WR,NYJ,0.0,0.0,3.0,27.4,0.1
Marcell Ateman,WR,OAK,8.0,0.0,0.0,0.0,0.0
Byron Marshall,WR,WAS,0.0,0.0,0.0,0.0,0.0
Justin Hardee,WR,NO,0.0,0.0,0.0,0.0,0.0
