Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Antonio Brown,WR,PIT,1.9,0.0,105.5,1475.6,10.2
DeAndre Hopkins,WR,HOU,0.0,0.0,94.5,1322.1,9.6
Julio Jones,WR,ATL,8.4,0.0,93.7,1435.7,7.0
Odell Beckham,WR,NYG,16.4,0.0,97.2,1252.3,8.3
Michael Thomas,WR,NO,0.8,0.0,99.3,1249.0,7.6
Keenan Allen,WR,LAC,5.6,0.0,95.9,1271.2,7.1
Davante Adams,WR,GB,0.0,0.0,85.4,1075.7,9.1
A.J. Green,WR,CIN,0.0,0.0,85.4,1180.4,7.4
Mike Evans,WR,TB,0.0,0.0,81.4,1128.6,6.9
Tyreek Hill,WR,KC,100.2,0.8,76.1,1015.4,6.4
T.Y. Hilton,WR,IND,0.5,0.0,72.3,1083.5,6.4
Stefon Diggs,WR,MIN,26.1,0.1,78.9,1018.3,6.7
Doug Baldwin,WR,SEA,5.6,0.0,77.1,1001.7,7.0
Amari Cooper,WR,DAL,6.0,0.0,78.1,1032.6,6.5
Adam Thielen,WR,MIN,7.4,0.0,80.8,1068.7,5.5
JuJu Smith-Schuster,WR,PIT,2.0,0.0,66.2,926.8,7.1
Marvin Jones,WR,DET,0.5,0.0,61.2,938.3,6.6
Larry Fitzgerald,WR,ARI,0.1,0.0,96.3,1009.7,5.5
Demaryius Thomas,WR,HOU,0.0,0.0,82.5,982.7,5.9
Allen Robinson,WR,CHI,0.8,0.0,69.3,952.3,5.8
Brandin Cooks,WR,LAR,36.4,0.3,61.1,889.1,6.0
Golden Tate,WR,PHI,20.2,0.0,89.6,982.9,4.9
Josh Gordon,WR,NE,3.0,0.0,62.6,952.6,5.4
Marquise Goodwin,WR,SF,25.8,0.0,59.7,918.8,5.2
Chris Hogan,WR,NE,14.9,0.0,60.0,839.1,6.4
Jarvis Landry,WR,CLE,4.4,0.0,87.5,938.1,5.3
Michael Crabtree,WR,BAL,0.1,0.0,74.0,832.9,6.0
Devin Funchess,WR,CAR,0.0,0.0,57.5,822.1,6.0
Robby Anderson,WR,NYJ,16.1,0.0,62.6,852.6,5.2
Robert Woods,WR,LAR,10.8,0.0,62.7,848.8,5.1
Cooper Kupp,WR,LAR,0.2,0.0,62.7,830.6,5.4
Sammy Watkins,WR,KC,1.1,0.0,56.6,790.2,5.5
Emmanuel Sanders,WR,DEN,3.5,0.0,68.1,842.8,4.5
Pierre Garcon,WR,SF,0.2,0.0,68.1,866.1,4.1
Jamison Crowder,WR,WAS,19.6,0.1,71.2,838.9,4.5
Corey Davis,WR,TEN,0.0,0.0,67.9,811.5,5.0
Kenny Stills,WR,MIA,0.0,0.0,56.5,802.8,4.8
Nelson Agholor,WR,PHI,18.6,0.0,60.4,726.5,5.2
Alshon Jeffery,WR,PHI,0.0,0.0,50.0,713.0,5.7
Will Fuller,WR,HOU,10.0,0.0,51.5,722.7,5.4
