Player,Bye,Proj,Actual,Pts vs.*,Sack,Safe,TFL,Int,Fum Rec,TD,TD,Blk Kick,4 Dwn Stops,Yds Allow*,3 And Outs,Yds,TD,TD,POS
No new player Notes Seattle Sea - DEF Final (W) 43-16 vs SF,7,79,79,17.8,3.4,0.1,5.0,1.1,0.8,0.2,0.0,0.1,0.7,296,4.7,138.0,0.2,0.0,DST
No new player Notes Green Bay GB - DEF Final (L) 20-17 vs Ari,7,112,112,13.5,3.3,0.0,4.4,1.0,0.8,0.2,0.0,0.0,0.4,281,4.5,79.9,0.2,0.0,DST
No new player Notes Denver Den - DEF Final (W) 24-10 @ Cin,10,114,114,20.0,2.9,0.0,3.9,0.9,0.6,0.2,0.1,0.1,0.5,331,4.1,50.3,0.2,0.1,DST
No new player Notes Philadelphia Phi - DEF Final (W) 28-13 vs Was,9,117,117,19.8,2.7,0.1,4.4,1.0,0.6,0.2,0.1,0.1,0.8,333,2.9,78.3,0.2,0.1,DST
No new player Notes Tennessee Ten - DEF Final (W) 26-22 vs NYJ,8,122,122,15.3,2.9,0.0,3.9,0.9,0.7,0.2,0.1,0.1,0.4,281,3.2,89.1,0.2,0.1,DST
No new player Notes Miami Mia - DEF Final (W) 21-17 vs Buf,11,129,129,18.0,2.7,0.0,2.9,1.2,0.6,0.2,0.0,0.0,0.4,287,3.0,77.0,0.2,0.0,DST
No new player Notes Chicago Chi - DEF Final (L) 30-27 @ NYG,5,135,135,21.5,3.1,0.0,3.9,1.0,0.6,0.2,0.1,0.1,0.3,334,3.3,87.1,0.2,0.1,DST
No new player Notes Kansas City KC - DEF Final (W) 40-33 @ Oak,12,139,139,21.0,3.3,0.0,4.2,1.1,0.7,0.2,0.0,0.0,1.0,367,3.8,57.1,0.2,0.0,DST
No new player Notes Los Angeles LAR - DEF Final (W) 30-16 @ Det,12,140,140,21.8,3.0,0.1,5.0,1.0,0.6,0.2,0.1,0.0,0.3,359,3.2,51.6,0.2,0.1,DST
No new player Notes Houston Hou - DEF Final (W) 29-13 vs Cle,10,170,170,21.0,2.7,0.1,4.3,0.8,0.5,0.2,0.1,0.0,0.3,386,2.6,80.5,0.2,0.1,DST
No new player Notes Buffalo Buf - DEF Final (L) 21-17 @ Mia,11,177,177,21.5,3.1,0.0,4.2,1.1,0.6,0.1,0.0,0.0,0.7,344,3.8,92.5,0.1,0.0,DST
No new player Notes New England NE - DEF Final (W) 24-10 vs Min,11,188,188,21.8,2.8,0.1,4.5,0.9,0.6,0.1,0.0,0.1,0.7,402,3.6,79.4,0.1,0.0,DST
No new player Notes Cleveland Cle - DEF Final (L) 29-13 @ Hou,11,199,199,26.5,2.6,0.0,3.7,0.8,0.6,0.1,0.1,0.0,0.4,384,3.0,72.7,0.1,0.1,DST
No new player Notes New Orleans NO - DEF Final (L) 13-10 @ Dal,6,207,207,23.0,2.7,0.0,3.7,0.9,0.5,0.1,0.1,0.0,0.5,376,3.0,75.5,0.1,0.1,DST
No new player Notes Pittsburgh Pit - DEF Final (L) 33-30 vs LAC,7,233,233,24.8,2.4,0.1,3.8,0.8,0.5,0.2,0.0,0.1,0.7,420,2.3,71.0,0.2,0.0,DST
No new player Notes Cincinnati Cin - DEF Final (L) 24-10 vs Den,9,237,237,24.5,2.5,0.0,3.6,0.9,0.5,0.1,0.0,0.1,0.6,388,2.7,79.0,0.1,0.0,DST
No new player Notes Indianapolis Ind - DEF Final (L) 6-0 @ Jax,9,240,240,24.5,3.1,0.0,3.7,1.2,0.6,0.1,0.0,0.0,0.4,334,3.1,45.4,0.1,0.0,DST
No new player Notes Atlanta Atl - DEF Final (L) 26-16 vs Bal,8,250,250,22.5,2.5,0.0,3.8,0.8,0.6,0.1,0.0,0.0,0.3,352,2.9,68.2,0.1,0.0,DST
No new player Notes New York NYG - DEF Final (W) 30-27 vs Chi,9,253,253,22.0,2.1,0.0,2.7,0.8,0.5,0.1,0.1,0.1,0.7,354,3.0,72.8,0.1,0.1,DST
No new player Notes New York NYJ - DEF Final (L) 26-22 @ Ten,11,256,256,25.3,2.3,0.0,2.5,0.9,0.5,0.1,0.0,0.0,0.4,339,2.5,61.9,0.1,0.0,DST
No new player Notes Washington Was - DEF Final (L) 28-13 @ Phi,4,257,257,25.3,2.5,0.0,3.3,0.7,0.5,0.1,0.0,0.0,0.4,379,2.5,61.3,0.1,0.0,DST
No new player Notes Baltimore Bal - DEF Final (W) 26-16 @ Atl,10,270,270,25.0,2.2,0.1,3.5,0.7,0.5,0.2,0.0,0.0,0.6,379,2.8,50.0,0.2,0.0,DST
No new player Notes Carolina Car - DEF Final (L) 24-17 @ TB,4,296,296,25.0,2.7,0.0,4.0,0.9,0.5,0.1,0.0,0.1,0.8,411,3.2,32.0,0.1,0.0,DST
No new player Notes Los Angeles LAC - DEF Final (W) 33-30 @ Pit,8,344,344,27.8,2.4,0.0,3.9,0.8,0.5,0.2,0.0,0.0,0.6,412,2.6,86.3,0.2,0.0,DST
