Player,Int,Sty,Sack,TK,DFR,FF,DTD,Pa,PaNetA,RuYdA,TyDa,FPTS,POS
"Broncos, DEN",1.5,0.0,3.4,37.0,1.1,1.5,0.1,17.7,172.0,90.0,262,15,DST
"Seahawks, SEA",1.0,0.0,2.5,40.3,0.8,1.1,0.18,16.4,185.0,100.0,285,13,DST
"Patriots, NE",1.0,0.0,2.0,38.1,0.7,0.9,0.15,14.2,173.0,93.0,266,12,DST
"Ravens, BAL",0.7,0.0,2.8,38.5,0.8,1.1,0.08,16.4,179.0,93.0,272,12,DST
"Cowboys, DAL",0.6,0.1,2.2,42.3,0.7,0.9,0.19,19.8,192.0,93.0,285,12,DST
"Buccaneers, TB",1.1,0.0,2.6,43.9,1.4,1.9,0.23,26.3,280.0,92.0,372,10,DST
"Eagles, PHI",0.8,0.0,2.7,41.8,0.9,1.3,0.14,19.0,226.0,115.0,341,10,DST
"Cardinals, ARI",1.1,0.0,2.2,43.5,0.9,1.3,0.06,20.8,250.0,95.0,345,10,DST
"Steelers, PIT",0.9,0.0,1.6,42.2,1.0,1.4,0.18,18.6,250.0,85.0,335,10,DST
"49ers, SF",1.1,0.0,2.0,40.4,0.8,1.1,0.1,20.7,243.0,112.0,355,10,DST
"Packers, GB",1.1,0.0,2.3,43.5,0.6,0.8,0.11,19.6,217.0,126.0,343,10,DST
"Bears, CHI",0.8,0.0,2.7,40.5,0.8,1.1,0.06,20.2,191.0,118.0,309,10,DST
"Redskins, WAS",0.9,0.2,2.5,43.7,0.9,1.3,0.22,26.0,281.0,118.0,399,9,DST
"Jets, NYJ",1.3,0.0,2.7,40.7,0.6,0.8,0.15,21.5,244.0,79.0,323,9,DST
"Chiefs, KC",1.1,0.0,2.2,41.2,0.8,1.1,0.23,22.7,275.0,105.0,380,9,DST
"Jaguars, JAC",0.8,0.0,2.7,43.0,0.8,1.1,0.24,24.6,216.0,88.0,304,9,DST
"Panthers, CAR",0.9,0.0,3.3,43.2,0.7,0.9,0.09,24.9,255.0,102.0,357,9,DST
"Chargers, LAC",1.1,0.0,1.8,44.3,1.0,1.4,0.14,21.7,244.0,125.0,369,8,DST
"Falcons, ATL",0.5,0.0,2.1,43.2,0.8,1.1,0.27,25.3,207.0,112.0,319,8,DST
"Bengals, CIN",0.9,0.0,2.3,45.0,0.7,1.0,0.13,21.0,208.0,126.0,334,8,DST
"Colts, IND",1.2,0.0,1.9,41.4,0.8,1.1,0.06,23.2,224.0,125.0,349,8,DST
"Saints, NO",0.7,0.1,2.3,41.0,0.8,1.1,0.11,24.4,267.0,91.0,358,8,DST
"Dolphins, MIA",1.1,0.0,1.9,44.2,0.5,0.7,0.16,21.4,243.0,104.0,347,8,DST
"Raiders, OAK",0.5,0.0,2.4,41.7,0.7,0.9,0.2,23.0,195.0,150.0,345,8,DST
"Texans, HOU",0.7,0.0,2.4,41.7,0.8,1.1,0.07,24.0,221.0,111.0,332,7,DST
"Bills, BUF",0.8,0.1,2.0,42.1,0.6,0.8,0.1,25.1,254.0,104.0,358,7,DST
"Vikings, MIN",0.4,0.0,2.0,46.1,0.9,1.2,0.15,21.5,213.0,151.0,364,7,DST
"Giants, NYG",0.9,0.0,1.5,42.3,0.5,0.7,0.09,24.5,272.0,101.0,373,6,DST
"Rams, LAR",0.4,0.1,1.8,45.3,0.8,1.1,0.07,25.9,250.0,108.0,358,6,DST
