Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Steven Jackson, NE RB",@Pit,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Frank Gore, Mia RB",@Buf,L 16-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Darren Sproles, Phi RB",@NYG,W 34-29,--/--,--,--,--,--,--,--,--,--,--,--,RB
"John Kuhn, NO RB",NYJ,W 31-19,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Reggie Bush, Buf RB",Mia,W 24-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"DeAngelo Williams, Pit RB",NE,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Fred Jackson, Sea RB",LAR,L 7-42,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Adrian Peterson, Ari RB",@Wsh,L 15-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marshawn Lynch, Oak RB",Dal,L 17-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ahmad Bradshaw, Ind RB",Den,L 13-25,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Pierre Thomas, Wsh RB",Ari,W 20-15,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Darren McFadden, Dal RB",@Oak,W 20-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jonathan Stewart, NYG RB",Phi,L 29-34,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Chris Johnson, Ari RB",@Wsh,L 15-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Matt Forte, NYJ RB",@NO,L 19-31,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jamaal Charles, Den RB",@Ind,W 25-13,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jerome Felton, Buf RB",Mia,W 24-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Tim Hightower, SF RB",Ten,W 25-23,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Justin Forsett, Den RB",@Ind,W 25-13,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Mike Tolbert, Buf RB",Mia,W 24-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marcel Reece, Sea RB",LAR,L 7-42,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Danny Woodhead, Bal RB",@Cle,W 27-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Donald Brown, NE RB",@Pit,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Arian Foster, Mia RB",@Buf,L 16-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Rashad Jennings, NYG RB",Phi,L 29-34,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jorvorskie Lane, TB RB",Atl,L 21-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"LeSean McCoy, Buf RB",Mia,W 24-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Cedric Peerman, Cin RB",@Min,L 7-34,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marcus Thigpen, Buf RB",Mia,W 24-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Darrel Young, Car RB",GB,W 31-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Antone Smith, TB RB",Atl,L 21-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"C.J. Spiller, KC RB",LAC,W 30-13,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ryan Mathews, Phi RB",@NYG,W 34-29,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Dexter McCluster, LAC RB",@KC,L 13-30,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ben Tate, Pit RB",NE,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Toby Gerhart, Jax RB",Hou,W 45-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Boobie Dixon, Buf RB",Mia,W 24-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"LeGarrette Blount, Det RB",Chi,W 20-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"James Starks, GB RB",@Car,L 24-31,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Joique Bell, Det RB",Chi,W 20-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Chris Ivory, Buf RB",Mia,W 24-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"James Develin, NE RB",@Pit,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Tyler Clutts, Dal RB",@Oak,W 20-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Mark Ingram, NO RB",NYJ,W 31-19,--/--,--,--,--,--,--,--,--,--,--,--,RB
"DeMarco Murray, Ten RB",@SF,L 23-25,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Shane Vereen, NYG RB",Phi,L 29-34,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Stevan Ridley, Pit RB",NE,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ryan Williams, Dal RB",@Oak,W 20-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Daniel Thomas, Mia RB",@Buf,L 16-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Bilal Powell, NYJ RB",@NO,L 19-31,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Anthony Sherman, KC RB",LAC,W 30-13,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Kendall Hunter, NO RB",NYJ,W 31-19,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Taiwan Jones, Buf RB",Mia,W 24-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jordan Todman, Hou RB",@Jax,L 7-45,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Roy Helu Jr., Oak RB",Dal,L 17-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jacquizz Rodgers, TB RB",Atl,L 21-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Dion Lewis, Ten RB",@SF,L 23-25,--/--,--,--,--,--,--,--,--,--,--,--,RB
"DuJuan Harris, Jax RB",Hou,W 45-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Patrick DiMarco, Buf RB",Mia,W 24-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Matt Asiata, Det RB",Chi,W 20-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Shaun Draughn, NYG RB",Phi,L 29-34,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Chase Reynolds, LAR RB",@Sea,W 42-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Will Johnson, NYG RB",Phi,L 29-34,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Trent Richardson, Bal RB",@Cle,W 27-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Doug Martin, Oak RB",Dal,L 17-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Lamar Miller, Hou RB",@Jax,L 7-45,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Isaiah Pead*, Mia RB",@Buf,L 16-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Chris Polk, Hou RB",@Jax,L 7-45,--/--,--,--,--,--,--,--,--,--,--,--,RB
"LaMike James, Mia RB",@Buf,L 16-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Bernard Pierce, Den RB",@Ind,W 25-13,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Robert Turbin, Ind RB",Den,L 13-25,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ronnie Hillman, Dal RB",@Oak,W 20-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Cyrus Gray, Atl RB",@TB,W 24-21,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Vick Ballard, NO RB",NYJ,W 31-19,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Alfred Morris, Dal RB",@Oak,W 20-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Daniel Herron, Buf RB",Mia,W 24-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Bryce Brown, Sea RB",LAR,L 7-42,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Daryl Richardson, Ind RB",Den,L 13-25,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Cory Harkey, LAR RB",@Sea,W 42-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Joe Banyard, Buf RB",Mia,W 24-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Derrick Coleman, Atl RB",@TB,W 24-21,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jonas Gray, Jax RB",Hou,W 45-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Lance Dunbar, LAR RB",@Sea,W 42-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Travaris Cadet, Buf RB",Mia,W 24-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Brandon Bolden, NE RB",@Pit,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Bobby Rainey Jr., Bal RB",@Cle,W 27-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jonathan Grimes, Jax RB",Hou,W 45-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jamize Olawale, Dal RB",@Oak,W 20-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Fozzy Whittaker, Car RB",GB,W 31-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Montee Ball, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
"Le'Veon Bell, Pit RB",NE,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Giovani Bernard, Cin RB",@Min,L 7-34,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Knile Davis, Pit RB",NE,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Eddie Lacy, Sea RB",LAR,L 7-42,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Christine Michael, Ind RB",Den,L 13-25,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Andre Ellington, Hou RB",@Jax,L 7-45,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Latavius Murray, Min RB",Cin,W 34-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Kenjon Barner, Phi RB",@NYG,W 34-29,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Denard Robinson, Jax RB",Hou,W 45-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Mike Gillislee, NE RB",@Pit,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Chris Thompson, Wsh RB",Ari,W 20-15,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Mike James, Det RB",Chi,W 20-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Rex Burkhead, NE RB",@Pit,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Tommy Bohanon, Jax RB",Hou,W 45-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Stepfan Taylor, Ari RB",@Wsh,L 15-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Theo Riddick, Det RB",Chi,W 20-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Zac Stacy, NYJ RB",@NO,L 19-31,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Kyle Juszczyk, SF RB",Ten,W 25-23,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Joseph Randle, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
"Spencer Ware, KC RB",LAC,W 30-13,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Kerwynn Williams, Ari RB",@Wsh,L 15-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"C.J. Anderson, Den RB",@Ind,W 25-13,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Benny Cunningham, Chi RB",@Det,L 10-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Kendall Gaskins, SF RB",Ten,W 25-23,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Steven Miller, Det RB",Chi,W 20-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Zach Line, NO RB",NYJ,W 31-19,--/--,--,--,--,--,--,--,--,--,--,--,RB
"George Winn, Ind RB",Den,L 13-25,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Khiry Robinson, NYJ RB",@NO,L 19-31,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Charles Sims, TB RB",Atl,L 21-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Dri Archer, Buf RB",Mia,W 24-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Carlos Hyde, Cle RB",Bal,L 10-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jerick McKinnon, SF RB",Ten,W 25-23,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Terrance West, Bal RB",@Cle,W 27-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Tre Mason, LAR RB",@Sea,W 42-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Bishop Sankey, Min RB",Cin,W 34-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jeremy Hill, NE RB",@Pit,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Tyler Gaffney, Jax RB",Hou,W 45-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Storm Johnson, Mia RB",@Buf,L 16-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Lache Seastrunk, NYJ RB",@NO,L 19-31,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Andre Williams, LAC RB",@KC,L 13-30,--/--,--,--,--,--,--,--,--,--,--,--,RB
"James White, NE RB",@Pit,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ka'Deem Carey, Chi RB",@Det,L 10-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Devonta Freeman, Atl RB",@TB,W 24-21,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Lorenzo Taliaferro, Bal RB",@Cle,W 27-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marion Grice, Ari RB",@Wsh,L 15-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Isaiah Crowell, NYJ RB",@NO,L 19-31,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Alfred Blue, Hou RB",@Jax,L 7-45,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Damien Williams, KC RB",LAC,W 30-13,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Juwan Thompson, Den RB",@Ind,W 25-13,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Kapri Bibbs, Wsh RB",Ari,W 20-15,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Branden Oliver, LAC RB",@KC,L 13-30,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Antonio Andrews, Ten RB",@SF,L 23-25,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Darrin Reaves, KC RB",LAC,W 30-13,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Silas Redd, Wsh RB",Ari,W 20-15,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ryan Hewitt, Cin RB",@Min,L 7-34,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Trey Watts, LAR RB",@Sea,W 42-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Austin Johnson, TB RB",Atl,L 21-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jay Prosch, Hou RB",@Jax,L 7-45,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Orleans Darkwa, NYG RB",Phi,L 29-34,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Senorise Perry, Mia RB",@Buf,L 16-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Glenn Winston, Cle RB",Bal,L 10-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Fitzgerald Toussaint, Pit RB",NE,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Charcandrick West, KC RB",LAC,W 30-13,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Roosevelt Nix, Pit RB",NE,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"David Johnson, Ari RB",@Wsh,L 15-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marcus Murphy, Buf RB",Mia,W 24-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Michael Burton, Chi RB",@Det,L 10-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jeremy Langford, NYJ RB",@NO,L 19-31,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jalston Fowler, Sea RB",LAR,L 7-42,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Malcolm Johnson, SF RB",Ten,W 25-23,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Joey Iosefa, NE RB",@Pit,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jay Ajayi, Phi RB",@NYG,W 34-29,--/--,--,--,--,--,--,--,--,--,--,--,RB
"David Cobb, Chi RB",@Det,L 10-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ameer Abdullah, Det RB",Chi,W 20-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Melvin Gordon, LAC RB",@KC,L 13-30,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Karlos Williams, Pit RB",NE,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ty Montgomery, GB RB",@Car,L 24-31,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Javorius Allen, Bal RB",@Cle,W 27-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Kenny Hilliard, Wsh RB",Ari,W 20-15,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Josh Robinson, Ind RB",Den,L 13-25,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Aaron Ripkowski, GB RB",@Car,L 24-31,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Tyler Varga, Ind RB",Den,L 13-25,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Duke Johnson Jr., Cle RB",Bal,L 10-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"T.J. Yeldon, Jax RB",Hou,W 45-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Todd Gurley II, LAR RB",@Sea,W 42-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Tevin Coleman, Atl RB",@TB,W 24-21,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Matt Jones, Ind RB",Den,L 13-25,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Mike Davis, Sea RB",LAR,L 7-42,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Cameron Artis-Payne, Car RB",GB,W 31-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
