Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Todd Gurley,RB,LAR,92.6,0.8,4.0,38.3,0.2
Alvin Kamara,RB,NO,60.5,0.6,6.3,56.8,0.4
Ezekiel Elliott,RB,DAL,88.1,0.7,3.6,28.2,0.1
James Conner,RB,PIT,73.4,0.6,3.3,25.8,0.1
David Johnson,RB,ARI,62.2,0.5,4.4,39.5,0.1
Saquon Barkley,RB,NYG,65.7,0.5,4.6,36.6,0.1
Christian McCaffrey,RB,CAR,48.4,0.3,6.0,48.3,0.4
Melvin Gordon,RB,LAC,64.0,0.5,4.2,33.9,0.1
Latavius Murray,RB,MIN,75.2,0.7,2.1,13.7,0.1
Jordan Howard,RB,CHI,72.1,0.6,2.6,19.5,0.0
Tevin Coleman,RB,ATL,68.6,0.4,2.6,25.8,0.1
Lamar Miller,RB,HOU,69.9,0.5,2.3,18.4,0.1
Giovani Bernard,RB,CIN,57.5,0.4,3.3,27.1,0.1
Kenyan Drake,RB,MIA,55.0,0.5,3.2,24.2,0.1
Corey Clement,RB,PHI,49.3,0.5,2.5,24.9,0.1
Carlos Hyde,RB,JAX,64.0,0.6,1.6,11.0,0.0
T.J. Yeldon,RB,JAX,53.4,0.5,2.3,18.5,0.1
Chris Thompson,RB,WAS,20.0,0.1,5.3,47.2,0.4
Dion Lewis,RB,TEN,44.5,0.4,3.4,24.6,0.1
Adrian Peterson,RB,WAS,56.7,0.4,1.6,14.8,0.0
Peyton Barber,RB,TB,56.2,0.3,1.3,10.2,0.0
Phillip Lindsay,RB,DEN,48.9,0.2,2.8,22.3,0.1
Jamaal Williams,RB,GB,46.9,0.3,1.7,15.4,0.1
Rex Burkhead,RB,NE,37.9,0.3,1.9,16.7,0.1
Sony Michel,RB,NE,41.5,0.3,1.8,13.4,0.1
Jordan Wilkins,RB,IND,44.8,0.2,2.3,17.6,0.1
Alfred Morris,RB,SF,45.3,0.3,1.2,10.4,0.0
James White,RB,NE,16.9,0.1,4.5,36.7,0.2
Derrick Henry,RB,TEN,44.4,0.2,1.0,9.1,0.0
Royce Freeman,RB,DEN,39.7,0.2,1.9,14.6,0.0
Chris Carson,RB,SEA,40.0,0.2,1.6,12.7,0.0
Rashaad Penny,RB,SEA,34.8,0.2,1.7,13.9,0.0
Tarik Cohen,RB,CHI,19.5,0.1,2.8,23.2,0.3
Javorius Allen,RB,BAL,25.6,0.2,2.7,18.9,0.1
Austin Ekeler,RB,LAC,28.0,0.1,2.3,20.3,0.1
Theo Riddick,RB,DET,12.4,0.1,4.0,31.0,0.2
Chris Ivory,RB,BUF,35.8,0.1,1.7,13.0,0.0
Wendell Smallwood,RB,PHI,29.7,0.1,1.5,12.9,0.0
Nyheim Hines,RB,IND,20.9,0.1,2.7,21.7,0.1
Duke Johnson,RB,CLE,15.6,0.1,3.0,26.2,0.1
C.J. Anderson,RB,LAR,32.0,0.2,0.9,6.5,0.0
LeGarrette Blount,RB,DET,31.3,0.2,0.7,4.4,0.0
Alfred Blue,RB,HOU,26.3,0.2,0.8,7.1,0.0
Josh Adams,RB,PHI,26.5,0.2,0.8,6.2,0.0
Ty Montgomery,RB,BAL,15.5,0.1,2.0,15.6,0.1
Jacquizz Rodgers,RB,TB,21.5,0.1,1.5,11.5,0.0
Mike Boone,RB,MIN,19.8,0.2,1.0,7.8,0.0
Mark Walton,RB,CIN,20.2,0.1,1.2,8.3,0.0
Chase Edmonds,RB,ARI,16.8,0.1,1.7,13.1,0.0
Jalen Richard,RB,OAK,12.9,0.0,2.0,16.5,0.1
Doug Martin,RB,OAK,20.7,0.1,0.8,5.9,0.0
Spencer Ware,RB,KC,15.6,0.1,0.9,7.3,0.0
