Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Kyle Juszczyk,RB,SF,2.8,0.0,2.2,20.9,0.1
Wayne Gallman,RB,NYG,9.6,0.0,1.2,9.0,0.0
Rod Smith,RB,DAL,11.4,0.1,0.7,5.4,0.0
Devontae Booker,RB,DEN,10.5,0.0,1.0,7.6,0.0
Nick Chubb,RB,CLE,11.1,0.1,0.6,4.4,0.0
Stevan Ridley,RB,PIT,11.2,0.1,0.6,4.1,0.0
Jonathan Williams,RB,IND,9.3,0.1,0.6,4.3,0.0
Brandon Wilds,RB,ARI,8.5,0.1,0.4,3.2,0.0
Roc Thomas,RB,MIN,8.3,0.1,0.4,3.0,0.0
Anthony Sherman,RB,KC,1.4,0.1,0.6,5.9,0.1
Jaylen Samuels,RB,PIT,6.6,0.1,0.4,3.5,0.0
Jonathan Stewart,RB,NYG,8.7,0.0,0.2,1.7,0.0
Trenton Cannon,RB,NYJ,4.5,0.0,0.6,4.4,0.0
Taiwan Jones,RB,BUF,4.9,0.0,0.5,4.6,0.0
Mike Davis,RB,SEA,3.8,0.0,0.5,4.5,0.0
Brandon Bolden,RB,MIA,4.7,0.1,0.2,1.4,0.0
C.J. Ham,RB,MIN,1.9,0.0,0.5,3.8,0.0
Cameron Artis-Payne,RB,CAR,3.9,0.0,0.2,1.3,0.0
Brian Hill,RB,ATL,3.3,0.0,0.3,2.5,0.0
Tyler Ervin,RB,BAL,1.3,0.0,0.6,3.9,0.0
Damien Williams,RB,KC,1.6,0.0,0.3,2.6,0.0
Elijhaa Penny,RB,NYG,1.5,0.0,0.2,1.6,0.0
James Develin,RB,NE,0.0,0.0,0.7,5.3,0.0
Senorise Perry,RB,MIA,2.3,0.0,0.2,1.1,0.0
Andy Janovich,RB,DEN,1.3,0.0,0.4,2.8,0.0
Benny Cunningham,RB,CHI,1.1,0.0,0.3,3.0,0.0
Keith Smith,RB,OAK,0.5,0.0,0.5,3.5,0.0
Roosevelt Nix,RB,PIT,1.7,0.0,0.3,2.0,0.0
Derek Watt,RB,LAC,1.3,0.0,0.3,2.2,0.0
Zach Line,RB,NO,1.6,0.0,0.3,1.9,0.0
Justin Davis,RB,LAR,2.0,0.0,0.2,1.3,0.0
Patrick DiMarco,RB,BUF,1.1,0.0,0.3,2.4,0.0
Tre Madden,RB,SEA,0.5,0.0,0.2,1.9,0.0
Alex Armah,RB,CAR,1.0,0.0,0.2,1.8,0.0
Tommy Bohanon,RB,JAX,0.5,0.0,0.3,2.0,0.0
De'Lance Turner,RB,BAL,1.8,0.0,0.1,0.8,0.0
Jamize Olawale,RB,DAL,1.2,0.0,0.1,0.9,0.0
Ricky Ortiz,RB,ATL,0.0,0.0,0.3,2.1,0.0
Detrez Newsome,RB,LAC,1.0,0.0,0.1,0.7,0.0
Derrick Coleman,RB,ARI,0.9,0.0,0.0,0.4,0.0
Brandon Wilson,RB,CIN,0.0,0.0,0.0,0.0,0.0
