Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Todd Gurley,RB,LAR,0.0,0.0,0.0,94.3,0.8,4.1,40.8,0.2
Alvin Kamara,RB,NO,0.0,0.0,0.0,72.1,0.5,6.0,54.7,0.2
Christian McCaffrey,RB,CAR,0.0,0.0,0.0,54.2,0.3,6.5,58.0,0.3
David Johnson,RB,ARI,0.0,0.0,0.0,71.7,0.5,4.1,38.6,0.1
Ezekiel Elliott,RB,DAL,0.0,0.0,0.0,85.3,0.7,2.6,24.3,0.1
Saquon Barkley,RB,NYG,0.0,0.0,0.0,75.3,0.5,3.9,35.9,0.1
Giovani Bernard,RB,CIN,0.0,0.0,0.0,53.5,0.2,5.6,49.3,0.2
James Conner,RB,PIT,0.0,0.0,0.0,78.2,0.6,3.1,23.9,0.1
Melvin Gordon,RB,LAC,0.0,0.0,0.0,70.1,0.5,3.2,27.5,0.1
Lamar Miller,RB,HOU,0.0,0.0,0.0,70.9,0.4,2.9,25.1,0.1
Tevin Coleman,RB,ATL,0.0,0.0,0.0,70.6,0.4,2.6,25.5,0.2
Kenyan Drake,RB,MIA,0.0,0.0,0.0,67.0,0.5,2.7,22.4,0.1
Latavius Murray,RB,MIN,0.0,0.0,0.0,70.2,0.7,1.9,16.3,0.0
Jordan Howard,RB,CHI,0.0,0.0,0.0,74.4,0.6,1.8,14.7,0.1
Corey Clement,RB,PHI,0.0,0.0,0.0,60.0,0.6,1.9,17.4,0.1
Matt Breida,RB,SF,0.0,0.0,0.0,42.8,0.3,3.9,33.7,0.1
Marshawn Lynch,RB,OAK,0.0,0.0,0.0,64.8,0.5,1.8,14.5,0.0
Alex Collins,RB,BAL,0.0,0.0,0.0,62.6,0.5,2.0,18.9,0.0
T.J. Yeldon,RB,JAX,0.0,0.0,0.0,44.4,0.0,5.2,37.8,0.1
Jordan Wilkins,RB,IND,0.0,0.0,0.0,49.6,0.4,2.8,25.5,0.0
Chris Thompson,RB,WAS,0.0,0.0,0.0,27.9,0.2,4.1,42.3,0.2
Rex Burkhead,RB,NE,0.0,0.0,0.0,32.1,0.6,3.3,23.3,0.1
James White,RB,NE,0.0,0.0,0.0,14.9,0.1,5.9,42.9,0.2
Phillip Lindsay,RB,DEN,0.0,0.0,0.0,37.2,0.1,3.8,32.8,0.2
Carlos Hyde,RB,JAX,0.0,0.0,0.0,45.9,0.4,2.4,21.4,0.1
Tarik Cohen,RB,CHI,0.0,0.0,0.0,24.3,0.2,3.3,30.3,0.2
Peyton Barber,RB,TB,0.0,0.0,0.0,50.7,0.3,2.0,18.1,0.0
Bilal Powell,RB,NYJ,0.0,0.0,0.0,45.4,0.2,2.8,23.5,0.1
Isaiah Crowell,RB,NYJ,0.0,0.0,0.0,51.4,0.3,2.3,14.2,0.1
Adrian Peterson,RB,WAS,0.0,0.0,0.0,52.8,0.5,0.9,6.3,0.0
Nyheim Hines,RB,IND,0.0,0.0,0.0,27.5,0.1,4.0,32.8,0.1
Jamaal Williams,RB,GB,0.0,0.0,0.0,47.1,0.4,1.7,11.9,0.1
Sony Michel,RB,NE,0.0,0.0,0.0,40.2,0.3,1.6,16.4,0.1
Rashaad Penny,RB,SEA,0.0,0.0,0.0,44.1,0.4,1.5,13.0,0.1
Kerryon Johnson,RB,DET,0.0,0.0,0.0,54.5,0.3,1.5,9.3,0.1
Dion Lewis,RB,TEN,0.0,0.0,0.0,39.2,0.3,1.9,15.3,0.1
Austin Ekeler,RB,LAC,0.0,0.0,0.0,28.2,0.2,2.8,26.4,0.2
Ito Smith,RB,ATL,0.0,0.0,0.0,29.3,0.2,3.4,25.3,0.0
Theo Riddick,RB,DET,0.0,0.0,0.0,21.5,0.1,3.9,32.5,0.1
Chris Carson,RB,SEA,0.0,0.0,0.0,39.3,0.3,2.1,16.0,0.1
Duke Johnson,RB,CLE,0.0,0.0,0.0,11.6,0.1,4.2,39.2,0.1
Royce Freeman,RB,DEN,0.0,0.0,0.0,41.4,0.3,1.6,13.6,0.0
Alfred Morris,RB,SF,0.0,0.0,0.0,47.7,0.4,0.6,4.8,0.0
Derrick Henry,RB,TEN,0.0,0.0,0.0,45.8,0.4,0.9,6.1,0.0
Javorius Allen,RB,BAL,0.0,0.0,0.0,25.2,0.1,2.9,20.5,0.1
Wendell Smallwood,RB,PHI,0.0,0.0,0.0,29.7,0.0,2.3,15.9,0.0
Aaron Jones,RB,GB,0.0,0.0,0.0,25.0,0.2,1.2,9.4,0.1
Frank Gore,RB,MIA,0.0,0.0,0.0,32.6,0.1,1.4,10.7,0.0
Chris Ivory,RB,BUF,0.0,0.0,0.0,27.8,0.2,1.0,7.7,0.0
LeGarrette Blount,RB,DET,0.0,0.0,0.0,33.0,0.3,0.3,1.3,0.0
Jalen Richard,RB,OAK,0.0,0.0,0.0,16.8,0.1,1.7,16.0,0.1
Corey Grant,RB,JAX,0.0,0.0,0.0,23.1,0.1,0.8,5.0,0.1
Doug Martin,RB,OAK,0.0,0.0,0.0,27.9,0.1,0.8,5.4,0.0
Ty Montgomery,RB,BAL,0.0,0.0,0.0,13.1,0.1,1.5,13.0,0.0
C.J. Anderson,RB,LAR,0.0,0.0,0.0,19.9,0.2,0.9,7.9,0.0
Marcus Murphy,RB,BUF,0.0,0.0,0.0,23.7,0.1,0.8,6.5,0.0
Wayne Gallman,RB,NYG,0.0,0.0,0.0,17.8,0.1,1.2,10.9,0.0
Mark Walton,RB,CIN,0.0,0.0,0.0,21.9,0.2,0.0,0.0,0.0
Mike Boone,RB,MIN,0.0,0.0,0.0,30.5,0.0,0.0,0.0,0.0
Alfred Blue,RB,HOU,0.0,0.0,0.0,22.9,0.0,0.5,2.2,0.0
Nick Chubb,RB,CLE,0.0,0.0,0.0,14.7,0.1,0.3,2.6,0.0
Jacquizz Rodgers,RB,TB,0.0,0.0,0.0,13.4,0.0,0.6,4.8,0.0
Spencer Ware,RB,KC,0.0,0.0,0.0,10.1,0.1,0.6,4.6,0.0
Devontae Booker,RB,DEN,0.0,0.0,0.0,9.3,0.0,0.7,6.1,0.0
