Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Status
Alvin Kamara,RB,NO,0.0,0.0,0.0,70.0,0.6,5.2,48.7,0.2, 
Ezekiel Elliott,RB,DAL,0.0,0.0,0.0,96.3,0.7,3.7,30.5,0.1, 
Todd Gurley,RB,LAR,0.0,0.0,0.0,81.6,0.7,4.2,35.5,0.2, 
David Johnson,RB,ARI,0.0,0.0,0.0,75.6,0.5,4.1,38.9,0.2, 
Christian McCaffrey,RB,CAR,0.0,0.0,0.0,52.6,0.4,5.4,44.7,0.2, 
Saquon Barkley,RB,NYG,0.0,0.0,0.0,68.2,0.4,5.2,36.4,0.1, 
James Conner,RB,PIT,0.0,0.0,0.0,70.7,0.5,3.4,29.1,0.1, 
Kareem Hunt,RB,FA,0.0,0.0,15.8,0.7,3.3,27.4,0.1,, 
Tevin Coleman,RB,ATL,0.0,0.0,0.0,69.6,0.5,3.0,30.0,0.1, 
Jordan Howard,RB,CHI,0.0,0.0,0.0,69.4,0.5,3.0,24.6,0.1, 
Latavius Murray,RB,MIN,0.0,0.0,0.0,67.5,0.6,2.5,19.8,0.1, 
Lamar Miller,RB,HOU,0.0,0.0,0.0,73.2,0.5,2.3,18.1,0.1, 
Melvin Gordon,RB,LAC,0.0,0.0,0.0,55.9,0.2,3.9,30.2,0.1, 
Giovani Bernard,RB,CIN,0.0,0.0,0.0,54.5,0.3,3.2,28.3,0.1, 
Kenyan Drake,RB,MIA,0.0,0.0,0.0,53.7,0.4,3.1,23.7,0.1, 
Chris Thompson,RB,WAS,0.0,0.0,0.0,22.1,0.1,4.8,42.9,0.2, 
Carlos Hyde,RB,JAX,0.0,0.0,0.0,68.4,0.6,1.3,9.5,0.1, 
T.J. Yeldon,RB,JAX,0.0,0.0,0.0,54.3,0.4,2.5,19.2,0.1, 
Dion Lewis,RB,TEN,0.0,0.0,0.0,48.5,0.2,3.3,24.6,0.1, 
Alex Collins,RB,BAL,0.0,0.0,0.0,62.6,0.4,1.8,13.9,0.0,IR
Matt Breida,RB,SF,0.0,0.0,0.0,52.8,0.4,2.2,19.6,0.1,IR
Adrian Peterson,RB,WAS,0.0,0.0,0.0,58.0,0.5,1.8,14.8,0.1, 
