Player,Team,Salary
Alvin Kamara,NOR,8700
Adrian Peterson,WAS,6500
Carlos Hyde,CLE,6500
Todd Gurley,LAR,9300
Christian McCaffrey,CAR,7900
Saquon Barkley,NYG,8000
Chris Carson,SEA,6400
Isaiah Crowell,NYJ,6400
Giovani Bernard,CIN,6400
Wendell Smallwood,PHI,4500
Kareem Hunt,KAN,7900
Marshawn Lynch,OAK,6400
Javorius Allen,BAL,4900
Melvin Gordon,LAC,8400
Jordan Howard,CHI,7400
Alex Collins,BAL,6300
Chris Ivory,BUF,5100
David Johnson,ARI,8200
Ezekiel Elliott,DAL,8200
Matt Breida,SFO,6200
Alfred Morris,SFO,5500
James White,NWE,6100
Royce Freeman,DEN,6000
Kerryon Johnson,DET,5700
James Conner,PIT,7500
T.J. Yeldon,JAC,6100
Tevin Coleman,ATL,7300
Lamar Miller,HOU,6700
Kyle Juszczyk,SFO,4500
C.J. Anderson,CAR,5300
Ty Montgomery,GNB,5100
Corey Clement,PHI,5800
Jalen Richard,OAK,4600
Tarik Cohen,CHI,5600
Zach Line,NOR,4500
LeGarrette Blount,DET,5300
Bilal Powell,NYJ,6300
C.J. Ham,MIN,4500
Devontae Booker,DEN,5200
Nyheim Hines,IND,5500
Austin Ekeler,LAC,5600
Derrick Henry,TEN,6000
Latavius Murray,MIN,5200
Jamaal Williams,GNB,5500
Dion Lewis,TEN,5700
Sony Michel,NWE,5600
Aaron Jones,GNB,5900
Theo Riddick,DET,5400
Ito Smith,ATL,4500
Duke Johnson,CLE,4800
Doug Martin,OAK,5100
Malcolm Brown,LAR,5000
Spencer Ware,KAN,4600
Marcus Murphy,BUF,4500
Rex Burkhead,NWE,5800
Peyton Barber,TAM,6000
Jordan Wilkins,IND,5600
Josh Adams,PHI,4500
Jacquizz Rodgers,TAM,4500
Damien Williams,KAN,4500
Wayne Gallman,NYG,4600
Chris Thompson,WAS,6500
Alfred Blue,HOU,5000
Anthony Sherman,KAN,4500
Phillip Lindsay,DEN,6400
Kenyan Drake,MIA,6800
Shaun Wilson,TAM,4500
Stevan Ridley,PIT,4500
Derrick Coleman,ARI,4500
Mike Boone,MIN,4500
Corey Grant,JAC,5600
Benny Cunningham,CHI,4500
Raheem Mostert,SFO,4500
Mike Davis,SEA,4500
Frank Gore,MIA,5300
Tommy Bohanon,JAC,4500
Chase Edmonds,ARI,5000
Mike Gillislee,NOR,4600
Jonathan Stewart,NYG,4700
Keith Smith,OAK,4500
Jonathan Williams,NOR,4500
Nick Chubb,CLE,4700
Brandon Wilds,ARI,4500
Rashaad Penny,SEA,6100
Kapri Bibbs,WAS,4500
Tre Madden,SEA,4500
Andy Janovich,DEN,4500
Alex Armah,CAR,4500
Christine Michael,IND,4700
James Develin,NWE,4500
Mark Walton,CIN,4900
Michael Burton,CHI,4500
Nick Bellore,DET,4500
Cameron Artis-Payne,CAR,4500
Marlon Mack,IND,6000
Elijhaa Penny,NYG,4600
Senorise Perry,MIA,4500
Brandon Bolden,MIA,4700
Detrez Newsome,LAC,4500
Derek Watt,LAC,4500
Roosevelt Nix,PIT,4500
Tyler Ervin,HOU,4500
Justin Davis,LAR,4500
Taiwan Jones,BUF,4500
Rod Smith,DAL,5000
Patrick DiMarco,BUF,4500
Jamize Olawale,DAL,4500
Trenton Cannon,NYJ,4500
