Player,Bye,Proj,Actual,0-19,0-19,20-29,20-29,30-39,30-39,40-49,40-49,50+,50+,0-19,0-19,20-29,20-29,30-39,30-39,40-49,40-49,50+,50+,Made,Miss,POS
No new player Notes Greg Zuerlein LAR - K Final (W) 34-0 vs Ari,12,72,72,0.0,0.0,0.6,0.0,0.7,0.0,0.6,0.1,0.4,0.1,0.0,0.0,0.6,0.0,0.7,0.0,0.6,0.1,0.4,0.1,3.3,0.1,K
No new player Notes Wil Lutz NO - K Final (W) 21-18 vs Cle,6,87,87,0.0,0.0,0.5,0.0,0.6,0.1,0.8,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.6,0.1,0.8,0.1,0.2,0.1,3.4,0.1,K
No new player Notes Justin Tucker Bal - K Final (L) 34-23 @ Cin,10,97,97,0.0,0.0,0.6,0.0,0.5,0.0,0.7,0.1,0.4,0.1,0.0,0.0,0.6,0.0,0.5,0.0,0.7,0.1,0.4,0.1,2.4,0.0,K
No new player Notes Matt Bryant Atl - K Final (W) 31-24 vs Car,8,107,107,0.0,0.0,0.5,0.0,0.5,0.0,0.7,0.1,0.3,0.1,0.0,0.0,0.5,0.0,0.5,0.0,0.7,0.1,0.3,0.1,2.4,0.1,K
No new player Notes Brandon McManus Den - K Final (W) 20-19 vs Oak,10,108,108,0.0,0.0,0.6,0.0,0.6,0.0,0.7,0.2,0.3,0.2,0.0,0.0,0.6,0.0,0.6,0.0,0.7,0.2,0.3,0.2,2.4,0.2,K
No new player Notes Chris Boswell Pit - K IR Final (L) 42-37 vs KC,7,110,110,0.0,0.0,0.5,0.0,0.5,0.1,0.7,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.5,0.1,0.7,0.1,0.2,0.1,2.9,0.1,K
No new player Notes Harrison Butker KC - K Final (W) 42-37 @ Pit,12,112,112,0.0,0.0,0.6,0.0,0.6,0.1,0.6,0.1,0.3,0.1,0.0,0.0,0.6,0.0,0.6,0.1,0.6,0.1,0.3,0.1,2.7,0.1,K
No new player Notes Robbie Gould SF - K Final (W) 30-27 vs Det,11,116,116,0.0,0.0,0.6,0.0,0.7,0.1,0.6,0.1,0.1,0.1,0.0,0.0,0.6,0.0,0.7,0.1,0.6,0.1,0.1,0.1,2.8,0.1,K
No new player Notes Jake Elliott Phi - K Final (L) 27-21 @ TB,9,123,123,0.0,0.0,0.4,0.0,0.8,0.0,0.5,0.1,0.3,0.1,0.0,0.0,0.4,0.0,0.8,0.0,0.5,0.1,0.3,0.1,2.9,0.1,K
Player Note Adam Vinatieri Ind - K Final (W) 21-9 @ Was,9,131,131,0.0,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.2,0.2,0.0,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.2,0.2,2.2,0.1,K
No new player Notes Stephen Gostkowski NE - K Final (L) 31-20 @ Jax,11,133,133,0.1,0.0,0.4,0.0,0.5,0.1,0.6,0.1,0.2,0.1,0.1,0.0,0.4,0.0,0.5,0.1,0.6,0.1,0.2,0.1,2.9,0.1,K
No new player Notes Matt Prater Det - K Final (L) 30-27 @ SF,6,140,140,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.1,0.3,0.1,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.1,0.3,0.1,2.4,0.1,K
No new player Notes Dustin Hopkins Was - K Final (L) 21-9 vs Ind,4,142,142,0.0,0.0,0.5,0.0,0.6,0.0,0.7,0.2,0.1,0.1,0.0,0.0,0.5,0.0,0.6,0.0,0.7,0.2,0.1,0.1,2.5,0.1,K
No new player Notes Josh Lambo Jax - K IR Final (W) 31-20 vs NE,9,147,147,0.0,0.0,0.5,0.0,0.7,0.0,0.6,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.7,0.0,0.6,0.1,0.2,0.1,2.1,0.1,K
No new player Notes Ka'imi Fairbairn Hou - K Final (L) 20-17 @ Ten,10,158,158,0.0,0.0,0.5,0.0,0.5,0.1,0.5,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.5,0.1,0.5,0.1,0.2,0.1,2.6,0.1,K
No new player Notes Caleb Sturgis LAC - K Inactive Final (W) 31-20 @ Buf,8,161,161,0.0,0.0,0.4,0.0,0.4,0.0,0.4,0.0,0.2,0.2,0.0,0.0,0.4,0.0,0.4,0.0,0.4,0.0,0.2,0.2,3.0,0.2,K
No new player Notes Graham Gano Car - K IR Final (L) 31-24 @ Atl,4,163,163,0.1,0.0,0.5,0.0,0.5,0.0,0.6,0.1,0.1,0.1,0.1,0.0,0.5,0.0,0.5,0.0,0.6,0.1,0.1,0.1,2.5,0.1,K
No new player Notes Aldrick Rosas NYG - K Final (L) 20-13 @ Dal,9,167,167,0.0,0.0,0.5,0.0,0.5,0.0,0.6,0.2,0.2,0.1,0.0,0.0,0.5,0.0,0.5,0.0,0.6,0.2,0.2,0.1,1.9,0.2,K
No new player Notes Mason Crosby GB - K Final (T) 29-29 vs Min,7,168,168,0.0,0.0,0.5,0.0,0.5,0.1,0.5,0.1,0.1,0.1,0.0,0.0,0.5,0.0,0.5,0.1,0.5,0.1,0.1,0.1,2.9,0.1,K
Player Note Cody Parkey Chi - K Final (W) 24-17 vs Sea,5,171,171,0.1,0.0,0.4,0.0,0.6,0.1,0.6,0.1,0.1,0.1,0.1,0.0,0.4,0.0,0.6,0.1,0.6,0.1,0.1,0.1,2.4,0.1,K
No new player Notes Chandler Catanzaro Car - K Final (L) 31-24 @ Atl,4,172,172,0.0,0.0,0.5,0.0,0.5,0.0,0.6,0.2,0.1,0.1,0.0,0.0,0.5,0.0,0.5,0.0,0.6,0.2,0.1,0.1,2.4,0.1,K
No new player Notes Sebastian Janikowski Sea - K Questionable Final (L) 24-17 @ Chi,7,173,173,0.0,0.0,0.4,0.0,0.4,0.0,0.6,0.1,0.2,0.2,0.0,0.0,0.4,0.0,0.4,0.0,0.6,0.1,0.2,0.2,2.3,0.2,K
No new player Notes Jason Myers NYJ - K Final (L) 20-12 vs Mia,11,181,181,0.2,0.0,0.4,0.0,0.4,0.1,0.7,0.2,0.3,0.1,0.2,0.0,0.4,0.0,0.4,0.1,0.7,0.2,0.3,0.1,0.9,0.0,K
No new player Notes Randy Bullock Cin - K Final (W) 34-23 vs Bal,9,188,188,0.1,0.0,0.3,0.0,0.5,0.1,0.6,0.2,0.1,0.1,0.1,0.0,0.3,0.0,0.5,0.1,0.6,0.2,0.1,0.1,2.4,0.1,K
