Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Jason Witten, Dal TE",LAR,L 30-35,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Antonio Gates, LAC TE",Phi,L 24-26,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Kellen Winslow, NYJ TE",Jax,W 23-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Benjamin Watson, NO TE",@Mia,W 20-0,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Alex Smith, Wsh TE",@KC,L 20-29,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Vernon Davis, Wsh TE",@KC,L 20-29,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Marcedes Lewis, Jax TE",@NYJ,L 20-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Anthony Fasano, Mia TE",NO,L 0-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Owen Daniels, Den TE",Oak,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Delanie Walker, Ten TE",@Hou,L 14-57,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Daniel Fells, NYG TE",@TB,L 23-25,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Greg Olsen, Car TE",@NE,W 33-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Matt Spaeth, Pit TE",@Bal,W 26-9,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Scott Chandler*, NE TE",Car,L 30-33,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brent Celek, Phi TE",@LAC,W 26-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Clark Harris, Cin TE",@Cle,W 31-7,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Fred Davis, Wsh TE",@KC,L 20-29,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Martellus Bennett, NE TE",Car,L 30-33,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Craig Stevens, Ten TE",@Hou,L 14-57,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Gary Barnidge, Cle TE",Cin,L 7-31,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jacob Tamme, Atl TE",Buf,L 17-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Kellen Davis, NYJ TE",Jax,W 23-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Matthew Mulligan, Det TE",@Min,W 14-7,--/--,--,--,--,--,--,--,--,--,--,--,TE
"David Johnson, Pit TE",@Bal,W 26-9,--/--,--,--,--,--,--,--,--,--,--,--,TE
"James Casey, Den TE",Oak,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Chase Coffman, Ind TE",@Sea,L 18-46,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jared Cook, Oak TE",@Den,L 10-16,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Bear Pascoe, NE TE",Car,L 30-33,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brandon Pettigrew, Det TE",@Min,W 14-7,--/--,--,--,--,--,--,--,--,--,--,--,TE
"John Phillips, NO TE",@Mia,W 20-0,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Zach Miller*, Chi TE",@GB,L 14-35,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brandon Myers, TB TE",NYG,W 25-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jermaine Gresham, Ari TE",SF,W 18-15,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Rob Gronkowski, NE TE",Car,L 30-33,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Dennis Pitta*, Bal TE",Pit,L 9-26,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jimmy Graham, GB TE",Chi,W 35-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Ed Dickson, Sea TE",Ind,W 46-18,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Tony Moeaki, Chi TE",@GB,L 14-35,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jim Dray, Ari TE",SF,W 18-15,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Garrett Graham, Den TE",Oak,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Clay Harbor, NO TE",@Mia,W 20-0,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Michael Hoomanawanui, NO TE",@Mia,W 20-0,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Anthony McCoy, Sea TE",Ind,W 46-18,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Andrew Quarless, Det TE",@Min,W 14-7,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Richie Brockel, Car TE",@NE,W 33-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jeff Cumberland, LAC TE",Phi,L 24-26,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Logan Paulsen, Atl TE",Buf,L 17-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Lance Kendricks, GB TE",Chi,W 35-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Rob Housler, NE TE",Car,L 30-33,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Kyle Rudolph, Min TE",Det,L 7-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Bruce Miller, SF TE",@Ari,L 15-18,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Virgil Green, LAC TE",Phi,L 24-26,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Luke Stocker, Ten TE",@Hou,L 14-57,--/--,--,--,--,--,--,--,--,--,--,--,TE
"David Ausberry, Det TE",@Min,W 14-7,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Charles Clay, Buf TE",@Atl,W 23-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Niles Paul, Jax TE",@NYJ,L 20-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
"D.J. Williams, Wsh TE",@KC,L 20-29,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jordan Cameron, Mia TE",NO,L 0-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Julius Thomas, Mia TE",NO,L 0-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Lee Smith, Oak TE",@Den,L 10-16,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Coby Fleener, NO TE",@Mia,W 20-0,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Dwayne Allen, NE TE",Car,L 30-33,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Orson Charles, KC TE",Wsh,W 29-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Ladarius Green, Pit TE",@Bal,W 26-9,--/--,--,--,--,--,--,--,--,--,--,--,TE
"James Hanna, Dal TE",LAR,L 30-35,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Rhett Ellison, NYG TE",@TB,L 23-25,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Greg Scruggs, NE TE",Car,L 30-33,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Garrett Celek, SF TE",@Ari,L 15-18,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Phillip Supernaw, Ten TE",@Hou,L 14-57,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Beau Brinkley, Ten TE",@Hou,L 14-57,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Dominique Jones, Mia TE",NO,L 0-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Derek Carrier, Oak TE",@Den,L 10-16,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Sean McGrath, LAC TE",Phi,L 24-26,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Chase Ford, Bal TE",Pit,L 9-26,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Cooper Helfet, Oak TE",@Den,L 10-16,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brandon Bostick, NYJ TE",Jax,W 23-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Larry Donnell, Bal TE",Pit,L 9-26,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Ifeanyi Momah, Ari TE",SF,W 18-15,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Tyler Eifert, Cin TE",@Cle,W 31-7,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Zach Ertz, Phi TE",@LAC,W 26-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Gavin Escobar, Cle TE",Cin,L 7-31,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Travis Kelce, KC TE",Wsh,W 29-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Vance McDonald, Pit TE",@Bal,W 26-9,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jordan Reed, Wsh TE",@KC,L 20-29,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Ryan Griffin, Hou TE",Ten,W 57-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Michael Williams, NE TE",Car,L 30-33,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Mychal Rivera, Jax TE",@NYJ,L 20-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Chris Gragg, NYJ TE",Jax,W 23-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Dion Sims, Chi TE",@GB,L 14-35,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Levine Toilolo, Det TE",@Min,W 14-7,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Justice Cunningham, LAR TE",@Dal,W 35-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Luke Willson, Det TE",@Min,W 14-7,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Josh Hill, NO TE",@Mia,W 20-0,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Chris Pantale, Mia TE",NO,L 0-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Timothy Wright, Det TE",@Min,W 14-7,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brandon Williams, Ind TE",@Sea,L 18-46,--/--,--,--,--,--,--,--,--,--,--,--,TE
"MarQueis Gray, Mia TE",NO,L 0-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Zach Sudfeld, NYJ TE",Jax,W 23-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jake Stoneburner, LAR TE",@Dal,W 35-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jack Doyle, Ind TE",@Sea,L 18-46,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Eric Ebron, Ind TE",@Sea,L 18-46,--/--,--,--,--,--,--,--,--,--,--,--,TE
"C.J. Fiedorowicz, Hou TE",Ten,W 57-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Crockett Gillmore, Bal TE",Pit,L 9-26,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Richard Rodgers, Phi TE",@LAC,W 26-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jace Amaro, Ten TE",@Hou,L 14-57,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Austin Seferian-Jenkins, Jax TE",@NYJ,L 20-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Troy Niklas, NE TE",Car,L 30-33,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Logan Thomas, Buf TE",@Atl,W 23-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Darren Fells, Cle TE",Cin,L 7-31,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brian Leonhardt, Min TE",Det,L 7-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Demetrius Harris, KC TE",Wsh,W 29-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Trey Burton, Chi TE",@GB,L 14-35,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Kyle Nelson, SF TE",@Ari,L 15-18,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Marcel Jensen, Wsh TE",@KC,L 20-29,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Asante Cleveland, LAC TE",Phi,L 24-26,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Nic Jacobs, Jax TE",@NYJ,L 20-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Blake Annen, Buf TE",@Atl,W 23-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"RaShaun Allen, Hou TE",Ten,W 57-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Justin Perillo, Chi TE",@GB,L 14-35,--/--,--,--,--,--,--,--,--,--,--,--,TE
"James O'Shaughnessy, Jax TE",@NYJ,L 20-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
"MyCole Pruitt, Hou TE",Ten,W 57-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Randall Telfer, Cle TE",Cin,L 7-31,--/--,--,--,--,--,--,--,--,--,--,--,TE
