Player,Team,Salary
Mitchell Trubisky,CHI,5200
Jared Goff,LAR,5700
Andrew Luck,IND,5500
Derek Carr,OAK,5100
Kirk Cousins,MIN,5300
Deshaun Watson,HOU,6300
Marcus Mariota,TEN,5000
Matt Ryan,ATL,6100
Andy Dalton,CIN,5400
Blake Bortles,JAC,5200
Patrick Mahomes II,KAN,6800
Joe Flacco,BAL,5400
Carson Wentz,PHI,5800
Matthew Stafford,DET,5700
Philip Rivers,LAC,6500
Tom Brady,NWE,6700
C.J. Beathard,SFO,4600
Dak Prescott,DAL,5300
Aaron Rodgers,GNB,6800
Baker Mayfield,CLE,5300
Ben Roethlisberger,PIT,6000
Eli Manning,NYG,5600
Josh Rosen,ARI,4500
Sam Darnold,NYJ,4500
Russell Wilson,SEA,5600
Case Keenum,DEN,5600
Drew Brees,NOR,6600
Jameis Winston,TAM,5100
Brock Osweiler,MIA,4300
Josh Allen,BUF,5100
Ryan Fitzpatrick,TAM,6200
Taysom Hill,NOR,4000
Ryan Tannehill,MIA,5500
Lamar Jackson,BAL,4500
Joe Webb,HOU,4000
Chase Daniel,CHI,4500
Brian Hoyer,NWE,4500
