Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Jason Witten, Dal TE",Phi,L 9-37,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Antonio Gates, LAC TE",Buf,W 54-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Kellen Winslow, NYJ TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Benjamin Watson, NO TE",Wsh,W 34-31,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Alex Smith, Wsh TE",@NO,L 31-34,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Vernon Davis, Wsh TE",@NO,L 31-34,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Marcedes Lewis, Jax TE",@Cle,W 19-7,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Anthony Fasano, Mia TE",TB,L 20-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Owen Daniels, Den TE",Cin,L 17-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Delanie Walker, Ten TE",@Pit,L 17-40,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Daniel Fells, NYG TE",KC,W 12-9,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Greg Olsen, Car TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Matt Spaeth, Pit TE",Ten,W 40-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Scott Chandler*, NE TE",@Oak,W 33-8,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brent Celek, Phi TE",@Dal,W 37-9,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Clark Harris, Cin TE",@Den,W 20-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Fred Davis, Wsh TE",@NO,L 31-34,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Martellus Bennett, NE TE",@Oak,W 33-8,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Craig Stevens, Ten TE",@Pit,L 17-40,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Gary Barnidge, Cle TE",Jax,L 7-19,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jacob Tamme, Atl TE",@Sea,W 34-31,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Kellen Davis, NYJ TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Matthew Mulligan, Det TE",@Chi,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"David Johnson, Pit TE",Ten,W 40-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"James Casey, Den TE",Cin,L 17-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Chase Coffman, Ind TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Jared Cook, Oak TE",NE,L 8-33,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Bear Pascoe, NE TE",@Oak,W 33-8,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brandon Pettigrew, Det TE",@Chi,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"John Phillips, NO TE",Wsh,W 34-31,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Zach Miller*, Chi TE",Det,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brandon Myers, TB TE",@Mia,W 30-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jermaine Gresham, Ari TE",@Hou,L 21-31,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Rob Gronkowski, NE TE",@Oak,W 33-8,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Dennis Pitta*, Bal TE",@GB,W 23-0,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jimmy Graham, GB TE",Bal,L 0-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Ed Dickson, Sea TE",Atl,L 31-34,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Tony Moeaki, Chi TE",Det,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jim Dray, Ari TE",@Hou,L 21-31,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Garrett Graham, Den TE",Cin,L 17-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Clay Harbor, NO TE",Wsh,W 34-31,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Michael Hoomanawanui, NO TE",Wsh,W 34-31,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Anthony McCoy, Sea TE",Atl,L 31-34,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Andrew Quarless, Det TE",@Chi,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Richie Brockel, Car TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Jeff Cumberland, LAC TE",Buf,W 54-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Logan Paulsen, Atl TE",@Sea,W 34-31,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Lance Kendricks, GB TE",Bal,L 0-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Rob Housler, NE TE",@Oak,W 33-8,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Kyle Rudolph, Min TE",LAR,W 24-7,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Bruce Miller, SF TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Virgil Green, LAC TE",Buf,W 54-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Luke Stocker, Ten TE",@Pit,L 17-40,--/--,--,--,--,--,--,--,--,--,--,--,TE
"David Ausberry, Det TE",@Chi,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Charles Clay, Buf TE",@LAC,L 24-54,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Niles Paul, Jax TE",@Cle,W 19-7,--/--,--,--,--,--,--,--,--,--,--,--,TE
"D.J. Williams, Wsh TE",@NO,L 31-34,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jordan Cameron, Mia TE",TB,L 20-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Julius Thomas, Mia TE",TB,L 20-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Lee Smith, Oak TE",NE,L 8-33,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Coby Fleener, NO TE",Wsh,W 34-31,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Dwayne Allen, NE TE",@Oak,W 33-8,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Orson Charles, KC TE",@NYG,L 9-12,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Ladarius Green, Pit TE",Ten,W 40-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"James Hanna, Dal TE",Phi,L 9-37,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Rhett Ellison, NYG TE",KC,W 12-9,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Greg Scruggs, NE TE",@Oak,W 33-8,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Garrett Celek, SF TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Phillip Supernaw, Ten TE",@Pit,L 17-40,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Beau Brinkley, Ten TE",@Pit,L 17-40,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Dominique Jones, Mia TE",TB,L 20-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Derek Carrier, Oak TE",NE,L 8-33,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Sean McGrath, LAC TE",Buf,W 54-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Chase Ford, Bal TE",@GB,W 23-0,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Cooper Helfet, Oak TE",NE,L 8-33,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brandon Bostick, NYJ TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Larry Donnell, Bal TE",@GB,W 23-0,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Ifeanyi Momah, Ari TE",@Hou,L 21-31,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Tyler Eifert, Cin TE",@Den,W 20-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Zach Ertz, Phi TE",@Dal,W 37-9,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Gavin Escobar, Cle TE",Jax,L 7-19,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Travis Kelce, KC TE",@NYG,L 9-12,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Vance McDonald, Pit TE",Ten,W 40-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jordan Reed, Wsh TE",@NO,L 31-34,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Ryan Griffin, Hou TE",Ari,W 31-21,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Michael Williams, NE TE",@Oak,W 33-8,--/--,--,--,--,--,--,--,--,--,--,--,TE
