Player,OPP,STATUS ET,1-39,40-49,50+,TOT,XP,PTS,POS
"Adam Vinatieri, Ind K",@Buf,L 7-13,--/--,--/--,--/--,--/--,--/--,--,K
"Phil Dawson, Ari K",Ten,W 12-7,--/--,--/--,--/--,--/--,--/--,--,K
"Sebastian Janikowski, Oak K",@KC,L 15-26,--/--,--/--,--/--,--/--,--/--,--,K
"Shayne Graham, Atl K",NO,W 20-17,--/--,--/--,--/--,--/--,--/--,--,K
"Billy Cundiff, Cle K",GB,L 21-27,--/--,--/--,--/--,--/--,--/--,--,K
"Matt Bryant, Atl K",NO,W 20-17,--/--,--/--,--/--,--/--,--/--,--,K
"Josh Brown, NYG K",Dal,L 10-30,--/--,--/--,--/--,--/--,--/--,--,K
"Josh Scobee, NO K",@Atl,L 17-20,--/--,--/--,--/--,--/--,--/--,--,K
"Mike Nugent, Chi K",@Cin,W 33-7,--/--,--/--,--/--,--/--,--/--,--,K
"Nick Novak, LAC K",Wsh,W 30-13,--/--,--/--,--/--,--/--,--/--,--,K
"Robbie Gould, SF K",@Hou,W 26-16,--/--,--/--,--/--,--/--,--/--,--,K
"Shaun Suisham, Pit K",Bal,W 39-38,--/--,--/--,--/--,--/--,--/--,--,K
"Stephen Gostkowski, NE K",@Mia,L 20-27,--/--,--/--,--/--,--/--,--/--,--,K
"Nick Folk, TB K",Det,L 21-24,--/--,--/--,--/--,--/--,--/--,--,K
"Mason Crosby, GB K",@Cle,W 27-21,--/--,--/--,--/--,--/--,--/--,--,K
"Matt Prater, Det K",@TB,W 24-21,--/--,--/--,--/--,--/--,--/--,--,K
"Garrett Hartley, Pit K",Bal,W 39-38,--/--,--/--,--/--,--/--,--/--,--,K
"Dan Carpenter, Buf K",Ind,W 13-7,--/--,--/--,--/--,--/--,--/--,--,K
"Connor Barth, Chi K",@Cin,W 33-7,--/--,--/--,--/--,--/--,--/--,--,K
"Stephen Hauschka, Buf K",Ind,W 13-7,--/--,--/--,--/--,--/--,--/--,--,K
"Graham Gano, Car K",Min,W 31-24,--/--,--/--,--/--,--/--,--/--,--,K
"Ryan Succop, Ten K",@Ari,L 7-12,--/--,--/--,--/--,--/--,--/--,--,K
"Dan Bailey, Dal K",@NYG,W 30-10,--/--,--/--,--/--,--/--,--/--,--,K
"Kai Forbath, Min K",@Car,L 24-31,--/--,--/--,--/--,--/--,--/--,--,K
"Greg Zuerlein, LAR K",Phi,L 35-43,--/--,--/--,--/--,--/--,--/--,--,K
"Blair Walsh, Sea K",@Jax,L 24-30,--/--,--/--,--/--,--/--,--/--,--,K
"Randy Bullock, Cin K",Chi,L 7-33,--/--,--/--,--/--,--/--,--/--,--,K
"Giorgio Tavecchio, Oak K",@KC,L 15-26,--/--,--/--,--/--,--/--,--/--,--,K
"Justin Tucker, Bal K",@Pit,L 38-39,--/--,--/--,--/--,--/--,--/--,--,K
"Brandon Bogotay, TB K",Det,L 21-24,--/--,--/--,--/--,--/--,--/--,--,K
"Caleb Sturgis, LAC K",Wsh,W 30-13,--/--,--/--,--/--,--/--,--/--,--,K
"Dustin Hopkins, Wsh K",@LAC,L 13-30,--/--,--/--,--/--,--/--,--/--,--,K
"Zach Hocker, TB K",Det,L 21-24,--/--,--/--,--/--,--/--,--/--,--,K
"Travis Coons, LAC K",Wsh,W 30-13,--/--,--/--,--/--,--/--,--/--,--,K
"Chandler Catanzaro, TB K",Det,L 21-24,--/--,--/--,--/--,--/--,--/--,--,K
"Brandon McManus, Den K",NYJ,W 23-0,--/--,--/--,--/--,--/--,--/--,--,K
"Cairo Santos, NYJ K",@Den,L 0-23,--/--,--/--,--/--,--/--,--/--,--,K
"Cody Parkey, Chi K",@Cin,W 33-7,--/--,--/--,--/--,--/--,--/--,--,K
"Chris Boswell, Pit K",Bal,W 39-38,--/--,--/--,--/--,--/--,--/--,--,K
"Kasey Redfern, Det K",@TB,W 24-21,--/--,--/--,--/--,--/--,--/--,--,K
"Patrick Murray, TB K",Det,L 21-24,--/--,--/--,--/--,--/--,--/--,--,K
"Jordan Gay, Ten K",@Ari,L 7-12,--/--,--/--,--/--,--/--,--/--,--,K
"Jason Myers, Sea K",@Jax,L 24-30,--/--,--/--,--/--,--/--,--/--,--,K
"Kyle Brindza, NYJ K",@Den,L 0-23,--/--,--/--,--/--,--/--,--/--,--,K
"Josh Lambo, Jax K",Sea,W 30-24,--/--,--/--,--/--,--/--,--/--,--,K
"Andrew Franks, Mia K",NE,W 27-20,--/--,--/--,--/--,--/--,--/--,--,K
"Roberto Aguayo, LAC K",Wsh,W 30-13,--/--,--/--,--/--,--/--,--/--,--,K
"Wil Lutz, NO K",@Atl,L 17-20,--/--,--/--,--/--,--/--,--/--,--,K
"Aldrick Rosas, NYG K",Dal,L 10-30,--/--,--/--,--/--,--/--,--/--,--,K
"Jake Elliott, Phi K",@LAR,W 43-35,--/--,--/--,--/--,--/--,--/--,--,K
"Zane Gonzalez, Cle K",GB,L 21-27,--/--,--/--,--/--,--/--,--/--,--,K
"Harrison Butker, KC K",Oak,W 26-15,--/--,--/--,--/--,--/--,--/--,--,K
"Younghoe Koo, LAC K",Wsh,W 30-13,--/--,--/--,--/--,--/--,--/--,--,K
"Ka'imi Fairbairn, Hou K",SF,L 16-26,--/--,--/--,--/--,--/--,--/--,--,K
"Nick Rose, LAC K",Wsh,W 30-13,--/--,--/--,--/--,--/--,--/--,--,K
"Sam Ficken, LAR K",Phi,L 35-43,--/--,--/--,--/--,--/--,--/--,--,K
