Player,Bye,Proj,Actual,0-19,0-19,20-29,20-29,30-39,30-39,40-49,40-49,50+,50+,0-19,0-19,20-29,20-29,30-39,30-39,40-49,40-49,50+,50+,Made,Miss,POS
No new player Notes Greg Zuerlein LAR - K Final (W) 54-51 vs KC,12,67,67,0.0,0.0,0.6,0.0,0.7,0.0,0.6,0.1,0.4,0.1,0.0,0.0,0.6,0.0,0.7,0.0,0.6,0.1,0.4,0.1,3.3,0.1,K
No new player Notes Harrison Butker KC - K Final (L) 54-51 @ LAR,12,73,73,0.0,0.0,0.6,0.0,0.6,0.1,0.7,0.1,0.3,0.1,0.0,0.0,0.6,0.0,0.6,0.1,0.7,0.1,0.3,0.1,3.0,0.1,K
No new player Notes Wil Lutz NO - K Final (W) 48-7 vs Phi,6,77,77,0.0,0.0,0.5,0.0,0.6,0.1,0.8,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.6,0.1,0.8,0.1,0.2,0.1,3.4,0.1,K
No new player Notes Justin Tucker Bal - K Final (W) 24-21 vs Cin,10,79,79,0.0,0.0,0.6,0.0,0.5,0.0,0.7,0.1,0.4,0.1,0.0,0.0,0.6,0.0,0.5,0.0,0.7,0.1,0.4,0.1,2.5,0.0,K
No new player Notes Matt Bryant Atl - K Final (L) 22-19 vs Dal,8,84,84,0.0,0.0,0.5,0.0,0.5,0.0,0.7,0.1,0.3,0.1,0.0,0.0,0.5,0.0,0.5,0.0,0.7,0.1,0.3,0.1,2.5,0.1,K
Player Note Adam Vinatieri Ind - K Final (W) 38-10 vs Ten,9,86,86,0.0,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.2,0.2,0.0,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.2,0.2,2.3,0.1,K
No new player Notes Aldrick Rosas NYG - K Final (W) 38-35 vs TB,9,85,85,0.0,0.0,0.6,0.0,0.6,0.0,0.7,0.2,0.3,0.1,0.0,0.0,0.6,0.0,0.6,0.0,0.7,0.2,0.3,0.1,2.3,0.3,K
No new player Notes Jake Elliott Phi - K Final (L) 48-7 @ NO,9,88,88,0.0,0.0,0.4,0.0,0.8,0.0,0.5,0.1,0.3,0.1,0.0,0.0,0.4,0.0,0.8,0.0,0.5,0.1,0.3,0.1,2.9,0.1,K
No new player Notes Matt Prater Det - K Final (W) 20-19 vs Car,6,93,93,0.0,0.0,0.5,0.0,0.6,0.0,0.6,0.1,0.3,0.1,0.0,0.0,0.5,0.0,0.6,0.0,0.6,0.1,0.3,0.1,2.5,0.1,K
No new player Notes Michael Badgley LAC - K Final (L) 23-22 vs Den,8,94,94,0.0,0.0,0.5,0.0,0.6,0.1,0.6,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.6,0.1,0.6,0.1,0.2,0.1,3.0,0.2,K
No new player Notes Chris Boswell Pit - K IR Final (W) 20-16 @ Jax,7,97,97,0.0,0.0,0.5,0.0,0.5,0.1,0.7,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.5,0.1,0.7,0.1,0.2,0.1,2.7,0.1,K
No new player Notes Josh Lambo Jax - K IR Final (L) 20-16 vs Pit,9,99,99,0.0,0.0,0.5,0.0,0.7,0.0,0.6,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.7,0.0,0.6,0.1,0.2,0.1,2.2,0.1,K
No new player Notes Graham Gano Car - K IR Final (L) 20-19 @ Det,4,103,103,0.1,0.0,0.5,0.0,0.6,0.0,0.7,0.1,0.1,0.1,0.1,0.0,0.5,0.0,0.6,0.0,0.7,0.1,0.1,0.1,2.7,0.1,K
No new player Notes Ka'imi Fairbairn Hou - K Final (W) 23-21 @ Was,10,104,104,0.0,0.0,0.5,0.0,0.6,0.1,0.6,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.6,0.1,0.6,0.1,0.2,0.1,2.8,0.1,K
No new player Notes Ryan Succop Ten - K Final (L) 38-10 @ Ind,8,105,105,0.1,0.0,0.6,0.0,0.6,0.0,0.6,0.2,0.1,0.1,0.1,0.0,0.6,0.0,0.6,0.0,0.6,0.2,0.1,0.1,2.3,0.1,K
No new player Notes Sebastian Janikowski Sea - K Questionable Final (W) 27-24 vs GB,7,107,107,0.0,0.0,0.4,0.0,0.4,0.0,0.6,0.1,0.3,0.2,0.0,0.0,0.4,0.0,0.4,0.0,0.6,0.1,0.3,0.2,2.6,0.2,K
No new player Notes Mason Crosby GB - K Final (L) 27-24 @ Sea,7,112,112,0.0,0.0,0.5,0.0,0.6,0.1,0.5,0.1,0.1,0.1,0.0,0.0,0.5,0.0,0.6,0.1,0.5,0.1,0.1,0.1,3.1,0.1,K
Player Note Cody Parkey Chi - K Final (W) 25-20 vs Min,5,121,121,0.1,0.0,0.4,0.0,0.6,0.1,0.6,0.1,0.1,0.2,0.1,0.0,0.4,0.0,0.6,0.1,0.6,0.1,0.1,0.2,2.6,0.1,K
No new player Notes Brett Maher Dal - K Final (W) 22-19 @ Atl,8,146,146,0.2,0.0,0.3,0.0,0.6,0.0,0.4,0.1,0.2,0.1,0.2,0.0,0.3,0.0,0.6,0.0,0.4,0.1,0.2,0.1,2.1,0.1,K
No new player Notes Brandon McManus Den - K Final (W) 23-22 @ LAC,10,172,172,0.0,0.0,0.4,0.0,0.4,0.0,0.5,0.1,0.2,0.1,0.0,0.0,0.4,0.0,0.4,0.0,0.5,0.1,0.2,0.1,1.8,0.1,K
No new player Notes Dan Bailey Min - K Final (L) 25-20 @ Chi,10,175,175,0.3,0.0,0.4,0.0,0.7,0.0,0.2,0.1,0.1,0.1,0.3,0.0,0.4,0.0,0.7,0.0,0.2,0.1,0.1,0.1,2.2,0.0,K
No new player Notes Dustin Hopkins Was - K Final (L) 23-21 vs Hou,4,176,176,0.0,0.0,0.4,0.0,0.5,0.0,0.6,0.2,0.1,0.1,0.0,0.0,0.4,0.0,0.5,0.0,0.6,0.2,0.1,0.1,2.1,0.1,K
No new player Notes Randy Bullock Cin - K Final (L) 24-21 @ Bal,9,187,187,0.1,0.0,0.3,0.0,0.5,0.1,0.5,0.2,0.1,0.1,0.1,0.0,0.3,0.0,0.5,0.1,0.5,0.2,0.1,0.1,2.3,0.1,K
No new player Notes Cairo Santos TB - K Final (L) 38-35 @ NYG,5,232,232,0.0,0.0,0.3,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7,0.0,0.3,0.0,0.0,0.0,2.1,0.3,K
No new player Notes Daniel Carlson Oak - K Final (W) 23-21 @ Ari,7,259,259,0.0,0.0,0.4,0.0,0.5,0.1,0.3,0.1,0.1,0.2,0.0,0.0,0.4,0.0,0.5,0.1,0.3,0.1,0.1,0.2,2.1,0.1,K
No new player Notes Matt McCrane Pit - K Final (W) 20-16 @ Jax,7,300,300,0.4,0.0,0.3,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.3,0.0,0.4,0.0,0.2,0.0,0.0,0.0,1.8,0.0,K
No new player Notes David Marvin Atl - K Inactive Final (L) 22-19 vs Dal,8,1554,1554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Jonathan Brown Cin - K Inactive Final (L) 24-21 @ Bal,9,1546,1546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Eddy Pineiro Oak - K IR Final (W) 23-21 @ Ari,7,1555,1555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Greg Joseph Cle - K Bye,11,1556,1556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
Player Note Sam Ficken Sea - K Final (W) 27-24 vs GB,7,1548,1548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Zane Gonzalez Ari - K Final (L) 23-21 vs Oak,9,1549,1549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Marshall Koehn NYG - K Inactive Final (W) 38-35 vs TB,9,1545,1545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Jason Sanders Mia - K Bye,11,1552,1552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Trevor Moore TB - K Inactive Final (L) 38-35 @ NYG,5,1553,1553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Tyler Davis Buf - K Inactive  Bye,11,1557,1557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Chandler Catanzaro Car - K Final (L) 20-19 @ Det,4,1561,1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Stephen Gostkowski NE - K Bye,11,1562,1562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Nick Folk TB - K Inactive Final (L) 38-35 @ NYG,5,1538,1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Stephen Hauschka Buf - K Bye,11,1540,1540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Robbie Gould SF - K Bye,11,1560,1560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Nick Novak LAC - K Inactive Final (L) 23-22 vs Den,8,1559,1559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Phil Dawson Ari - K IR Final (L) 23-21 vs Oak,9,1537,1537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Mike Nugent Oak - K IR Final (W) 23-21 @ Ari,7,1558,1558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Kai Forbath Jax - K Final (L) 20-16 vs Pit,9,1543,1543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Blair Walsh Sea - K Inactive Final (W) 27-24 vs GB,7,1547,1547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
Player Note Nick Rose LAC - K Inactive Final (L) 23-22 vs Den,8,1541,1541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Taylor Bertolet NYJ - K Inactive  Bye,11,1542,1542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Roberto Aguayo LAC - K Inactive Final (L) 23-22 vs Den,8,1539,1539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Jason Myers NYJ - K Bye,11,1563,1563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
