Player,Bye,Proj,Actual,Att,Att,Comp,Inc,Yds,Yds,Yds,Yds,TD,TD,TD,TD,Int,Pick Six,Sack,1st Downs,1st Downs,1st Downs,40 Yd Cmp,Att,Att,Yds,Yds,Yds,Yds,TD,TD,TD,TD,1st Downs,1st Downs,1st Downs,40 Yd Att,Tgt*,Rec,Yds,Yds,Yds,Yds,TD,TD,TD,TD,1st Downs,1st Downs,1st Downs,40 Yd Rec,Yds,Yds,Yds,Yds,TD,TD,TD,TD,2PT,Tot,Lost,POS
Player Note D. Brees NO - QB Final (W) 31-17 vs Atl,6,1,1,36.5,0.4,31.2,5.3,357,1.1,0.0,0.0,2.6,0.1,0.0,0.0,0.8,0.0,1.5,16.4,0.0,0.0,0.9,36.5,0.4,357,1.1,0.0,0.0,2.6,0.1,0.0,0.0,16.4,0.0,0.0,0.0,0.0,0.0,357,1.1,0.0,0.0,2.6,0.1,0.0,0.0,16.4,0.0,0.0,0.0,357,1.1,0.0,0.0,2.6,0.1,0.0,0.0,0.1,0.3,0.1,QB
No new player Notes M. Ryan Atl - QB Final (L) 31-17 @ NO,8,2,2,41.6,2.3,27.7,13.9,324,8.4,0.0,0.0,2.1,0.2,0.0,0.0,1.0,0.0,2.1,15.2,0.4,0.0,0.8,41.6,2.3,324,8.4,0.0,0.0,2.1,0.2,0.0,0.0,15.2,0.4,0.0,0.0,0.0,0.0,324,8.4,0.0,0.0,2.1,0.2,0.0,0.0,15.2,0.4,0.0,0.0,324,8.4,0.0,0.0,2.1,0.2,0.0,0.0,0.1,0.5,0.2,QB
Player Note A. Luck Ind - QB Final (W) 27-24 vs Mia,9,3,3,35.1,2.7,25.3,9.8,309,13.3,0.0,0.0,2.2,0.2,0.0,0.0,0.8,0.0,1.7,14.1,1.0,0.0,0.7,35.1,2.7,309,13.3,0.0,0.0,2.2,0.2,0.0,0.0,14.1,1.0,0.0,0.0,0.0,0.0,309,13.3,0.0,0.0,2.2,0.2,0.0,0.0,14.1,1.0,0.0,0.0,309,13.3,0.0,0.0,2.2,0.2,0.0,0.0,0.0,0.5,0.3,QB
Player Note C. Newton Car - QB Q Final (L) 30-27 vs Sea,4,5,5,31.8,7.4,20.6,11.2,240,36.9,0.0,0.0,1.9,0.4,0.0,0.0,0.7,0.0,2.0,11.8,2.9,0.0,0.7,31.8,7.4,240,36.9,0.0,0.0,1.9,0.4,0.0,0.0,11.8,2.9,0.0,0.1,0.0,0.0,240,36.9,0.0,0.0,1.9,0.4,0.0,0.0,11.8,2.9,0.0,0.0,240,36.9,0.0,0.0,1.9,0.4,0.0,0.0,0.1,0.5,0.2,QB
No new player Notes K. Cousins Min - QB Final (W) 24-17 vs GB,10,7,7,37.3,3.4,25.3,12.0,303,11.9,0.0,0.0,2.1,0.1,0.0,0.0,0.8,0.0,1.9,14.1,0.5,0.0,0.8,37.3,3.4,303,11.9,0.0,0.0,2.1,0.1,0.0,0.0,14.1,0.5,0.0,0.0,0.0,0.0,303,11.9,0.0,0.0,2.1,0.1,0.0,0.0,14.1,0.5,0.0,0.0,303,11.9,0.0,0.0,2.1,0.1,0.0,0.0,0.1,0.6,0.3,QB
Player Note J. Winston TB - QB Final (W) 27-9 vs SF,5,8,8,35.9,1.9,24.8,11.1,301,9.7,0.0,0.0,2.1,0.1,0.0,0.0,0.9,0.0,1.8,14.0,0.4,0.0,0.7,35.9,1.9,301,9.7,0.0,0.0,2.1,0.1,0.0,0.0,14.0,0.4,0.0,0.0,0.0,0.0,301,9.7,0.0,0.0,2.1,0.1,0.0,0.0,14.0,0.4,0.0,0.0,301,9.7,0.0,0.0,2.1,0.1,0.0,0.0,0.1,0.7,0.2,QB
No new player Notes B. Roethlisberger Pit - QB Final (L) 24-17 @ Den,7,10,10,38.6,0.8,25.9,12.7,311,2.4,0.0,0.0,2.1,0.0,0.0,0.0,0.9,0.0,1.9,14.5,0.1,0.0,0.8,38.6,0.8,311,2.4,0.0,0.0,2.1,0.0,0.0,0.0,14.5,0.1,0.0,0.0,0.0,0.0,311,2.4,0.0,0.0,2.1,0.0,0.0,0.0,14.5,0.1,0.0,0.0,311,2.4,0.0,0.0,2.1,0.0,0.0,0.0,0.1,0.3,0.1,QB
Player Note P. Rivers LAC - QB Q Final (W) 45-10 vs Ari,8,12,12,36.0,1.4,25.6,10.4,314,0.3,0.0,0.0,2.1,0.0,0.0,0.0,0.7,0.0,1.6,14.3,0.0,0.0,0.7,36.0,1.4,314,0.3,0.0,0.0,2.1,0.0,0.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,314,0.3,0.0,0.0,2.1,0.0,0.0,0.0,14.3,0.0,0.0,0.0,314,0.3,0.0,0.0,2.1,0.0,0.0,0.0,0.1,0.4,0.2,QB
No new player Notes L. Jackson Bal - QB Final (W) 34-17 vs Oak,10,13,13,23.7,15.0,15.0,8.7,171,75.1,0.0,0.0,0.9,0.6,0.0,0.0,0.8,0.0,2.2,6.4,3.6,0.0,0.4,23.7,15.0,171,75.1,0.0,0.0,0.9,0.6,0.0,0.0,6.4,3.6,0.0,0.0,0.2,0.0,171,75.1,0.0,0.0,0.9,0.6,0.0,0.0,6.4,3.6,0.0,0.0,171,75.1,0.0,0.0,0.9,0.6,0.0,0.0,0.2,0.4,0.2,QB
Player Note C. Wentz Phi - QB Q Final (W) 25-22 vs NYG,9,14,14,33.0,3.6,22.1,10.9,264,18.1,0.0,0.0,2.0,0.1,0.0,0.0,0.6,0.0,1.7,12.5,1.6,0.0,0.7,33.0,3.6,264,18.1,0.0,0.0,2.0,0.1,0.0,0.0,12.5,1.6,0.0,0.0,0.0,0.0,264,18.1,0.0,0.0,2.0,0.1,0.0,0.0,12.5,1.6,0.0,0.0,264,18.1,0.0,0.0,2.0,0.1,0.0,0.0,0.3,0.6,0.3,QB
