Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS,POS
"Odell Beckham, NYG",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,5.00,0.0,10.4,7.1,81.5,11.48,0.7,0.1,12,WR
"Antonio Brown, PIT",0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,5.00,0.0,10.9,7.6,89.8,11.82,0.6,0.0,11,WR
"Larry Fitzgerald, ARI",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.00,0.0,10,7.3,84.7,11.60,0.6,0.1,11,WR
"Taylor Gabriel, CHI",0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.5,11.67,0.1,6.3,4.4,72.6,16.50,0.5,0.0,10,WR
"Mike Evans, TB",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.5,6.2,78.9,12.73,0.6,0.0,10,WR
"Doug Baldwin, SEA",0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,-1.00,0.0,8,6.2,66.9,10.79,0.6,0.0,9,WR
"DeAndre Hopkins, HOU",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10,5.6,65.8,11.75,0.6,0.0,9,WR
"Amari Cooper, DAL",0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.0,-0.00,0.0,9.1,5.7,75.2,13.19,0.4,0.0,9,WR
"Jordy Nelson, OAK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.2,5.5,63.1,11.47,0.6,0.1,9,WR
"T.Y. Hilton, IND",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.00,0.0,9.6,5.6,74.6,13.32,0.3,0.0,8,WR
"Michael Crabtree, BAL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.2,5.5,58.3,10.60,0.6,0.0,8,WR
"Stefon Diggs, MIN",0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.2,4.00,0.0,8.2,6.1,69.7,11.43,0.4,0.0,8,WR
"Tyrell Williams, LAC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.3,4.3,62.7,14.58,0.4,0.0,8,WR
"Dez Bryant, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.9,4.2,58.7,13.98,0.6,0.1,8,WR
"Jeremy Maclin, BAL",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.00,0.0,7.2,4.3,54.4,12.65,0.5,0.0,8,WR
"Sammy Watkins, KC",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,2.00,0.0,6.7,3.9,54.4,13.95,0.5,0.0,8,WR
"J.J. Nelson, ARI",0.0,0.0,0.0,0.0,0.0,0.0,0.4,8.3,20.75,0.1,4.5,2.4,43.5,18.12,0.6,0.1,8,WR
"Emmanuel Sanders, DEN",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.9,4.50,0.0,9.6,5.5,66.9,12.16,0.3,0.0,7,WR
"Jarvis Landry, CLE",0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.8,4.50,0.0,8.5,6.1,66.1,10.84,0.3,0.1,7,WR
"Demaryius Thomas, HOU",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.7,5.7,66.3,11.63,0.3,0.1,7,WR
"Allen Robinson, CHI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.9,4.3,51.7,12.02,0.4,0.0,7,WR
"Michael Thomas, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7,5.2,56.7,10.90,0.4,0.0,7,WR
"Davante Adams, GB",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.1,4.3,52.2,12.14,0.4,0.1,7,WR
"Terrelle Pryor, BUF",0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.5,2.50,0.0,8.5,4.3,58.8,13.67,0.3,0.0,6,WR
